# iT  physTime_s  Qy_m3_per_s  qy_cell_m_per_s  u_y_fluid_average_m_per_s  u_y_fluid_max_m_per_s  B_yy_m2
1123 4.679166666666665e-09 4.385016153696018e-16 1.124363116332312e-02 2.810907790830781e-02 5.242925888178976e-02 1.124363116332312e-16
1124 4.683333333333331e-09 4.385016296158898e-16 1.124363152861256e-02 2.810907882153140e-02 5.242926095199674e-02 1.124363152861256e-16
1125 4.687499999999998e-09 4.385016437023795e-16 1.124363188980460e-02 2.810907972451151e-02 5.242926299897413e-02 1.124363188980460e-16
1126 4.691666666666665e-09 4.385016576308410e-16 1.124363224694464e-02 2.810908061736161e-02 5.242926502298102e-02 1.124363224694464e-16
1127 4.695833333333332e-09 4.385016714030521e-16 1.124363260007826e-02 2.810908150019565e-02 5.242926702429865e-02 1.124363260007826e-16
1128 4.699999999999998e-09 4.385016850207766e-16 1.124363294925068e-02 2.810908237312671e-02 5.242926900316757e-02 1.124363294925068e-16
1129 4.704166666666665e-09 4.385016984857760e-16 1.124363329450708e-02 2.810908323626770e-02 5.242927095984312e-02 1.124363329450708e-16
1130 4.708333333333332e-09 4.385017117996955e-16 1.124363363588963e-02 2.810908408972407e-02 5.242927289458068e-02 1.124363363588963e-16
1131 4.712499999999998e-09 4.385017249642725e-16 1.124363397344289e-02 2.810908493360722e-02 5.242927480761338e-02 1.124363397344289e-16
1132 4.716666666666665e-09 4.385017379811816e-16 1.124363430720978e-02 2.810908576802447e-02 5.242927669918916e-02 1.124363430720979e-16
1133 4.720833333333332e-09 4.385017508520673e-16 1.124363463723249e-02 2.810908659308124e-02 5.242927856953380e-02 1.124363463723249e-16
1134 4.724999999999998e-09 4.385017635786065e-16 1.124363496355401e-02 2.810908740888504e-02 5.242928041889889e-02 1.124363496355401e-16
1135 4.729166666666665e-09 4.385017761623990e-16 1.124363528621536e-02 2.810908821553840e-02 5.242928224753243e-02 1.124363528621536e-16
1136 4.733333333333332e-09 4.385017886050304e-16 1.124363560525719e-02 2.810908901314298e-02 5.242928405563425e-02 1.124363560525719e-16
1137 4.737499999999999e-09 4.385018009080831e-16 1.124363592072008e-02 2.810908980180020e-02 5.242928584347818e-02 1.124363592072008e-16
1138 4.741666666666665e-09 4.385018130731087e-16 1.124363623264381e-02 2.810909058160953e-02 5.242928761124561e-02 1.124363623264381e-16
1139 4.745833333333332e-09 4.385018251016599e-16 1.124363654106820e-02 2.810909135267051e-02 5.242928935920295e-02 1.124363654106820e-16
1140 4.749999999999999e-09 4.385018369953144e-16 1.124363684603370e-02 2.810909211508426e-02 5.242929108753153e-02 1.124363684603370e-16
1141 4.754166666666665e-09 4.385018487555822e-16 1.124363714757903e-02 2.810909286894758e-02 5.242929279647193e-02 1.124363714757903e-16
1142 4.758333333333331e-09 4.385018603839098e-16 1.124363744574128e-02 2.810909361435319e-02 5.242929448623877e-02 1.124363744574128e-16
1143 4.762499999999998e-09 4.385018718818234e-16 1.124363774055958e-02 2.810909435139894e-02 5.242929615708002e-02 1.124363774055958e-16
1144 4.766666666666665e-09 4.385018832507589e-16 1.124363803207074e-02 2.810909508017685e-02 5.242929780917331e-02 1.124363803207074e-16
1145 4.770833333333331e-09 4.385018944921573e-16 1.124363832031173e-02 2.810909580077932e-02 5.242929944272955e-02 1.124363832031173e-16
1146 4.774999999999998e-09 4.385019056074539e-16 1.124363860531933e-02 2.810909651329833e-02 5.242930105794863e-02 1.124363860531933e-16
1147 4.779166666666665e-09 4.385019165980672e-16 1.124363888712993e-02 2.810909721782482e-02 5.242930265507844e-02 1.124363888712993e-16
1148 4.783333333333331e-09 4.385019274654345e-16 1.124363916578037e-02 2.810909791445093e-02 5.242930423427818e-02 1.124363916578037e-16
1149 4.787499999999998e-09 4.385019382108656e-16 1.124363944130425e-02 2.810909860326062e-02 5.242930579575505e-02 1.124363944130425e-16
1150 4.791666666666665e-09 4.385019488357698e-16 1.124363971373769e-02 2.810909928434422e-02 5.242930733973112e-02 1.124363971373769e-16
1151 4.795833333333332e-09 4.385019593414795e-16 1.124363998311486e-02 2.810909995778715e-02 5.242930886637660e-02 1.124363998311486e-16
1152 4.799999999999998e-09 4.385019697293208e-16 1.124364024946977e-02 2.810910062367441e-02 5.242931037590614e-02 1.124364024946977e-16
1153 4.804166666666665e-09 4.385019800006656e-16 1.124364051283758e-02 2.810910128209395e-02 5.242931186848997e-02 1.124364051283758e-16
1154 4.808333333333332e-09 4.385019901567947e-16 1.124364077325115e-02 2.810910193312787e-02 5.242931334433534e-02 1.124364077325115e-16
1155 4.812499999999998e-09 4.385020001990139e-16 1.124364103074395e-02 2.810910257685987e-02 5.242931480363470e-02 1.124364103074394e-16
1156 4.816666666666665e-09 4.385020101285769e-16 1.124364128534813e-02 2.810910321337032e-02 5.242931624654715e-02 1.124364128534813e-16
1157 4.820833333333332e-09 4.385020199467448e-16 1.124364153709602e-02 2.810910384274005e-02 5.242931767328734e-02 1.124364153709602e-16
1158 4.824999999999999e-09 4.385020296547708e-16 1.124364178601977e-02 2.810910446504941e-02 5.242931908402184e-02 1.124364178601976e-16
1159 4.829166666666665e-09 4.385020392539398e-16 1.124364203215230e-02 2.810910508038076e-02 5.242932047890976e-02 1.124364203215230e-16
1160 4.833333333333332e-09 4.385020487454226e-16 1.124364227552366e-02 2.810910568880914e-02 5.242932185816943e-02 1.124364227552366e-16
1161 4.837499999999999e-09 4.385020581304325e-16 1.124364251616494e-02 2.810910629041235e-02 5.242932322196739e-02 1.124364251616494e-16
1162 4.841666666666665e-09 4.385020674101594e-16 1.124364275410665e-02 2.810910688526663e-02 5.242932457045168e-02 1.124364275410665e-16
1163 4.845833333333331e-09 4.385020765858028e-16 1.124364298937956e-02 2.810910747344890e-02 5.242932590382583e-02 1.124364298937956e-16
1164 4.849999999999998e-09 4.385020856585087e-16 1.124364322201304e-02 2.810910805503261e-02 5.242932722223788e-02 1.124364322201304e-16
1165 4.854166666666665e-09 4.385020946294564e-16 1.124364345203735e-02 2.810910863009337e-02 5.242932852584693e-02 1.124364345203735e-16
1166 4.858333333333331e-09 4.385021034998040e-16 1.124364367948215e-02 2.810910919870539e-02 5.242932981486028e-02 1.124364367948215e-16
1167 4.862499999999998e-09 4.385021122706348e-16 1.124364390437525e-02 2.810910976093814e-02 5.242933108939632e-02 1.124364390437525e-16
1168 4.866666666666665e-09 4.385021209430628e-16 1.124364412674520e-02 2.810911031686301e-02 5.242933234965488e-02 1.124364412674520e-16
1169 4.870833333333331e-09 4.385021295182266e-16 1.124364434662119e-02 2.810911086655299e-02 5.242933359575810e-02 1.124364434662119e-16
1170 4.874999999999998e-09 4.385021379971920e-16 1.124364456403057e-02 2.810911141007642e-02 5.242933482789842e-02 1.124364456403057e-16
1171 4.879166666666665e-09 4.385021463810744e-16 1.124364477900191e-02 2.810911194750477e-02 5.242933604619056e-02 1.124364477900191e-16
1172 4.883333333333332e-09 4.385021546708767e-16 1.124364499156094e-02 2.810911247890236e-02 5.242933725083804e-02 1.124364499156094e-16
1173 4.887499999999998e-09 4.385021628676944e-16 1.124364520173575e-02 2.810911300433939e-02 5.242933844195562e-02 1.124364520173575e-16
1174 4.891666666666665e-09 4.385021709725731e-16 1.124364540955316e-02 2.810911352388289e-02 5.242933961973200e-02 1.124364540955316e-16
1175 4.895833333333332e-09 4.385021789865538e-16 1.124364561503984e-02 2.810911403759961e-02 5.242934078430786e-02 1.124364561503984e-16
1176 4.899999999999998e-09 4.385021869106569e-16 1.124364581822197e-02 2.810911454555493e-02 5.242934193579787e-02 1.124364581822197e-16
1177 4.904166666666665e-09 4.385021947458527e-16 1.124364601912443e-02 2.810911504781107e-02 5.242934307438338e-02 1.124364601912443e-16
1178 4.908333333333332e-09 4.385022024931436e-16 1.124364621777291e-02 2.810911554443229e-02 5.242934420018285e-02 1.124364621777291e-16
1179 4.912499999999998e-09 4.385022101535674e-16 1.124364641419404e-02 2.810911603548509e-02 5.242934531337017e-02 1.124364641419404e-16
1180 4.916666666666665e-09 4.385022177280529e-16 1.124364660841161e-02 2.810911652102904e-02 5.242934641405637e-02 1.124364660841161e-16
1181 4.920833333333332e-09 4.385022252175417e-16 1.124364680044979e-02 2.810911700112447e-02 5.242934750240430e-02 1.124364680044979e-16
1182 4.924999999999999e-09 4.385022326230395e-16 1.124364699033435e-02 2.810911747583587e-02 5.242934857853609e-02 1.124364699033435e-16
1183 4.929166666666665e-09 4.385022399454599e-16 1.124364717808872e-02 2.810911794522179e-02 5.242934964259233e-02 1.124364717808872e-16
1184 4.933333333333331e-09 4.385022471857620e-16 1.124364736373749e-02 2.810911840934372e-02 5.242935069471368e-02 1.124364736373749e-16
1185 4.937499999999998e-09 4.385022543448584e-16 1.124364754730406e-02 2.810911886826016e-02 5.242935173505558e-02 1.124364754730406e-16
1186 4.941666666666665e-09 4.385022614236310e-16 1.124364772881105e-02 2.810911932202763e-02 5.242935276369942e-02 1.124364772881105e-16
1187 4.945833333333331e-09 4.385022684230213e-16 1.124364790828260e-02 2.810911977070649e-02 5.242935378083023e-02 1.124364790828260e-16
1188 4.949999999999998e-09 4.385022753438615e-16 1.124364808574004e-02 2.810912021435010e-02 5.242935478652577e-02 1.124364808574004e-16
1189 4.954166666666665e-09 4.385022821870982e-16 1.124364826120765e-02 2.810912065301912e-02 5.242935578095993e-02 1.124364826120765e-16
1190 4.958333333333331e-09 4.385022889535596e-16 1.124364843470666e-02 2.810912108676665e-02 5.242935676422894e-02 1.124364843470666e-16
1191 4.962499999999998e-09 4.385022956440919e-16 1.124364860625877e-02 2.810912151564692e-02 5.242935773648456e-02 1.124364860625877e-16
1192 4.966666666666665e-09 4.385023022595725e-16 1.124364877588648e-02 2.810912193971619e-02 5.242935869781187e-02 1.124364877588648e-16
1193 4.970833333333332e-09 4.385023088008620e-16 1.124364894361185e-02 2.810912235902962e-02 5.242935964838112e-02 1.124364894361185e-16
1194 4.974999999999998e-09 4.385023152687853e-16 1.124364910945603e-02 2.810912277364009e-02 5.242936058827002e-02 1.124364910945603e-16
1195 4.979166666666665e-09 4.385023216641713e-16 1.124364927344029e-02 2.810912318360073e-02 5.242936151762292e-02 1.124364927344029e-16
1196 4.983333333333332e-09 4.385023279878161e-16 1.124364943558503e-02 2.810912358896257e-02 5.242936243655451e-02 1.124364943558503e-16
1197 4.987499999999998e-09 4.385023342405420e-16 1.124364959591133e-02 2.810912398977834e-02 5.242936334517955e-02 1.124364959591133e-16
1198 4.991666666666665e-09 4.385023404231156e-16 1.124364975443886e-02 2.810912438609715e-02 5.242936424360532e-02 1.124364975443886e-16
1199 4.995833333333332e-09 4.385023465363450e-16 1.124364991118833e-02 2.810912477797084e-02 5.242936513195028e-02 1.124364991118834e-16
1200 4.999999999999998e-09 4.385023525809964e-16 1.124365006617939e-02 2.810912516544849e-02 5.242936601033284e-02 1.124365006617939e-16
1201 5.004166666666665e-09 4.385023585578456e-16 1.124365021943194e-02 2.810912554857985e-02 5.242936687886399e-02 1.124365021943194e-16
1202 5.008333333333332e-09 4.385023644676563e-16 1.124365037096555e-02 2.810912592741387e-02 5.242936773765481e-02 1.124365037096555e-16
1203 5.012499999999999e-09 4.385023703111761e-16 1.124365052079939e-02 2.810912630199847e-02 5.242936858679780e-02 1.124365052079939e-16
1204 5.016666666666665e-09 4.385023760891431e-16 1.124365066895239e-02 2.810912667238097e-02 5.242936942642616e-02 1.124365066895239e-16
1205 5.020833333333332e-09 4.385023818022591e-16 1.124365081544254e-02 2.810912703860636e-02 5.242937025663614e-02 1.124365081544254e-16
1206 5.024999999999998e-09 4.385023874513056e-16 1.124365096028989e-02 2.810912740072472e-02 5.242937107753875e-02 1.124365096028989e-16
1207 5.029166666666665e-09 4.385023930369894e-16 1.124365110351255e-02 2.810912775878138e-02 5.242937188923390e-02 1.124365110351255e-16
1208 5.033333333333331e-09 4.385023985600270e-16 1.124365124512890e-02 2.810912811282225e-02 5.242937269182893e-02 1.124365124512890e-16
1209 5.037499999999998e-09 4.385024040211276e-16 1.124365138515712e-02 2.810912846289280e-02 5.242937348540155e-02 1.124365138515712e-16
1210 5.041666666666665e-09 4.385024094209393e-16 1.124365152361383e-02 2.810912880903457e-02 5.242937427008497e-02 1.124365152361383e-16
1211 5.045833333333331e-09 4.385024147602007e-16 1.124365166051797e-02 2.810912915129492e-02 5.242937504596063e-02 1.124365166051797e-16
1212 5.049999999999998e-09 4.385024200395727e-16 1.124365179588648e-02 2.810912948971620e-02 5.242937581313215e-02 1.124365179588648e-16
1213 5.054166666666665e-09 4.385024252597231e-16 1.124365192973649e-02 2.810912982434123e-02 5.242937657169573e-02 1.124365192973649e-16
1214 5.058333333333331e-09 4.385024304213201e-16 1.124365206208513e-02 2.810913015521283e-02 5.242937732176240e-02 1.124365206208513e-16
1215 5.062499999999998e-09 4.385024355250165e-16 1.124365219294914e-02 2.810913048237286e-02 5.242937806341359e-02 1.124365219294914e-16
1216 5.066666666666665e-09 4.385024405714944e-16 1.124365232234601e-02 2.810913080586503e-02 5.242937879673071e-02 1.124365232234601e-16
1217 5.070833333333332e-09 4.385024455613669e-16 1.124365245029146e-02 2.810913112572865e-02 5.242937952183585e-02 1.124365245029146e-16
1218 5.074999999999998e-09 4.385024504952246e-16 1.124365257680063e-02 2.810913144200158e-02 5.242938023880679e-02 1.124365257680063e-16
1219 5.079166666666665e-09 4.385024553737630e-16 1.124365270189136e-02 2.810913175472840e-02 5.242938094775079e-02 1.124365270189136e-16
1220 5.083333333333332e-09 4.385024601975806e-16 1.124365282557899e-02 2.810913206394748e-02 5.242938164872341e-02 1.124365282557899e-16
1221 5.087499999999998e-09 4.385024649672709e-16 1.124365294787874e-02 2.810913236969685e-02 5.242938234184306e-02 1.124365294787874e-16
1222 5.091666666666665e-09 4.385024696834622e-16 1.124365306880673e-02 2.810913267201682e-02 5.242938302719111e-02 1.124365306880673e-16
1223 5.095833333333332e-09 4.385024743467552e-16 1.124365318837834e-02 2.810913297094585e-02 5.242938370485645e-02 1.124365318837834e-16
1224 5.099999999999999e-09 4.385024789577459e-16 1.124365330660887e-02 2.810913326652218e-02 5.242938437490195e-02 1.124365330660887e-16
1225 5.104166666666665e-09 4.385024835169858e-16 1.124365342351246e-02 2.810913355878114e-02 5.242938503743124e-02 1.124365342351246e-16
1226 5.108333333333332e-09 4.385024880251111e-16 1.124365353910541e-02 2.810913384776353e-02 5.242938569252945e-02 1.124365353910541e-16
1227 5.112499999999998e-09 4.385024924826627e-16 1.124365365340161e-02 2.810913413350402e-02 5.242938634027427e-02 1.124365365340161e-16
1228 5.116666666666665e-09 4.385024968902120e-16 1.124365376641569e-02 2.810913441603924e-02 5.242938698076563e-02 1.124365376641569e-16
1229 5.120833333333331e-09 4.385025012483174e-16 1.124365387816199e-02 2.810913469540496e-02 5.242938761404056e-02 1.124365387816199e-16
1230 5.124999999999998e-09 4.385025055575333e-16 1.124365398865470e-02 2.810913497163675e-02 5.242938824024334e-02 1.124365398865470e-16
1231 5.129166666666665e-09 4.385025098184042e-16 1.124365409790780e-02 2.810913524476951e-02 5.242938885942583e-02 1.124365409790780e-16
1232 5.133333333333331e-09 4.385025140314978e-16 1.124365420593584e-02 2.810913551483961e-02 5.242938947165830e-02 1.124365420593584e-16
1233 5.137499999999998e-09 4.385025181973107e-16 1.124365431275156e-02 2.810913578187890e-02 5.242939007702591e-02 1.124365431275156e-16
1234 5.141666666666665e-09 4.385025223164131e-16 1.124365441836957e-02 2.810913604592392e-02 5.242939067558785e-02 1.124365441836956e-16
1235 5.145833333333331e-09 4.385025263893450e-16 1.124365452280372e-02 2.810913630700930e-02 5.242939126744404e-02 1.124365452280372e-16
1236 5.149999999999998e-09 4.385025304165598e-16 1.124365462606564e-02 2.810913656516409e-02 5.242939185266480e-02 1.124365462606564e-16
1237 5.154166666666665e-09 4.385025343986308e-16 1.124365472817002e-02 2.810913682042505e-02 5.242939243131305e-02 1.124365472817002e-16
1238 5.158333333333332e-09 4.385025383360020e-16 1.124365482912826e-02 2.810913707282064e-02 5.242939300347760e-02 1.124365482912825e-16
1239 5.162499999999998e-09 4.385025422291971e-16 1.124365492895377e-02 2.810913732238443e-02 5.242939356921763e-02 1.124365492895377e-16
1240 5.166666666666665e-09 4.385025460787257e-16 1.124365502765963e-02 2.810913756914909e-02 5.242939412860721e-02 1.124365502765963e-16
1241 5.170833333333332e-09 4.385025498850947e-16 1.124365512525884e-02 2.810913781314710e-02 5.242939468172771e-02 1.124365512525884e-16
1242 5.174999999999998e-09 4.385025536487384e-16 1.124365522176252e-02 2.810913805440631e-02 5.242939522864948e-02 1.124365522176253e-16
1243 5.179166666666665e-09 4.385025573701770e-16 1.124365531718403e-02 2.810913829296006e-02 5.242939576945021e-02 1.124365531718403e-16
1244 5.183333333333332e-09 4.385025610498701e-16 1.124365541153513e-02 2.810913852883783e-02 5.242939630414103e-02 1.124365541153513e-16
1245 5.187499999999998e-09 4.385025646883146e-16 1.124365550482858e-02 2.810913876207145e-02 5.242939683286254e-02 1.124365550482858e-16
1246 5.191666666666665e-09 4.385025682859002e-16 1.124365559707436e-02 2.810913899268591e-02 5.242939735565916e-02 1.124365559707436e-16
1247 5.195833333333332e-09 4.385025718431575e-16 1.124365568828609e-02 2.810913922071523e-02 5.242939787257160e-02 1.124365568828609e-16
1248 5.199999999999999e-09 4.385025753605056e-16 1.124365577847450e-02 2.810913944618626e-02 5.242939838369978e-02 1.124365577847451e-16
1249 5.204166666666664e-09 4.385025788383707e-16 1.124365586765053e-02 2.810913966912633e-02 5.242939888908810e-02 1.124365586765053e-16
1250 5.208333333333331e-09 4.385025822772415e-16 1.124365595582671e-02 2.810913988956677e-02 5.242939938881798e-02 1.124365595582671e-16
1251 5.212499999999998e-09 4.385025856775536e-16 1.124365604301420e-02 2.810914010753549e-02 5.242939988293754e-02 1.124365604301420e-16
1252 5.216666666666665e-09 4.385025890396989e-16 1.124365612922305e-02 2.810914032305763e-02 5.242940037151710e-02 1.124365612922305e-16
1253 5.220833333333331e-09 4.385025923641460e-16 1.124365621446528e-02 2.810914053616321e-02 5.242940085460844e-02 1.124365621446528e-16
1254 5.224999999999998e-09 4.385025956512991e-16 1.124365629875126e-02 2.810914074687815e-02 5.242940133229300e-02 1.124365629875126e-16
1255 5.229166666666665e-09 4.385025989016080e-16 1.124365638209251e-02 2.810914095523129e-02 5.242940180461518e-02 1.124365638209251e-16
1256 5.233333333333331e-09 4.385026021154286e-16 1.124365646449817e-02 2.810914116124543e-02 5.242940227161570e-02 1.124365646449817e-16
1257 5.237499999999998e-09 4.385026052932227e-16 1.124365654598007e-02 2.810914136495017e-02 5.242940273340555e-02 1.124365654598007e-16
1258 5.241666666666665e-09 4.385026084353422e-16 1.124365662654724e-02 2.810914156636809e-02 5.242940319002549e-02 1.124365662654724e-16
1259 5.245833333333332e-09 4.385026115422424e-16 1.124365670621135e-02 2.810914176552837e-02 5.242940364149397e-02 1.124365670621135e-16
1260 5.249999999999998e-09 4.385026146142705e-16 1.124365678498129e-02 2.810914196245324e-02 5.242940408789617e-02 1.124365678498130e-16
1261 5.254166666666665e-09 4.385026176518529e-16 1.124365686286802e-02 2.810914215717006e-02 5.242940452932082e-02 1.124365686286802e-16
1262 5.258333333333332e-09 4.385026206553329e-16 1.124365693988033e-02 2.810914234970083e-02 5.242940496577170e-02 1.124365693988033e-16
1263 5.262499999999998e-09 4.385026236251388e-16 1.124365701602920e-02 2.810914254007300e-02 5.242940539732650e-02 1.124365701602920e-16
1264 5.266666666666665e-09 4.385026265616458e-16 1.124365709132425e-02 2.810914272831063e-02 5.242940582404442e-02 1.124365709132425e-16
1265 5.270833333333332e-09 4.385026294651919e-16 1.124365716577415e-02 2.810914291443539e-02 5.242940624597358e-02 1.124365716577416e-16
1266 5.274999999999998e-09 4.385026323361806e-16 1.124365723938925e-02 2.810914309847312e-02 5.242940666318429e-02 1.124365723938925e-16
1267 5.279166666666665e-09 4.385026351749757e-16 1.124365731217886e-02 2.810914328044716e-02 5.242940707572095e-02 1.124365731217887e-16
1268 5.283333333333332e-09 4.385026379819275e-16 1.124365738415199e-02 2.810914346037997e-02 5.242940748360949e-02 1.124365738415199e-16
1269 5.287499999999999e-09 4.385026407574028e-16 1.124365745531802e-02 2.810914363829506e-02 5.242940788693872e-02 1.124365745531802e-16
1270 5.291666666666664e-09 4.385026435017177e-16 1.124365752568507e-02 2.810914381421268e-02 5.242940828572343e-02 1.124365752568507e-16
1271 5.295833333333331e-09 4.385026462152380e-16 1.124365759526252e-02 2.810914398815629e-02 5.242940868004134e-02 1.124365759526252e-16
1272 5.299999999999998e-09 4.385026488983253e-16 1.124365766405962e-02 2.810914416014906e-02 5.242940906992946e-02 1.124365766405962e-16
1273 5.304166666666665e-09 4.385026515513396e-16 1.124365773208563e-02 2.810914433021408e-02 5.242940945545441e-02 1.124365773208563e-16
1274 5.308333333333331e-09 4.385026541746003e-16 1.124365779934873e-02 2.810914449837182e-02 5.242940983667168e-02 1.124365779934873e-16
1275 5.312499999999998e-09 4.385026567684471e-16 1.124365786585762e-02 2.810914466464405e-02 5.242941021358500e-02 1.124365786585762e-16
1276 5.316666666666665e-09 4.385026593331693e-16 1.124365793161973e-02 2.810914482904932e-02 5.242941058629797e-02 1.124365793161973e-16
1277 5.320833333333331e-09 4.385026618691496e-16 1.124365799664486e-02 2.810914499161216e-02 5.242941095480320e-02 1.124365799664486e-16
1278 5.324999999999998e-09 4.385026643766560e-16 1.124365806093990e-02 2.810914515234975e-02 5.242941131919320e-02 1.124365806093990e-16
1279 5.329166666666665e-09 4.385026668560322e-16 1.124365812451365e-02 2.810914531128412e-02 5.242941167946057e-02 1.124365812451365e-16
1280 5.333333333333331e-09 4.385026693075626e-16 1.124365818737340e-02 2.810914546843351e-02 5.242941203572744e-02 1.124365818737340e-16
1281 5.337499999999998e-09 4.385026717316352e-16 1.124365824952911e-02 2.810914562382277e-02 5.242941238796791e-02 1.124365824952911e-16
1282 5.341666666666665e-09 4.385026741285338e-16 1.124365831098805e-02 2.810914577747012e-02 5.242941273626706e-02 1.124365831098805e-16
1283 5.345833333333332e-09 4.385026764985340e-16 1.124365837175728e-02 2.810914592939321e-02 5.242941308066564e-02 1.124365837175728e-16
1284 5.349999999999998e-09 4.385026788419670e-16 1.124365843184531e-02 2.810914607961327e-02 5.242941342121546e-02 1.124365843184531e-16
1285 5.354166666666665e-09 4.385026811590837e-16 1.124365849125856e-02 2.810914622814639e-02 5.242941375791649e-02 1.124365849125856e-16
1286 5.358333333333332e-09 4.385026834502132e-16 1.124365855000547e-02 2.810914637501367e-02 5.242941409086868e-02 1.124365855000547e-16
1287 5.362499999999998e-09 4.385026857156251e-16 1.124365860809295e-02 2.810914652023238e-02 5.242941442004981e-02 1.124365860809295e-16
1288 5.366666666666665e-09 4.385026879556279e-16 1.124365866552892e-02 2.810914666382231e-02 5.242941474555980e-02 1.124365866552892e-16
1289 5.370833333333332e-09 4.385026901705152e-16 1.124365872232090e-02 2.810914680580226e-02 5.242941506741346e-02 1.124365872232091e-16
1290 5.374999999999998e-09 4.385026923606122e-16 1.124365877847724e-02 2.810914694619309e-02 5.242941538568850e-02 1.124365877847724e-16
1291 5.379166666666664e-09 4.385026945261163e-16 1.124365883400298e-02 2.810914708500746e-02 5.242941570036640e-02 1.124365883400298e-16
1292 5.383333333333331e-09 4.385026966673169e-16 1.124365888890556e-02 2.810914722226391e-02 5.242941601153231e-02 1.124365888890556e-16
1293 5.387499999999998e-09 4.385026987844857e-16 1.124365894319194e-02 2.810914735797986e-02 5.242941631918621e-02 1.124365894319194e-16
1294 5.391666666666664e-09 4.385027008779103e-16 1.124365899686950e-02 2.810914749217374e-02 5.242941662340212e-02 1.124365899686949e-16
1295 5.395833333333331e-09 4.385027029478765e-16 1.124365904994555e-02 2.810914762486388e-02 5.242941692418744e-02 1.124365904994555e-16
1296 5.399999999999998e-09 4.385027049945965e-16 1.124365910242555e-02 2.810914775606388e-02 5.242941722162360e-02 1.124365910242555e-16
1297 5.404166666666665e-09 4.385027070183375e-16 1.124365915431635e-02 2.810914788579087e-02 5.242941751569577e-02 1.124365915431635e-16
1298 5.408333333333331e-09 4.385027090194096e-16 1.124365920562589e-02 2.810914801406472e-02 5.242941780648538e-02 1.124365920562589e-16
1299 5.412499999999998e-09 4.385027109980031e-16 1.124365925635906e-02 2.810914814089764e-02 5.242941809401834e-02 1.124365925635906e-16
1300 5.416666666666665e-09 4.385027129544162e-16 1.124365930652349e-02 2.810914826630873e-02 5.242941837831314e-02 1.124365930652349e-16
1301 5.420833333333331e-09 4.385027148889098e-16 1.124365935612589e-02 2.810914839031474e-02 5.242941865942533e-02 1.124365935612589e-16
1302 5.424999999999998e-09 4.385027168016713e-16 1.124365940517106e-02 2.810914851292765e-02 5.242941893738446e-02 1.124365940517106e-16
1303 5.429166666666665e-09 4.385027186930096e-16 1.124365945366691e-02 2.810914863416729e-02 5.242941921222017e-02 1.124365945366691e-16
1304 5.433333333333332e-09 4.385027205631242e-16 1.124365950161857e-02 2.810914875404643e-02 5.242941948398056e-02 1.124365950161857e-16
1305 5.437499999999998e-09 4.385027224122423e-16 1.124365954903185e-02 2.810914887257964e-02 5.242941975267674e-02 1.124365954903185e-16
1306 5.441666666666665e-09 4.385027242406105e-16 1.124365959591309e-02 2.810914898978273e-02 5.242942001837161e-02 1.124365959591309e-16
1307 5.445833333333332e-09 4.385027260484505e-16 1.124365964226796e-02 2.810914910566991e-02 5.242942028107258e-02 1.124365964226796e-16
1308 5.449999999999998e-09 4.385027278360404e-16 1.124365968810360e-02 2.810914922025900e-02 5.242942054085738e-02 1.124365968810360e-16
1309 5.454166666666665e-09 4.385027296036026e-16 1.124365973342571e-02 2.810914933356428e-02 5.242942079771487e-02 1.124365973342571e-16
1310 5.458333333333332e-09 4.385027313513261e-16 1.124365977823913e-02 2.810914944559783e-02 5.242942105168578e-02 1.124365977823913e-16
1311 5.462499999999998e-09 4.385027330794259e-16 1.124365982254938e-02 2.810914955637346e-02 5.242942130280343e-02 1.124365982254938e-16
1312 5.466666666666664e-09 4.385027347881331e-16 1.124365986636239e-02 2.810914966590597e-02 5.242942155110852e-02 1.124365986636239e-16
1313 5.470833333333331e-09 4.385027364777037e-16 1.124365990968471e-02 2.810914977421178e-02 5.242942179662323e-02 1.124365990968471e-16
1314 5.474999999999998e-09 4.385027381483311e-16 1.124365995252131e-02 2.810914988130328e-02 5.242942203939570e-02 1.124365995252131e-16
1315 5.479166666666664e-09 4.385027398001830e-16 1.124365999487649e-02 2.810914998719122e-02 5.242942227942592e-02 1.124365999487649e-16
1316 5.483333333333331e-09 4.385027414335282e-16 1.124366003675713e-02 2.810915009189284e-02 5.242942251677680e-02 1.124366003675713e-16
1317 5.487499999999998e-09 4.385027430485706e-16 1.124366007816848e-02 2.810915019542120e-02 5.242942275148534e-02 1.124366007816848e-16
1318 5.491666666666665e-09 4.385027446455031e-16 1.124366011911546e-02 2.810915029778866e-02 5.242942298352566e-02 1.124366011911547e-16
1319 5.495833333333331e-09 4.385027462245228e-16 1.124366015960315e-02 2.810915039900787e-02 5.242942321299025e-02 1.124366015960315e-16
1320 5.499999999999998e-09 4.385027477857599e-16 1.124366019963487e-02 2.810915049908717e-02 5.242942343986803e-02 1.124366019963487e-16
1321 5.504166666666665e-09 4.385027493295429e-16 1.124366023921905e-02 2.810915059804763e-02 5.242942366419229e-02 1.124366023921905e-16
1322 5.508333333333331e-09 4.385027508559840e-16 1.124366027835856e-02 2.810915069589641e-02 5.242942388602225e-02 1.124366027835856e-16
1323 5.512499999999998e-09 4.385027523652879e-16 1.124366031705866e-02 2.810915079264666e-02 5.242942410534681e-02 1.124366031705866e-16
