# iT  physTime_s  Qy_m3_per_s  qy_cell_m_per_s  u_y_fluid_average_m_per_s  u_y_fluid_max_m_per_s  B_yy_m2
37 1.541666666666666e-10 1.684446273511534e-16 4.319093009003933e-03 1.079773252250983e-02 1.560075917511380e-02 4.319093009003934e-17
38 1.583333333333333e-10 1.715938893955163e-16 4.399843317833752e-03 1.099960829458438e-02 1.597220230133004e-02 4.399843317833752e-17
39 1.625000000000000e-10 1.747024852551383e-16 4.479550903977905e-03 1.119887725994476e-02 1.634099481795890e-02 4.479550903977905e-17
40 1.666666666666666e-10 1.777711542645420e-16 4.558234724731847e-03 1.139558681182962e-02 1.670710731424137e-02 4.558234724731847e-17
41 1.708333333333333e-10 1.808006094228263e-16 4.635913062123753e-03 1.158978265530938e-02 1.707051332392605e-02 4.635913062123753e-17
42 1.749999999999999e-10 1.837915390401510e-16 4.712603565132078e-03 1.178150891283019e-02 1.743118915363234e-02 4.712603565132078e-17
43 1.791666666666666e-10 1.867446082483943e-16 4.788323288420367e-03 1.197080822105092e-02 1.778911372130562e-02 4.788323288420368e-17
44 1.833333333333333e-10 1.896604603893504e-16 4.863088727932063e-03 1.215772181983016e-02 1.814426840503816e-02 4.863088727932063e-17
45 1.874999999999999e-10 1.925397182928116e-16 4.936915853661837e-03 1.234228963415459e-02 1.849663690073117e-02 4.936915853661837e-17
46 1.916666666666666e-10 1.953829854546793e-16 5.009820139863573e-03 1.252455034965893e-02 1.884620508893086e-02 5.009820139863573e-17
47 1.958333333333333e-10 1.981908471245523e-16 5.081816592937240e-03 1.270454148234310e-02 1.919296090969164e-02 5.081816592937240e-17
48 1.999999999999999e-10 2.009638713106247e-16 5.152919777195505e-03 1.288229944298876e-02 1.953689424523648e-02 5.152919777195505e-17
49 2.041666666666666e-10 2.037026097101464e-16 5.223143838721703e-03 1.305785959680426e-02 1.987799680966753e-02 5.223143838721703e-17
50 2.083333333333333e-10 2.064075985711900e-16 5.292502527466410e-03 1.323125631866603e-02 2.021626204528223e-02 5.292502527466410e-17
51 2.124999999999999e-10 2.090793594919140e-16 5.361009217741384e-03 1.340252304435346e-02 2.055168502542891e-02 5.361009217741384e-17
52 2.166666666666666e-10 2.117184001631612e-16 5.428676927260544e-03 1.357169231815136e-02 2.088426236255438e-02 5.428676927260544e-17
53 2.208333333333332e-10 2.143252150582033e-16 5.495518334825727e-03 1.373879583706432e-02 2.121399212205059e-02 5.495518334825726e-17
54 2.249999999999999e-10 2.169002860748795e-16 5.561545796791783e-03 1.390386449197946e-02 2.154087374076433e-02 5.561545796791783e-17
55 2.291666666666666e-10 2.194440831335460e-16 5.626771362398615e-03 1.406692840599654e-02 2.186490795033997e-02 5.626771362398614e-17
56 2.333333333333333e-10 2.219570647345344e-16 5.691206788064985e-03 1.422801697016246e-02 2.218609670468862e-02 5.691206788064985e-17
57 2.374999999999999e-10 2.244396784783484e-16 5.754863550726882e-03 1.438715887681721e-02 2.250444311147994e-02 5.754863550726883e-17
58 2.416666666666666e-10 2.268923615515476e-16 5.817752860296094e-03 1.454438215074024e-02 2.281995136745691e-02 5.817752860296094e-17
59 2.458333333333333e-10 2.293155411810225e-16 5.879885671308268e-03 1.469971417827067e-02 2.313262669707741e-02 5.879885671308269e-17
60 2.499999999999999e-10 2.317096350591000e-16 5.941272693823076e-03 1.485318173455769e-02 2.344247529456067e-02 5.941272693823077e-17
61 2.541666666666666e-10 2.340750517413970e-16 6.001924403625564e-03 1.500481100906391e-02 2.374950426885714e-02 6.001924403625565e-17
62 2.583333333333333e-10 2.364121910201459e-16 6.061851051798612e-03 1.515462762949653e-02 2.405372159154208e-02 6.061851051798612e-17
63 2.624999999999999e-10 2.387214442742446e-16 6.121062673698580e-03 1.530265668424645e-02 2.435513604734769e-02 6.121062673698580e-17
64 2.666666666666666e-10 2.410031947979904e-16 6.179569097384368e-03 1.544892274346092e-02 2.465375718721549e-02 6.179569097384368e-17
65 2.708333333333332e-10 2.432578181101556e-16 6.237379951542451e-03 1.559344987885613e-02 2.494959528378747e-02 6.237379951542451e-17
66 2.749999999999999e-10 2.454856822444021e-16 6.294504672933387e-03 1.573626168233347e-02 2.524266128894377e-02 6.294504672933387e-17
67 2.791666666666666e-10 2.476871480232050e-16 6.350952513415512e-03 1.587738128353878e-02 2.553296679360152e-02 6.350952513415512e-17
68 2.833333333333332e-10 2.498625693155128e-16 6.406732546551610e-03 1.601683136637903e-02 2.582052398953792e-02 6.406732546551611e-17
69 2.874999999999999e-10 2.520122932800005e-16 6.461853673846166e-03 1.615463418461542e-02 2.610534563281215e-02 6.461853673846167e-17
70 2.916666666666666e-10 2.541366605947802e-16 6.516324630635389e-03 1.629081157658847e-02 2.638744500927442e-02 6.516324630635390e-17
71 2.958333333333332e-10 2.562360056740706e-16 6.570153991642836e-03 1.642538497910709e-02 2.666683590159970e-02 6.570153991642837e-17
72 2.999999999999999e-10 2.583106568734983e-16 6.623350176243546e-03 1.655837544060887e-02 2.694353255780560e-02 6.623350176243546e-17
73 3.041666666666665e-10 2.603609366842162e-16 6.675921453441443e-03 1.668980363360361e-02 2.721754966156861e-02 6.675921453441442e-17
74 3.083333333333332e-10 2.623871619166155e-16 6.727875946579885e-03 1.681968986644971e-02 2.748890230362849e-02 6.727875946579885e-17
75 3.124999999999999e-10 2.643896438748800e-16 6.779221637817437e-03 1.694805409454360e-02 2.775760595477656e-02 6.779221637817437e-17
76 3.166666666666666e-10 2.663686885222851e-16 6.829966372366284e-03 1.707491593091571e-02 2.802367644008001e-02 6.829966372366284e-17
77 3.208333333333332e-10 2.683245966384124e-16 6.880117862523395e-03 1.720029465630849e-02 2.828712991419422e-02 6.880117862523395e-17
78 3.249999999999999e-10 2.702576639684459e-16 6.929683691498614e-03 1.732420922874654e-02 2.854798283811842e-02 6.929683691498614e-17
79 3.291666666666666e-10 2.721681813652429e-16 6.978671317057510e-03 1.744667829264378e-02 2.880625195672848e-02 6.978671317057510e-17
80 3.333333333333332e-10 2.740564349247594e-16 7.027088074993831e-03 1.756772018748458e-02 2.906195427754939e-02 7.027088074993831e-17
81 3.374999999999999e-10 2.759227061148904e-16 7.074941182433087e-03 1.768735295608272e-02 2.931510705061591e-02 7.074941182433087e-17
82 3.416666666666665e-10 2.777672718984411e-16 7.122237740985670e-03 1.780559435246418e-02 2.956572774897328e-02 7.122237740985671e-17
83 3.458333333333332e-10 2.795904048505807e-16 7.168984739758479e-03 1.792246184939620e-02 2.981383405049176e-02 7.168984739758479e-17
84 3.499999999999999e-10 2.813923732710001e-16 7.215189058230774e-03 1.803797264557693e-02 3.005944382016602e-02 7.215189058230774e-17
85 3.541666666666665e-10 2.831734412911314e-16 7.260857469003368e-03 1.815214367250842e-02 3.030257509350248e-02 7.260857469003368e-17
86 3.583333333333332e-10 2.849338689768274e-16 7.305996640431471e-03 1.826499160107868e-02 3.054324606053582e-02 7.305996640431472e-17
87 3.624999999999999e-10 2.866739124266477e-16 7.350613139144813e-03 1.837653284786204e-02 3.078147505076320e-02 7.350613139144813e-17
88 3.666666666666665e-10 2.883938238659826e-16 7.394713432461092e-03 1.848678358115273e-02 3.101728051858560e-02 7.394713432461091e-17
89 3.708333333333332e-10 2.900938517376246e-16 7.438303890708325e-03 1.859575972677081e-02 3.125068102963724e-02 7.438303890708325e-17
90 3.749999999999998e-10 2.917742407883408e-16 7.481390789444637e-03 1.870347697361159e-02 3.148169524759242e-02 7.481390789444638e-17
91 3.791666666666665e-10 2.934352321522834e-16 7.523980311597012e-03 1.880995077899253e-02 3.171034192175325e-02 7.523980311597011e-17
92 3.833333333333332e-10 2.950770634311499e-16 7.566078549516664e-03 1.891519637379166e-02 3.193663987504444e-02 7.566078549516665e-17
93 3.874999999999999e-10 2.966999687712347e-16 7.607691506954736e-03 1.901922876738684e-02 3.216060799281852e-02 7.607691506954737e-17
94 3.916666666666666e-10 2.983041789377508e-16 7.648825100967971e-03 1.912206275241993e-02 3.238226521196459e-02 7.648825100967971e-17
95 3.958333333333332e-10 2.998899213862294e-16 7.689485163749472e-03 1.922371290937368e-02 3.260163051070535e-02 7.689485163749472e-17
96 3.999999999999999e-10 3.014574203315628e-16 7.729677444399046e-03 1.932419361099762e-02 3.281872289884193e-02 7.729677444399047e-17
97 4.041666666666665e-10 3.030068968145223e-16 7.769407610628777e-03 1.942351902657195e-02 3.303356140838365e-02 7.769407610628777e-17
98 4.083333333333332e-10 3.045385687659660e-16 7.808681250409385e-03 1.952170312602346e-02 3.324616508473278e-02 7.808681250409385e-17
99 4.124999999999999e-10 3.060526510689455e-16 7.847503873562705e-03 1.961875968390677e-02 3.345655297839496e-02 7.847503873562705e-17
100 4.166666666666665e-10 3.075493556185992e-16 7.885880913297416e-03 1.971470228324354e-02 3.366474413677827e-02 7.885880913297416e-17
101 4.208333333333332e-10 3.090288913802943e-16 7.923817727699855e-03 1.980954431924964e-02 3.387075759673999e-02 7.923817727699855e-17
102 4.249999999999999e-10 3.104914644458117e-16 7.961319601174658e-03 1.990329900293665e-02 3.407461237731462e-02 7.961319601174658e-17
103 4.291666666666665e-10 3.119372780874372e-16 7.998391745831725e-03 1.999597936457931e-02 3.427632747286009e-02 7.998391745831726e-17
104 4.333333333333332e-10 3.133665328111474e-16 8.035039302849935e-03 2.008759825712484e-02 3.447592184653708e-02 8.035039302849935e-17
105 4.374999999999998e-10 3.147794264072826e-16 8.071267343776478e-03 2.017816835944120e-02 3.467341442416946e-02 8.071267343776478e-17
106 4.416666666666665e-10 3.161761540002883e-16 8.107080871802265e-03 2.026770217950566e-02 3.486882408830459e-02 8.107080871802265e-17
107 4.458333333333332e-10 3.175569080968727e-16 8.142484822996737e-03 2.035621205749184e-02 3.506216967269927e-02 8.142484822996737e-17
108 4.499999999999998e-10 3.189218786326584e-16 8.177484067504064e-03 2.044371016876016e-02 3.525346995708680e-02 8.177484067504064e-17
109 4.541666666666665e-10 3.202712530174879e-16 8.212083410704818e-03 2.053020852676204e-02 3.544274366205156e-02 8.212083410704818e-17
110 4.583333333333332e-10 3.216052161796676e-16 8.246287594350451e-03 2.061571898587613e-02 3.563000944446956e-02 8.246287594350451e-17
111 4.624999999999999e-10 3.229239506087720e-16 8.280101297660821e-03 2.070025324415205e-02 3.581528589286041e-02 8.280101297660821e-17
112 4.666666666666665e-10 3.242276363975143e-16 8.313529138397802e-03 2.078382284599451e-02 3.599859152330540e-02 8.313529138397803e-17
113 4.708333333333332e-10 3.255164512821900e-16 8.346575673902309e-03 2.086643918475577e-02 3.617994477533958e-02 8.346575673902309e-17
114 4.749999999999998e-10 3.267905706823596e-16 8.379245402111785e-03 2.094811350527946e-02 3.635936400824744e-02 8.379245402111785e-17
115 4.791666666666665e-10 3.280501677393339e-16 8.411542762547023e-03 2.102885690636756e-02 3.653686749743608e-02 8.411542762547023e-17
116 4.833333333333331e-10 3.292954133536695e-16 8.443472137273578e-03 2.110868034318394e-02 3.671247343113421e-02 8.443472137273577e-17
117 4.874999999999998e-10 3.305264762219021e-16 8.475037851843644e-03 2.118759462960911e-02 3.688619990720576e-02 8.475037851843644e-17
118 4.916666666666665e-10 3.317435228722132e-16 8.506244176210596e-03 2.126561044052649e-02 3.705806493013014e-02 8.506244176210597e-17
119 4.958333333333331e-10 3.329467176992478e-16 8.537095325621739e-03 2.134273831405435e-02 3.722808640828953e-02 8.537095325621739e-17
120 4.999999999999998e-10 3.341362229980368e-16 8.567595461488123e-03 2.141898865372031e-02 3.739628215125625e-02 8.567595461488122e-17
121 5.041666666666665e-10 3.353121989973109e-16 8.597748692238743e-03 2.149437173059686e-02 3.756266986738363e-02 8.597748692238742e-17
122 5.083333333333331e-10 3.364748038918348e-16 8.627559074149610e-03 2.156889768537402e-02 3.772726716146334e-02 8.627559074149609e-17
123 5.124999999999998e-10 3.376241938741325e-16 8.657030612157245e-03 2.164257653039312e-02 3.789009153261608e-02 8.657030612157244e-17
124 5.166666666666665e-10 3.387605231654182e-16 8.686167260651748e-03 2.171541815162937e-02 3.805116037220423e-02 8.686167260651747e-17
125 5.208333333333331e-10 3.398839440458198e-16 8.714972924251791e-03 2.178743231062948e-02 3.821049096205935e-02 8.714972924251792e-17
126 5.249999999999998e-10 3.409946068840252e-16 8.743451458564750e-03 2.185862864641188e-02 3.836810047264279e-02 8.743451458564750e-17
127 5.291666666666664e-10 3.420926601661606e-16 8.771606670927195e-03 2.192901667731799e-02 3.852400596146548e-02 8.771606670927195e-17
128 5.333333333333331e-10 3.431782505241248e-16 8.799442321131406e-03 2.199860580282852e-02 3.867822437161512e-02 8.799442321131406e-17
129 5.374999999999998e-10 3.442515227632731e-16 8.826962122135207e-03 2.206740530533802e-02 3.883077253032020e-02 8.826962122135207e-17
130 5.416666666666665e-10 3.453126198895842e-16 8.854169740758569e-03 2.213542435189643e-02 3.898166714776578e-02 8.854169740758570e-17
131 5.458333333333332e-10 3.463616831361379e-16 8.881068798362512e-03 2.220267199590628e-02 3.913092481581314e-02 8.881068798362511e-17
132 5.499999999999998e-10 3.473988519892519e-16 8.907662871519281e-03 2.226915717879820e-02 3.927856200702261e-02 8.907662871519281e-17
133 5.541666666666665e-10 3.484242642138633e-16 8.933955492663162e-03 2.233488873165791e-02 3.942459507365073e-02 8.933955492663163e-17
134 5.583333333333332e-10 3.494380558784181e-16 8.959950150728670e-03 2.239987537682168e-02 3.956904024676589e-02 8.959950150728670e-17
135 5.624999999999998e-10 3.504403613795440e-16 8.985650291783180e-03 2.246412572945795e-02 3.971191363552282e-02 8.985650291783181e-17
136 5.666666666666665e-10 3.514313134658041e-16 9.011059319636002e-03 2.252764829909001e-02 3.985323122640775e-02 9.011059319636003e-17
137 5.708333333333332e-10 3.524110432613169e-16 9.036180596444024e-03 2.259045149111006e-02 3.999300888252408e-02 9.036180596444024e-17
138 5.749999999999998e-10 3.533796802889023e-16 9.061017443305187e-03 2.265254360826297e-02 4.013126234328900e-02 9.061017443305188e-17
139 5.791666666666665e-10 3.543373524924839e-16 9.085573140832920e-03 2.271393285208230e-02 4.026800722371179e-02 9.085573140832919e-17
140 5.833333333333332e-10 3.552841862595034e-16 9.109850929730856e-03 2.277462732432714e-02 4.040325901411630e-02 9.109850929730857e-17
141 5.874999999999998e-10 3.562203064424662e-16 9.133854011345288e-03 2.283463502836322e-02 4.053703307984483e-02 9.133854011345288e-17
142 5.916666666666665e-10 3.571458363804875e-16 9.157585548217627e-03 2.289396387054407e-02 4.066934466090667e-02 9.157585548217627e-17
143 5.958333333333331e-10 3.580608979201620e-16 9.181048664619541e-03 2.295262166154885e-02 4.080020887178185e-02 9.181048664619540e-17
144 5.999999999999998e-10 3.589656114361449e-16 9.204246447080639e-03 2.301061611770160e-02 4.092964070127684e-02 9.204246447080639e-17
145 6.041666666666665e-10 3.598600958514660e-16 9.227181944909386e-03 2.306795486227347e-02 4.105765501248391e-02 9.227181944909387e-17
146 6.083333333333331e-10 3.607444686572531e-16 9.249858170698799e-03 2.312464542674700e-02 4.118426654266631e-02 9.249858170698798e-17
147 6.124999999999998e-10 3.616188459322856e-16 9.272278100827838e-03 2.318069525206960e-02 4.130948990334714e-02 9.272278100827839e-17
148 6.166666666666664e-10 3.624833423621277e-16 9.294444675951993e-03 2.323611168987998e-02 4.143333958027602e-02 9.294444675951993e-17
149 6.208333333333331e-10 3.633380712579155e-16 9.316360801485013e-03 2.329090200371254e-02 4.155582993361048e-02 9.316360801485013e-17
150 6.249999999999998e-10 3.641831445750198e-16 9.338029348077433e-03 2.334507337019358e-02 4.167697519800841e-02 9.338029348077433e-17
151 6.291666666666664e-10 3.650186729309394e-16 9.359453152075370e-03 2.339863288018843e-02 4.179678948287976e-02 9.359453152075370e-17
152 6.333333333333331e-10 3.658447656233777e-16 9.380635015984046e-03 2.345158753996011e-02 4.191528677260482e-02 9.380635015984046e-17
153 6.374999999999998e-10 3.666615306476610e-16 9.401577708914385e-03 2.350394427228596e-02 4.203248092669716e-02 9.401577708914384e-17
154 6.416666666666664e-10 3.674690747141285e-16 9.422283967028938e-03 2.355570991757235e-02 4.214838568029201e-02 9.422283967028938e-17
155 6.458333333333331e-10 3.682675032649590e-16 9.442756493973309e-03 2.360689123493327e-02 4.226301464434618e-02 9.442756493973309e-17
156 6.499999999999998e-10 3.690569204909566e-16 9.462997961306582e-03 2.365749490326646e-02 4.237638130603402e-02 9.462997961306581e-17
157 6.541666666666664e-10 3.698374293480053e-16 9.483011008923212e-03 2.370752752230803e-02 4.248849902920997e-02 9.483011008923213e-17
158 6.583333333333331e-10 3.706091315730334e-16 9.502798245462397e-03 2.375699561365599e-02 4.259938105479353e-02 9.502798245462398e-17
159 6.624999999999997e-10 3.713721277000905e-16 9.522362248720271e-03 2.380590562180068e-02 4.270904050123547e-02 9.522362248720271e-17
160 6.666666666666664e-10 3.721265170758634e-16 9.541705566047779e-03 2.385426391511945e-02 4.281749036502486e-02 9.541705566047779e-17
161 6.708333333333331e-10 3.728723978750803e-16 9.560830714745649e-03 2.390207678686412e-02 4.292474352112942e-02 9.560830714745649e-17
162 6.749999999999997e-10 3.736098671156574e-16 9.579740182452756e-03 2.394935045613189e-02 4.303081272362108e-02 9.579740182452756e-17
163 6.791666666666664e-10 3.743390206735481e-16 9.598436427526875e-03 2.399609106881719e-02 4.313571060620130e-02 9.598436427526876e-17
164 6.833333333333330e-10 3.750599532973683e-16 9.616921879419701e-03 2.404230469854925e-02 4.323944968276369e-02 9.616921879419701e-17
165 6.874999999999997e-10 3.757727586230017e-16 9.635198939051327e-03 2.408799734762832e-02 4.334204234801578e-02 9.635198939051327e-17
166 6.916666666666664e-10 3.764775291876266e-16 9.653269979169914e-03 2.413317494792479e-02 4.344350087805619e-02 9.653269979169914e-17
167 6.958333333333331e-10 3.771743564436839e-16 9.671137344709844e-03 2.417784336177461e-02 4.354383743110010e-02 9.671137344709844e-17
168 6.999999999999998e-10 3.778633307728424e-16 9.688803353149806e-03 2.422200838287451e-02 4.364306404799732e-02 9.688803353149806e-17
169 7.041666666666665e-10 3.785445414992689e-16 9.706270294853049e-03 2.426567573713263e-02 4.374119265300201e-02 9.706270294853050e-17
170 7.083333333333331e-10 3.792180769031776e-16 9.723540433414810e-03 2.430885108353703e-02 4.383823505443889e-02 9.723540433414812e-17
171 7.124999999999998e-10 3.798840242340545e-16 9.740616006001396e-03 2.435154001500349e-02 4.393420294536924e-02 9.740616006001396e-17
172 7.166666666666665e-10 3.805424697233424e-16 9.757499223675446e-03 2.439374805918862e-02 4.402910790431275e-02 9.757499223675447e-17
173 7.208333333333331e-10 3.811934985974216e-16 9.774192271728759e-03 2.443548067932190e-02 4.412296139600223e-02 9.774192271728759e-17
174 7.249999999999998e-10 3.818371950900922e-16 9.790697310002365e-03 2.447674327500592e-02 4.421577477203885e-02 9.790697310002365e-17
175 7.291666666666664e-10 3.824736424550016e-16 9.807016473205169e-03 2.451754118301292e-02 4.430755927172099e-02 9.807016473205170e-17
176 7.333333333333331e-10 3.831029229777024e-16 9.823151871223139e-03 2.455787967805785e-02 4.439832602272149e-02 9.823151871223139e-17
177 7.374999999999998e-10 3.837251179878879e-16 9.839105589433024e-03 2.459776397358256e-02 4.448808604189077e-02 9.839105589433024e-17
178 7.416666666666664e-10 3.843403078711405e-16 9.854879689003603e-03 2.463719922250901e-02 4.457685023604500e-02 9.854879689003604e-17
179 7.458333333333331e-10 3.849485720805745e-16 9.870476207194220e-03 2.467619051798555e-02 4.466462940269523e-02 9.870476207194219e-17
180 7.499999999999997e-10 3.855499891483550e-16 9.885897157650128e-03 2.471474289412532e-02 4.475143423079118e-02 9.885897157650129e-17
181 7.541666666666664e-10 3.861446366971169e-16 9.901144530695306e-03 2.475286132673827e-02 4.483727530168345e-02 9.901144530695305e-17
182 7.583333333333331e-10 3.867325914509930e-16 9.916220293615205e-03 2.479055073403802e-02 4.492216308971936e-02 9.916220293615205e-17
183 7.624999999999997e-10 3.873139292468474e-16 9.931126390944806e-03 2.482781597736202e-02 4.500610796318662e-02 9.931126390944805e-17
184 7.666666666666664e-10 3.878887250449065e-16 9.945864744741193e-03 2.486466186185298e-02 4.508912018496838e-02 9.945864744741193e-17
185 7.708333333333331e-10 3.884570529396457e-16 9.960437254862710e-03 2.490109313715678e-02 4.517120991353501e-02 9.960437254862710e-17
186 7.749999999999997e-10 3.890189861702801e-16 9.974845799237951e-03 2.493711449809488e-02 4.525238720363238e-02 9.974845799237953e-17
187 7.791666666666664e-10 3.895745971311723e-16 9.989092234132625e-03 2.497273058533156e-02 4.533266200714429e-02 9.989092234132624e-17
188 7.833333333333331e-10 3.901239573821585e-16 1.000317839441432e-02 2.500794598603581e-02 4.541204417386949e-02 1.000317839441432e-16
189 7.874999999999997e-10 3.906671376585762e-16 1.001710609380965e-02 2.504276523452412e-02 4.549054345237663e-02 1.001710609380965e-16
190 7.916666666666664e-10 3.912042078813999e-16 1.003087712516410e-02 2.507719281291025e-02 4.556816949087381e-02 1.003087712516410e-16
191 7.958333333333330e-10 3.917352371668802e-16 1.004449326068924e-02 2.511123315172309e-02 4.564493183786749e-02 1.004449326068924e-16
192 7.999999999999997e-10 3.922602938364643e-16 1.005795625221703e-02 2.514489063054258e-02 4.572083994323559e-02 1.005795625221703e-16
193 8.041666666666664e-10 3.927794454262450e-16 1.007126783144218e-02 2.517816957860545e-02 4.579590315880112e-02 1.007126783144218e-16
194 8.083333333333330e-10 3.932927586964652e-16 1.008442971016577e-02 2.521107427541444e-02 4.587013073932401e-02 1.008442971016577e-16
195 8.124999999999997e-10 3.938002996408676e-16 1.009744358053507e-02 2.524360895133767e-02 4.594353184329675e-02 1.009744358053507e-16
196 8.166666666666663e-10 3.943021334958111e-16 1.011031111527721e-02 2.527577778819302e-02 4.601611553369561e-02 1.011031111527721e-16
197 8.208333333333330e-10 3.947983247494753e-16 1.012303396793526e-02 2.530758491983816e-02 4.608789077888740e-02 1.012303396793527e-16
198 8.249999999999997e-10 3.952889371505900e-16 1.013561377309205e-02 2.533903443273013e-02 4.615886645343986e-02 1.013561377309205e-16
199 8.291666666666663e-10 3.957740337175786e-16 1.014805214660458e-02 2.537013036651145e-02 4.622905133888405e-02 1.014805214660458e-16
200 8.333333333333330e-10 3.962536767469945e-16 1.016035068582037e-02 2.540087671455094e-02 4.629845412463213e-02 1.016035068582037e-16
201 8.374999999999997e-10 3.967279278222575e-16 1.017251096980148e-02 2.543127742450369e-02 4.636708340871378e-02 1.017251096980148e-16
202 8.416666666666663e-10 3.971968478221228e-16 1.018453455954161e-02 2.546133639885403e-02 4.643494769865332e-02 1.018453455954161e-16
