# iT  physTime_s  Qy_m3_per_s  qy_cell_m_per_s  u_y_fluid_average_m_per_s  u_y_fluid_max_m_per_s  B_yy_m2
40 1.666666666666666e-10 1.777711542642450e-17 4.558234724724231e-04 1.139558681181058e-03 1.670710731440009e-03 4.558234724724231e-17
41 1.708333333333333e-10 1.808006094225808e-17 4.635913062117456e-04 1.158978265529364e-03 1.707051332409215e-03 4.635913062117457e-17
42 1.749999999999999e-10 1.837915390401350e-17 4.712603565131666e-04 1.178150891282917e-03 1.743118915381321e-03 4.712603565131666e-17
43 1.791666666666666e-10 1.867446082489477e-17 4.788323288434557e-04 1.197080822108639e-03 1.778911372157528e-03 4.788323288434557e-17
44 1.833333333333333e-10 1.896604603900402e-17 4.863088727949748e-04 1.215772181987437e-03 1.814426840538552e-03 4.863088727949748e-17
45 1.874999999999999e-10 1.925397182933001e-17 4.936915853674363e-04 1.234228963418591e-03 1.849663690110070e-03 4.936915853674363e-17
46 1.916666666666666e-10 1.953829854553210e-17 5.009820139880026e-04 1.252455034970006e-03 1.884620508938550e-03 5.009820139880026e-17
47 1.958333333333333e-10 1.981908471255533e-17 5.081816592962906e-04 1.270454148240727e-03 1.919296091010925e-03 5.081816592962907e-17
48 1.999999999999999e-10 2.009638713116032e-17 5.152919777220594e-04 1.288229944305149e-03 1.953689424555046e-03 5.152919777220595e-17
49 2.041666666666666e-10 2.037026097109322e-17 5.223143838741851e-04 1.305785959685463e-03 1.987799681004069e-03 5.223143838741852e-17
50 2.083333333333333e-10 2.064075985722691e-17 5.292502527494080e-04 1.323125631873520e-03 2.021626204549254e-03 5.292502527494080e-17
51 2.124999999999999e-10 2.090793594930144e-17 5.361009217769602e-04 1.340252304442400e-03 2.055168502573542e-03 5.361009217769602e-17
52 2.166666666666666e-10 2.117184001638095e-17 5.428676927277167e-04 1.357169231819292e-03 2.088426236296078e-03 5.428676927277167e-17
53 2.208333333333332e-10 2.143252150590195e-17 5.495518334846655e-04 1.373879583711664e-03 2.121399212234594e-03 5.495518334846655e-17
54 2.249999999999999e-10 2.169002860755964e-17 5.561545796810165e-04 1.390386449202541e-03 2.154087374108187e-03 5.561545796810165e-17
55 2.291666666666666e-10 2.194440831345202e-17 5.626771362423594e-04 1.406692840605899e-03 2.186490795050944e-03 5.626771362423594e-17
56 2.333333333333333e-10 2.219570647358138e-17 5.691206788097790e-04 1.422801697024448e-03 2.218609670499128e-03 5.691206788097790e-17
57 2.374999999999999e-10 2.244396784797361e-17 5.754863550762465e-04 1.438715887690616e-03 2.250444311185659e-03 5.754863550762465e-17
58 2.416666666666666e-10 2.268923615528314e-17 5.817752860329011e-04 1.454438215082253e-03 2.281995136763738e-03 5.817752860329011e-17
59 2.458333333333333e-10 2.293155411821128e-17 5.879885671336225e-04 1.469971417834056e-03 2.313262669719122e-03 5.879885671336226e-17
60 2.499999999999999e-10 2.317096350603920e-17 5.941272693856205e-04 1.485318173464052e-03 2.344247529474845e-03 5.941272693856205e-17
61 2.541666666666666e-10 2.340750517430846e-17 6.001924403668835e-04 1.500481100917209e-03 2.374950426910409e-03 6.001924403668835e-17
62 2.583333333333333e-10 2.364121910222676e-17 6.061851051853015e-04 1.515462762963254e-03 2.405372159173347e-03 6.061851051853015e-17
63 2.624999999999999e-10 2.387214442763949e-17 6.121062673753715e-04 1.530265668438429e-03 2.435513604753533e-03 6.121062673753714e-17
64 2.666666666666666e-10 2.410031948004269e-17 6.179569097446846e-04 1.544892274361711e-03 2.465375718757332e-03 6.179569097446846e-17
65 2.708333333333332e-10 2.432578181125489e-17 6.237379951603818e-04 1.559344987900955e-03 2.494959528392690e-03 6.237379951603818e-17
66 2.749999999999999e-10 2.454856822469565e-17 6.294504672998885e-04 1.573626168249722e-03 2.524266128931630e-03 6.294504672998885e-17
67 2.791666666666666e-10 2.476871480258088e-17 6.350952513482277e-04 1.587738128370570e-03 2.553296679395179e-03 6.350952513482277e-17
68 2.833333333333332e-10 2.498625693178680e-17 6.406732546612000e-04 1.601683136653000e-03 2.582052398971051e-03 6.406732546612001e-17
69 2.874999999999999e-10 2.520122932822115e-17 6.461853673902859e-04 1.615463418475715e-03 2.610534563312902e-03 6.461853673902859e-17
70 2.916666666666666e-10 2.541366605973191e-17 6.516324630700490e-04 1.629081157675122e-03 2.638744500965415e-03 6.516324630700489e-17
71 2.958333333333332e-10 2.562360056765175e-17 6.570153991705577e-04 1.642538497926394e-03 2.666683590185357e-03 6.570153991705577e-17
72 2.999999999999999e-10 2.583106568753457e-17 6.623350176290917e-04 1.655837544072729e-03 2.694353255795950e-03 6.623350176290917e-17
73 3.041666666666665e-10 2.603609366863236e-17 6.675921453495478e-04 1.668980363373869e-03 2.721754966189269e-03 6.675921453495478e-17
74 3.083333333333332e-10 2.623871619192793e-17 6.727875946648188e-04 1.681968986662047e-03 2.748890230398953e-03 6.727875946648189e-17
75 3.124999999999999e-10 2.643896438776998e-17 6.779221637889738e-04 1.694805409472434e-03 2.775760595502283e-03 6.779221637889738e-17
76 3.166666666666666e-10 2.663686885251282e-17 6.829966372439186e-04 1.707491593109797e-03 2.802367644029663e-03 6.829966372439187e-17
77 3.208333333333332e-10 2.683245966412344e-17 6.880117862595754e-04 1.720029465648939e-03 2.828712991440708e-03 6.880117862595755e-17
78 3.249999999999999e-10 2.702576639713299e-17 6.929683691572561e-04 1.732420922893140e-03 2.854798283837195e-03 6.929683691572561e-17
79 3.291666666666666e-10 2.721681813683101e-17 6.978671317136157e-04 1.744667829284039e-03 2.880625195683393e-03 6.978671317136157e-17
80 3.333333333333332e-10 2.740564349278722e-17 7.027088075073646e-04 1.756772018768412e-03 2.906195427774363e-03 7.027088075073646e-17
81 3.374999999999999e-10 2.759227061175174e-17 7.074941182500447e-04 1.768735295625112e-03 2.931510705078421e-03 7.074941182500447e-17
82 3.416666666666665e-10 2.777672719007181e-17 7.122237741044055e-04 1.780559435261014e-03 2.956572774905269e-03 7.122237741044055e-17
83 3.458333333333332e-10 2.795904048527961e-17 7.168984739815285e-04 1.792246184953821e-03 2.981383405074135e-03 7.168984739815285e-17
84 3.499999999999999e-10 2.813923732733374e-17 7.215189058290703e-04 1.803797264572676e-03 3.005944382052290e-03 7.215189058290703e-17
85 3.541666666666665e-10 2.831734412933795e-17 7.260857469061014e-04 1.815214367265254e-03 3.030257509389632e-03 7.260857469061014e-17
86 3.583333333333332e-10 2.849338689790208e-17 7.305996640487713e-04 1.826499160121929e-03 3.054324606086669e-03 7.305996640487713e-17
87 3.624999999999999e-10 2.866739124280690e-17 7.350613139181256e-04 1.837653284795314e-03 3.078147505125316e-03 7.350613139181256e-17
88 3.666666666666665e-10 2.883938238673893e-17 7.394713432497162e-04 1.848678358124291e-03 3.101728051914582e-03 7.394713432497162e-17
89 3.708333333333332e-10 2.900938517387934e-17 7.438303890738294e-04 1.859575972684574e-03 3.125068103024922e-03 7.438303890738294e-17
90 3.749999999999998e-10 2.917742407900385e-17 7.481390789488167e-04 1.870347697372042e-03 3.148169524818954e-03 7.481390789488166e-17
91 3.791666666666665e-10 2.934352321536978e-17 7.523980311633277e-04 1.880995077908319e-03 3.171034192230222e-03 7.523980311633277e-17
92 3.833333333333332e-10 2.950770634322035e-17 7.566078549543680e-04 1.891519637385920e-03 3.193663987553044e-03 7.566078549543679e-17
93 3.874999999999999e-10 2.966999687723408e-17 7.607691506983098e-04 1.901922876745775e-03 3.216060799313795e-03 7.607691506983099e-17
94 3.916666666666666e-10 2.983041789385303e-17 7.648825100987957e-04 1.912206275246990e-03 3.238226521212483e-03 7.648825100987957e-17
95 3.958333333333332e-10 2.998899213869203e-17 7.689485163767188e-04 1.922371290941797e-03 3.260163051090255e-03 7.689485163767188e-17
96 3.999999999999999e-10 3.014574203320208e-17 7.729677444410790e-04 1.932419361102698e-03 3.281872289907979e-03 7.729677444410791e-17
97 4.041666666666665e-10 3.030068968147082e-17 7.769407610633544e-04 1.942351902658386e-03 3.303356140865476e-03 7.769407610633544e-17
98 4.083333333333332e-10 3.045385687662369e-17 7.808681250416331e-04 1.952170312604083e-03 3.324616508505936e-03 7.808681250416331e-17
99 4.124999999999999e-10 3.060526510693611e-17 7.847503873573361e-04 1.961875968393340e-03 3.345655297879549e-03 7.847503873573361e-17
100 4.166666666666665e-10 3.075493556186548e-17 7.885880913298842e-04 1.971470228324711e-03 3.366474413707143e-03 7.885880913298843e-17
101 4.208333333333332e-10 3.090288913809233e-17 7.923817727715982e-04 1.980954431928996e-03 3.387075759695538e-03 7.923817727715982e-17
102 4.249999999999999e-10 3.104914644466165e-17 7.961319601195296e-04 1.990329900298824e-03 3.407461237756696e-03 7.961319601195297e-17
103 4.291666666666665e-10 3.119372780883334e-17 7.998391745854703e-04 1.999597936463676e-03 3.427632747300876e-03 7.998391745854703e-17
104 4.333333333333332e-10 3.133665328122542e-17 8.035039302878313e-04 2.008759825719578e-03 3.447592184677821e-03 8.035039302878313e-17
105 4.374999999999998e-10 3.147794264086922e-17 8.071267343812622e-04 2.017816835953156e-03 3.467341442451413e-03 8.071267343812622e-17
106 4.416666666666665e-10 3.161761540022479e-17 8.107080871852511e-04 2.026770217963128e-03 3.486882408870473e-03 8.107080871852511e-17
107 4.458333333333332e-10 3.175569080986451e-17 8.142484823042183e-04 2.035621205760546e-03 3.506216967317336e-03 8.142484823042183e-17
108 4.499999999999998e-10 3.189218786341786e-17 8.177484067543042e-04 2.044371016885760e-03 3.525346995749053e-03 8.177484067543042e-17
109 4.541666666666665e-10 3.202712530189374e-17 8.212083410741985e-04 2.053020852685496e-03 3.544274366253293e-03 8.212083410741985e-17
110 4.583333333333332e-10 3.216052161811334e-17 8.246287594388036e-04 2.061571898597009e-03 3.563000944496938e-03 8.246287594388037e-17
111 4.624999999999999e-10 3.229239506104121e-17 8.280101297702875e-04 2.070025324425719e-03 3.581528589333798e-03 8.280101297702875e-17
112 4.666666666666665e-10 3.242276363989886e-17 8.313529138435607e-04 2.078382284608902e-03 3.599859152371629e-03 8.313529138435607e-17
113 4.708333333333332e-10 3.255164512837679e-17 8.346575673942767e-04 2.086643918485692e-03 3.617994477590954e-03 8.346575673942767e-17
114 4.749999999999998e-10 3.267905706843733e-17 8.379245402163418e-04 2.094811350540854e-03 3.635936400889877e-03 8.379245402163417e-17
115 4.791666666666665e-10 3.280501677413472e-17 8.411542762598646e-04 2.102885690649662e-03 3.653686749791711e-03 8.411542762598646e-17
116 4.833333333333331e-10 3.292954133555371e-17 8.443472137321463e-04 2.110868034330366e-03 3.671247343148935e-03 8.443472137321464e-17
117 4.874999999999998e-10 3.305264762239102e-17 8.475037851895134e-04 2.118759462973784e-03 3.688619990754605e-03 8.475037851895135e-17
118 4.916666666666665e-10 3.317435228738659e-17 8.506244176252973e-04 2.126561044063243e-03 3.705806493042597e-03 8.506244176252973e-17
119 4.958333333333331e-10 3.329467177010847e-17 8.537095325668840e-04 2.134273831417210e-03 3.722808640869262e-03 8.537095325668839e-17
120 4.999999999999998e-10 3.341362229997595e-17 8.567595461532296e-04 2.141898865383074e-03 3.739628215143354e-03 8.567595461532297e-17
121 5.041666666666665e-10 3.353121989992033e-17 8.597748692287264e-04 2.149437173071817e-03 3.756266986763118e-03 8.597748692287264e-17
122 5.083333333333331e-10 3.364748038936035e-17 8.627559074194962e-04 2.156889768548741e-03 3.772726716179595e-03 8.627559074194961e-17
123 5.124999999999998e-10 3.376241938759706e-17 8.657030612204376e-04 2.164257653051094e-03 3.789009153285610e-03 8.657030612204375e-17
124 5.166666666666665e-10 3.387605231671960e-17 8.686167260697335e-04 2.171541815174334e-03 3.805116037252933e-03 8.686167260697335e-17
125 5.208333333333331e-10 3.398839440475684e-17 8.714972924296625e-04 2.178743231074156e-03 3.821049096251021e-03 8.714972924296625e-17
126 5.249999999999998e-10 3.409946068856347e-17 8.743451458606019e-04 2.185862864651505e-03 3.836810047313801e-03 8.743451458606019e-17
127 5.291666666666664e-10 3.420926601677185e-17 8.771606670967140e-04 2.192901667741785e-03 3.852400596202727e-03 8.771606670967140e-17
128 5.333333333333331e-10 3.431782505258759e-17 8.799442321176307e-04 2.199860580294077e-03 3.867822437195850e-03 8.799442321176307e-17
129 5.374999999999998e-10 3.442515227647680e-17 8.826962122173539e-04 2.206740530543385e-03 3.883077253069313e-03 8.826962122173539e-17
130 5.416666666666665e-10 3.453126198907960e-17 8.854169740789641e-04 2.213542435197410e-03 3.898166714812388e-03 8.854169740789640e-17
131 5.458333333333332e-10 3.463616831375956e-17 8.881068798399888e-04 2.220267199599972e-03 3.913092481631180e-03 8.881068798399889e-17
132 5.499999999999998e-10 3.473988519900314e-17 8.907662871539268e-04 2.226915717884817e-03 3.927856200752491e-03 8.907662871539268e-17
133 5.541666666666665e-10 3.484242642149030e-17 8.933955492689821e-04 2.233488873172456e-03 3.942459507434913e-03 8.933955492689821e-17
134 5.583333333333332e-10 3.494380558795274e-17 8.959950150757114e-04 2.239987537689279e-03 3.956904024757895e-03 8.959950150757114e-17
135 5.624999999999998e-10 3.504403613805259e-17 8.985650291808356e-04 2.246412572952089e-03 3.971191363625443e-03 8.985650291808357e-17
136 5.666666666666665e-10 3.514313134669122e-17 9.011059319664417e-04 2.252764829916104e-03 3.985323122714301e-03 9.011059319664417e-17
137 5.708333333333332e-10 3.524110432627888e-17 9.036180596481764e-04 2.259045149120441e-03 3.999300888340732e-03 9.036180596481764e-17
138 5.749999999999998e-10 3.533796802900191e-17 9.061017443333824e-04 2.265254360833456e-03 4.013126234390203e-03 9.061017443333825e-17
139 5.791666666666665e-10 3.543373524938964e-17 9.085573140869139e-04 2.271393285217285e-03 4.026800722424705e-03 9.085573140869139e-17
140 5.833333333333332e-10 3.552841862609793e-17 9.109850929768701e-04 2.277462732442176e-03 4.040325901479212e-03 9.109850929768701e-17
141 5.874999999999998e-10 3.562203064440850e-17 9.133854011386794e-04 2.283463502846699e-03 4.053703308054282e-03 9.133854011386794e-17
142 5.916666666666665e-10 3.571458363821134e-17 9.157585548259319e-04 2.289396387064830e-03 4.066934466153059e-03 9.157585548259319e-17
143 5.958333333333331e-10 3.580608979219047e-17 9.181048664664224e-04 2.295262166166056e-03 4.080020887229469e-03 9.181048664664224e-17
144 5.999999999999998e-10 3.589656114376361e-17 9.204246447118874e-04 2.301061611779719e-03 4.092964070180814e-03 9.204246447118874e-17
145 6.041666666666665e-10 3.598600958528675e-17 9.227181944945320e-04 2.306795486236330e-03 4.105765501295965e-03 9.227181944945321e-17
146 6.083333333333331e-10 3.607444686587861e-17 9.249858170738107e-04 2.312464542684527e-03 4.118426654314570e-03 9.249858170738107e-17
147 6.124999999999998e-10 3.616188459337055e-17 9.272278100864245e-04 2.318069525216061e-03 4.130948990390048e-03 9.272278100864245e-17
148 6.166666666666664e-10 3.624833423638474e-17 9.294444675996087e-04 2.323611168999022e-03 4.143333958093294e-03 9.294444675996088e-17
149 6.208333333333331e-10 3.633380712598097e-17 9.316360801533582e-04 2.329090200383396e-03 4.155582993416373e-03 9.316360801533583e-17
150 6.249999999999998e-10 3.641831445768928e-17 9.338029348125457e-04 2.334507337031364e-03 4.167697519857642e-03 9.338029348125457e-17
151 6.291666666666664e-10 3.650186729329637e-17 9.359453152127275e-04 2.339863288031819e-03 4.179678948336630e-03 9.359453152127275e-17
152 6.333333333333331e-10 3.658447656257321e-17 9.380635016044412e-04 2.345158754011103e-03 4.191528677312461e-03 9.380635016044412e-17
153 6.374999999999998e-10 3.666615306501312e-17 9.401577708977723e-04 2.350394427244431e-03 4.203248092717249e-03 9.401577708977724e-17
154 6.416666666666664e-10 3.674690747166554e-17 9.422283967093730e-04 2.355570991773432e-03 4.214838568085610e-03 9.422283967093730e-17
155 6.458333333333331e-10 3.682675032677093e-17 9.442756494043829e-04 2.360689123510958e-03 4.226301464495462e-03 9.442756494043830e-17
156 6.499999999999998e-10 3.690569204935272e-17 9.462997961372492e-04 2.365749490343123e-03 4.237638130671642e-03 9.462997961372491e-17
157 6.541666666666664e-10 3.698374293505488e-17 9.483011008988430e-04 2.370752752247108e-03 4.248849902982204e-03 9.483011008988430e-17
158 6.583333333333331e-10 3.706091315755300e-17 9.502798245526411e-04 2.375699561381603e-03 4.259938105560539e-03 9.502798245526410e-17
159 6.624999999999997e-10 3.713721277025113e-17 9.522362248782342e-04 2.380590562195586e-03 4.270904050201765e-03 9.522362248782342e-17
160 6.666666666666664e-10 3.721265170786066e-17 9.541705566118119e-04 2.385426391529530e-03 4.281749036584770e-03 9.541705566118120e-17
161 6.708333333333331e-10 3.728723978778700e-17 9.560830714817178e-04 2.390207678704295e-03 4.292474352183381e-03 9.560830714817179e-17
162 6.749999999999997e-10 3.736098671186557e-17 9.579740182529633e-04 2.394935045632408e-03 4.303081272425510e-03 9.579740182529634e-17
163 6.791666666666664e-10 3.743390206763771e-17 9.598436427599413e-04 2.399609106899854e-03 4.313571060693148e-03 9.598436427599415e-17
164 6.833333333333330e-10 3.750599532998929e-17 9.616921879484434e-04 2.404230469871109e-03 4.323944968337171e-03 9.616921879484432e-17
165 6.874999999999997e-10 3.757727586262271e-17 9.635198939134030e-04 2.408799734783508e-03 4.334204234858675e-03 9.635198939134031e-17
166 6.916666666666664e-10 3.764775291910238e-17 9.653269979257022e-04 2.413317494814255e-03 4.344350087864561e-03 9.653269979257023e-17
167 6.958333333333331e-10 3.771743564472688e-17 9.671137344801766e-04 2.417784336200442e-03 4.354383743174870e-03 9.671137344801765e-17
168 6.999999999999998e-10 3.778633307763979e-17 9.688803353240971e-04 2.422200838310243e-03 4.364306404878279e-03 9.688803353240971e-17
169 7.041666666666665e-10 3.785445415023481e-17 9.706270294932001e-04 2.426567573733000e-03 4.374119265380224e-03 9.706270294932001e-17
170 7.083333333333331e-10 3.792180769065146e-17 9.723540433500374e-04 2.430885108375094e-03 4.383823505521316e-03 9.723540433500375e-17
171 7.124999999999998e-10 3.798840242374058e-17 9.740616006087328e-04 2.435154001521832e-03 4.393420294625451e-03 9.740616006087329e-17
172 7.166666666666665e-10 3.805424697268397e-17 9.757499223765121e-04 2.439374805941281e-03 4.402910790507213e-03 9.757499223765122e-17
173 7.208333333333331e-10 3.811934986011238e-17 9.774192271823686e-04 2.443548067955922e-03 4.412296139671716e-03 9.774192271823686e-17
174 7.249999999999998e-10 3.818371950940188e-17 9.790697310103048e-04 2.447674327525762e-03 4.421577477266491e-03 9.790697310103049e-17
175 7.291666666666664e-10 3.824736424585347e-17 9.807016473295763e-04 2.451754118323941e-03 4.430755927248025e-03 9.807016473295762e-17
176 7.333333333333331e-10 3.831029229811197e-17 9.823151871310761e-04 2.455787967827690e-03 4.439832602344741e-03 9.823151871310763e-17
177 7.374999999999998e-10 3.837251179907893e-17 9.839105589507418e-04 2.459776397376855e-03 4.448808604253152e-03 9.839105589507418e-17
178 7.416666666666664e-10 3.843403078742317e-17 9.854879689082865e-04 2.463719922270716e-03 4.457685023663760e-03 9.854879689082864e-17
179 7.458333333333331e-10 3.849485720833772e-17 9.870476207266081e-04 2.467619051816521e-03 4.466462940331370e-03 9.870476207266081e-17
180 7.499999999999997e-10 3.855499891510649e-17 9.885897157719615e-04 2.471474289429904e-03 4.475143423134299e-03 9.885897157719615e-17
181 7.541666666666664e-10 3.861446367004866e-17 9.901144530781707e-04 2.475286132695427e-03 4.483727530252017e-03 9.901144530781708e-17
182 7.583333333333331e-10 3.867325914541386e-17 9.916220293695861e-04 2.479055073423966e-03 4.492216309050424e-03 9.916220293695863e-17
183 7.624999999999997e-10 3.873139292496944e-17 9.931126391017806e-04 2.482781597754452e-03 4.500610796381603e-03 9.931126391017806e-17
184 7.666666666666664e-10 3.878887250478435e-17 9.945864744816501e-04 2.486466186204126e-03 4.508912018565327e-03 9.945864744816501e-17
185 7.708333333333331e-10 3.884570529427408e-17 9.960437254942073e-04 2.490109313735518e-03 4.517120991407550e-03 9.960437254942073e-17
186 7.749999999999997e-10 3.890189861735064e-17 9.974845799320677e-04 2.493711449830170e-03 4.525238720415064e-03 9.974845799320677e-17
187 7.791666666666664e-10 3.895745971347290e-17 9.989092234223822e-04 2.497273058555956e-03 4.533266200773283e-03 9.989092234223822e-17
188 7.833333333333331e-10 3.901239573858150e-17 1.000317839450808e-03 2.500794598627020e-03 4.541204417472075e-03 1.000317839450808e-16
189 7.874999999999997e-10 3.906671376625040e-17 1.001710609391036e-03 2.504276523477590e-03 4.549054345305760e-03 1.001710609391036e-16
190 7.916666666666664e-10 3.912042078852025e-17 1.003087712526160e-03 2.507719281315401e-03 4.556816949161766e-03 1.003087712526160e-16
191 7.958333333333330e-10 3.917352371703620e-17 1.004449326077851e-03 2.511123315194629e-03 4.564493183850399e-03 1.004449326077851e-16
192 7.999999999999997e-10 3.922602938399081e-17 1.005795625230534e-03 2.514489063076334e-03 4.572083994386095e-03 1.005795625230534e-16
193 8.041666666666664e-10 3.927794454297162e-17 1.007126783153118e-03 2.517816957882796e-03 4.579590315939313e-03 1.007126783153118e-16
194 8.083333333333330e-10 3.932927587000890e-17 1.008442971025869e-03 2.521107427564673e-03 4.587013073995671e-03 1.008442971025869e-16
195 8.124999999999997e-10 3.938002996442206e-17 1.009744358062104e-03 2.524360895155261e-03 4.594353184381836e-03 1.009744358062104e-16
196 8.166666666666663e-10 3.943021334991436e-17 1.011031111536266e-03 2.527577778840665e-03 4.601611553409878e-03 1.011031111536266e-16
197 8.208333333333330e-10 3.947983247526473e-17 1.012303396801660e-03 2.530758492004149e-03 4.608789077943857e-03 1.012303396801660e-16
198 8.249999999999997e-10 3.952889371537004e-17 1.013561377317181e-03 2.533903443292952e-03 4.615886645425743e-03 1.013561377317181e-16
199 8.291666666666663e-10 3.957740337208770e-17 1.014805214668916e-03 2.537013036672289e-03 4.622905133967938e-03 1.014805214668916e-16
200 8.333333333333330e-10 3.962536767505117e-17 1.016035068591056e-03 2.540087671477639e-03 4.629845412549404e-03 1.016035068591056e-16
201 8.374999999999997e-10 3.967279278255339e-17 1.017251096988549e-03 2.543127742471371e-03 4.636708340949054e-03 1.017251096988548e-16
202 8.416666666666663e-10 3.971968478252230e-17 1.018453455962110e-03 2.546133639905276e-03 4.643494769934494e-03 1.018453455962110e-16
