# iT  physTime_s  Qy_m3_per_s  qy_cell_m_per_s  u_y_fluid_average_m_per_s  u_y_fluid_max_m_per_s  B_yy_m2
1109 4.620833333333332e-09 4.385013980900763e-17 1.124362559205324e-03 2.810906398013310e-03 5.242922730854178e-03 1.124362559205324e-16
1110 4.624999999999998e-09 4.385014147734719e-17 1.124362601983261e-03 2.810906504958153e-03 5.242922973308383e-03 1.124362601983261e-16
1111 4.629166666666665e-09 4.385014312697706e-17 1.124362644281463e-03 2.810906610703658e-03 5.242923213027740e-03 1.124362644281463e-16
1112 4.633333333333332e-09 4.385014475810359e-17 1.124362686105220e-03 2.810906715263051e-03 5.242923450067757e-03 1.124362686105220e-16
1113 4.637499999999999e-09 4.385014637092254e-17 1.124362727459552e-03 2.810906818648881e-03 5.242923684446938e-03 1.124362727459552e-16
1114 4.641666666666665e-09 4.385014796565078e-17 1.124362768350020e-03 2.810906920875050e-03 5.242923916202294e-03 1.124362768350020e-16
1115 4.645833333333332e-09 4.385014954251072e-17 1.124362808782326e-03 2.810907021955816e-03 5.242924145356026e-03 1.124362808782326e-16
1116 4.649999999999999e-09 4.385015110167297e-17 1.124362848760845e-03 2.810907121902113e-03 5.242924371926643e-03 1.124362848760845e-16
1117 4.654166666666665e-09 4.385015264333994e-17 1.124362888290768e-03 2.810907220726919e-03 5.242924595962246e-03 1.124362888290768e-16
1118 4.658333333333332e-09 4.385015416772703e-17 1.124362927377616e-03 2.810907318444041e-03 5.242924817466543e-03 1.124362927377617e-16
1119 4.662499999999999e-09 4.385015567502688e-17 1.124362966026330e-03 2.810907415065826e-03 5.242925036506143e-03 1.124362966026330e-16
1120 4.666666666666665e-09 4.385015716539823e-17 1.124363004240980e-03 2.810907510602451e-03 5.242925253081051e-03 1.124363004240980e-16
1121 4.670833333333331e-09 4.385015863905201e-17 1.124363042026975e-03 2.810907605067437e-03 5.242925467224566e-03 1.124363042026975e-16
1122 4.674999999999998e-09 4.385016009614813e-17 1.124363079388414e-03 2.810907698471034e-03 5.242925678970004e-03 1.124363079388414e-16
1123 4.679166666666665e-09 4.385016153694838e-17 1.124363116332010e-03 2.810907790830025e-03 5.242925888335862e-03 1.124363116332010e-16
1124 4.683333333333331e-09 4.385016296158768e-17 1.124363152861223e-03 2.810907882153057e-03 5.242926095351748e-03 1.124363152861222e-16
1125 4.687499999999998e-09 4.385016437022607e-17 1.124363188980156e-03 2.810907972450389e-03 5.242926300047267e-03 1.124363188980156e-16
1126 4.691666666666665e-09 4.385016576307357e-17 1.124363224694194e-03 2.810908061735486e-03 5.242926502452027e-03 1.124363224694194e-16
1127 4.695833333333332e-09 4.385016714029820e-17 1.124363260007646e-03 2.810908150019116e-03 5.242926702569727e-03 1.124363260007646e-16
1128 4.699999999999998e-09 4.385016850206760e-17 1.124363294924810e-03 2.810908237312026e-03 5.242926900463281e-03 1.124363294924810e-16
1129 4.704166666666665e-09 4.385016984856293e-17 1.124363329450332e-03 2.810908323625829e-03 5.242927096117884e-03 1.124363329450332e-16
1130 4.708333333333332e-09 4.385017117997791e-17 1.124363363589177e-03 2.810908408972943e-03 5.242927289592750e-03 1.124363363589177e-16
1131 4.712499999999998e-09 4.385017249646667e-17 1.124363397345299e-03 2.810908493363249e-03 5.242927480891579e-03 1.124363397345299e-16
1132 4.716666666666665e-09 4.385017379817079e-17 1.124363430722328e-03 2.810908576805821e-03 5.242927670021772e-03 1.124363430722328e-16
1133 4.720833333333332e-09 4.385017508527769e-17 1.124363463725069e-03 2.810908659312673e-03 5.242927857042542e-03 1.124363463725069e-16
1134 4.724999999999998e-09 4.385017635792986e-17 1.124363496357176e-03 2.810908740892940e-03 5.242928041976091e-03 1.124363496357176e-16
1135 4.729166666666665e-09 4.385017761630826e-17 1.124363528623289e-03 2.810908821558222e-03 5.242928224829822e-03 1.124363528623289e-16
1136 4.733333333333332e-09 4.385017886056833e-17 1.124363560527393e-03 2.810908901318483e-03 5.242928405629642e-03 1.124363560527393e-16
1137 4.737499999999999e-09 4.385018009089102e-17 1.124363592074129e-03 2.810908980185322e-03 5.242928584405155e-03 1.124363592074129e-16
1138 4.741666666666665e-09 4.385018130741254e-17 1.124363623266988e-03 2.810909058167471e-03 5.242928761178566e-03 1.124363623266988e-16
1139 4.745833333333332e-09 4.385018251028404e-17 1.124363654109847e-03 2.810909135274619e-03 5.242928935972079e-03 1.124363654109847e-16
1140 4.749999999999999e-09 4.385018369965006e-17 1.124363684606412e-03 2.810909211516030e-03 5.242929108796797e-03 1.124363684606412e-16
1141 4.754166666666665e-09 4.385018487569136e-17 1.124363714761317e-03 2.810909286903293e-03 5.242929279715631e-03 1.124363714761317e-16
1142 4.758333333333331e-09 4.385018603855135e-17 1.124363744578240e-03 2.810909361445600e-03 5.242929448717482e-03 1.124363744578240e-16
1143 4.762499999999998e-09 4.385018718836622e-17 1.124363774060673e-03 2.810909435151681e-03 5.242929615809746e-03 1.124363774060673e-16
1144 4.766666666666665e-09 4.385018832526513e-17 1.124363803211927e-03 2.810909508029816e-03 5.242929781029436e-03 1.124363803211927e-16
1145 4.770833333333331e-09 4.385018944940147e-17 1.124363832035935e-03 2.810909580089838e-03 5.242929944387653e-03 1.124363832035935e-16
1146 4.774999999999998e-09 4.385019056092290e-17 1.124363860536485e-03 2.810909651341212e-03 5.242930105910300e-03 1.124363860536485e-16
1147 4.779166666666665e-09 4.385019165998356e-17 1.124363888717527e-03 2.810909721793818e-03 5.242930265626985e-03 1.124363888717527e-16
1148 4.783333333333331e-09 4.385019274671205e-17 1.124363916582360e-03 2.810909791455901e-03 5.242930423548808e-03 1.124363916582360e-16
1149 4.787499999999998e-09 4.385019382126583e-17 1.124363944135021e-03 2.810909860337554e-03 5.242930579694274e-03 1.124363944135021e-16
1150 4.791666666666665e-09 4.385019488377645e-17 1.124363971378884e-03 2.810909928447209e-03 5.242930734104092e-03 1.124363971378884e-16
1151 4.795833333333332e-09 4.385019593434868e-17 1.124363998316633e-03 2.810909995791582e-03 5.242930886778263e-03 1.124363998316633e-16
1152 4.799999999999998e-09 4.385019697314828e-17 1.124364024952520e-03 2.810910062381300e-03 5.242931037720485e-03 1.124364024952520e-16
1153 4.804166666666665e-09 4.385019800030091e-17 1.124364051289767e-03 2.810910128224417e-03 5.242931186960364e-03 1.124364051289767e-16
1154 4.808333333333332e-09 4.385019901591591e-17 1.124364077331177e-03 2.810910193327943e-03 5.242931334542311e-03 1.124364077331177e-16
1155 4.812499999999998e-09 4.385020002014649e-17 1.124364103080679e-03 2.810910257701699e-03 5.242931480466323e-03 1.124364103080679e-16
1156 4.816666666666665e-09 4.385020101312645e-17 1.124364128541704e-03 2.810910321354260e-03 5.242931624762011e-03 1.124364128541704e-16
1157 4.820833333333332e-09 4.385020199496051e-17 1.124364153716936e-03 2.810910384292340e-03 5.242931767440472e-03 1.124364153716936e-16
1158 4.824999999999999e-09 4.385020296579170e-17 1.124364178610044e-03 2.810910446525110e-03 5.242931908516513e-03 1.124364178610044e-16
1159 4.829166666666665e-09 4.385020392571755e-17 1.124364203223527e-03 2.810910508058817e-03 5.242932048008634e-03 1.124364203223527e-16
1160 4.833333333333332e-09 4.385020487487682e-17 1.124364227560944e-03 2.810910568902360e-03 5.242932185946443e-03 1.124364227560944e-16
1161 4.837499999999999e-09 4.385020581339441e-17 1.124364251625498e-03 2.810910629063745e-03 5.242932322329940e-03 1.124364251625498e-16
1162 4.841666666666665e-09 4.385020674137839e-17 1.124364275419959e-03 2.810910688549897e-03 5.242932457162825e-03 1.124364275419959e-16
1163 4.845833333333331e-09 4.385020765894479e-17 1.124364298947302e-03 2.810910747368256e-03 5.242932590515414e-03 1.124364298947302e-16
1164 4.849999999999998e-09 4.385020856622775e-17 1.124364322210968e-03 2.810910805527420e-03 5.242932722358100e-03 1.124364322210968e-16
1165 4.854166666666665e-09 4.385020946332477e-17 1.124364345213456e-03 2.810910863033639e-03 5.242932852701983e-03 1.124364345213456e-16
1166 4.858333333333331e-09 4.385021035034097e-17 1.124364367957461e-03 2.810910919893652e-03 5.242932981617379e-03 1.124364367957461e-16
1167 4.862499999999998e-09 4.385021122742530e-17 1.124364390446803e-03 2.810910976117007e-03 5.242933109056180e-03 1.124364390446803e-16
1168 4.866666666666665e-09 4.385021209466141e-17 1.124364412683626e-03 2.810911031709065e-03 5.242933235077596e-03 1.124364412683626e-16
1169 4.870833333333331e-09 4.385021295218693e-17 1.124364434671460e-03 2.810911086678650e-03 5.242933359685327e-03 1.124364434671460e-16
1170 4.874999999999998e-09 4.385021380007850e-17 1.124364456412269e-03 2.810911141030674e-03 5.242933482905279e-03 1.124364456412269e-16
1171 4.879166666666665e-09 4.385021463847544e-17 1.124364477909627e-03 2.810911194774067e-03 5.242933604741155e-03 1.124364477909627e-16
1172 4.883333333333332e-09 4.385021546745492e-17 1.124364499165511e-03 2.810911247913777e-03 5.242933725204052e-03 1.124364499165511e-16
1173 4.887499999999998e-09 4.385021628712592e-17 1.124364520182716e-03 2.810911300456790e-03 5.242933844305079e-03 1.124364520182716e-16
1174 4.891666666666665e-09 4.385021709761297e-17 1.124364540964435e-03 2.810911352411088e-03 5.242933962084939e-03 1.124364540964435e-16
1175 4.895833333333332e-09 4.385021789901395e-17 1.124364561513178e-03 2.810911403782946e-03 5.242934078536232e-03 1.124364561513178e-16
1176 4.899999999999998e-09 4.385021869143785e-17 1.124364581831740e-03 2.810911454579350e-03 5.242934193684863e-03 1.124364581831740e-16
1177 4.904166666666665e-09 4.385021947494982e-17 1.124364601921790e-03 2.810911504804476e-03 5.242934307523432e-03 1.124364601921790e-16
1178 4.908333333333332e-09 4.385022024967030e-17 1.124364621786418e-03 2.810911554466045e-03 5.242934420081544e-03 1.124364621786418e-16
1179 4.912499999999998e-09 4.385022101571567e-17 1.124364641428607e-03 2.810911603571518e-03 5.242934531388802e-03 1.124364641428607e-16
1180 4.916666666666665e-09 4.385022177318086e-17 1.124364660850791e-03 2.810911652126979e-03 5.242934641452613e-03 1.124364660850792e-16
1181 4.920833333333332e-09 4.385022252214657e-17 1.124364680055040e-03 2.810911700137601e-03 5.242934750284075e-03 1.124364680055040e-16
1182 4.924999999999999e-09 4.385022326272639e-17 1.124364699044267e-03 2.810911747610666e-03 5.242934857890591e-03 1.124364699044266e-16
1183 4.929166666666665e-09 4.385022399499545e-17 1.124364717820396e-03 2.810911794550991e-03 5.242934964305468e-03 1.124364717820396e-16
1184 4.933333333333331e-09 4.385022471900667e-17 1.124364736384786e-03 2.810911840961966e-03 5.242935069517602e-03 1.124364736384786e-16
1185 4.937499999999998e-09 4.385022543491011e-17 1.124364754741285e-03 2.810911886853213e-03 5.242935173545501e-03 1.124364754741285e-16
1186 4.941666666666665e-09 4.385022614281459e-17 1.124364772892682e-03 2.810911932231705e-03 5.242935276415066e-03 1.124364772892682e-16
1187 4.945833333333331e-09 4.385022684275544e-17 1.124364790839883e-03 2.810911977099708e-03 5.242935378118895e-03 1.124364790839883e-16
1188 4.949999999999998e-09 4.385022753484571e-17 1.124364808585788e-03 2.810912021464469e-03 5.242935478682897e-03 1.124364808585788e-16
1189 4.954166666666665e-09 4.385022821918664e-17 1.124364826132991e-03 2.810912065332477e-03 5.242935578118172e-03 1.124364826132991e-16
1190 4.958333333333331e-09 4.385022889583556e-17 1.124364843482963e-03 2.810912108707408e-03 5.242935676465428e-03 1.124364843482963e-16
1191 4.962499999999998e-09 4.385022956491590e-17 1.124364860638869e-03 2.810912151597173e-03 5.242935773687657e-03 1.124364860638869e-16
1192 4.966666666666665e-09 4.385023022650373e-17 1.124364877602660e-03 2.810912194006650e-03 5.242935869844075e-03 1.124364877602660e-16
1193 4.970833333333332e-09 4.385023088064288e-17 1.124364894375458e-03 2.810912235938646e-03 5.242935964912471e-03 1.124364894375458e-16
1194 4.974999999999998e-09 4.385023152747195e-17 1.124364910960819e-03 2.810912277402048e-03 5.242936058918756e-03 1.124364910960819e-16
1195 4.979166666666665e-09 4.385023216704626e-17 1.124364927360161e-03 2.810912318400402e-03 5.242936151859228e-03 1.124364927360161e-16
1196 4.983333333333332e-09 4.385023279943189e-17 1.124364943575177e-03 2.810912358937942e-03 5.242936243774590e-03 1.124364943575177e-16
1197 4.987499999999998e-09 4.385023342470487e-17 1.124364959607817e-03 2.810912399019543e-03 5.242936334627841e-03 1.124364959607817e-16
1198 4.991666666666665e-09 4.385023404296161e-17 1.124364975460554e-03 2.810912438651385e-03 5.242936424470789e-03 1.124364975460554e-16
1199 4.995833333333332e-09 4.385023465428557e-17 1.124364991135527e-03 2.810912477838819e-03 5.242936513321938e-03 1.124364991135528e-16
1200 4.999999999999998e-09 4.385023525874520e-17 1.124365006634492e-03 2.810912516586231e-03 5.242936601159083e-03 1.124365006634492e-16
1201 5.004166666666665e-09 4.385023585641544e-17 1.124365021959370e-03 2.810912554898426e-03 5.242936688008130e-03 1.124365021959370e-16
1202 5.008333333333332e-09 4.385023644742269e-17 1.124365037113402e-03 2.810912592783506e-03 5.242936773887581e-03 1.124365037113402e-16
1203 5.012499999999999e-09 4.385023703178229e-17 1.124365052096982e-03 2.810912630242455e-03 5.242936858804840e-03 1.124365052096982e-16
1204 5.016666666666665e-09 4.385023760958251e-17 1.124365066912372e-03 2.810912667280930e-03 5.242936942778408e-03 1.124365066912372e-16
1205 5.020833333333332e-09 4.385023818093954e-17 1.124365081562552e-03 2.810912703906381e-03 5.242937025800885e-03 1.124365081562552e-16
1206 5.024999999999998e-09 4.385023874584266e-17 1.124365096047248e-03 2.810912740118120e-03 5.242937107887076e-03 1.124365096047248e-16
1207 5.029166666666665e-09 4.385023930440420e-17 1.124365110369338e-03 2.810912775923346e-03 5.242937189070284e-03 1.124365110369338e-16
1208 5.033333333333331e-09 4.385023985670147e-17 1.124365124530807e-03 2.810912811327018e-03 5.242937269339409e-03 1.124365124530807e-16
1209 5.037499999999998e-09 4.385024040280371e-17 1.124365138533429e-03 2.810912846333572e-03 5.242937348690750e-03 1.124365138533429e-16
1210 5.041666666666665e-09 4.385024094277715e-17 1.124365152378901e-03 2.810912880947254e-03 5.242937427157612e-03 1.124365152378901e-16
1211 5.045833333333331e-09 4.385024147667341e-17 1.124365166068549e-03 2.810912915171373e-03 5.242937504736296e-03 1.124365166068549e-16
1212 5.049999999999998e-09 4.385024200458538e-17 1.124365179604753e-03 2.810912949011884e-03 5.242937581463810e-03 1.124365179604753e-16
1213 5.054166666666665e-09 4.385024252658893e-17 1.124365192989460e-03 2.810912982473650e-03 5.242937657317948e-03 1.124365192989460e-16
1214 5.058333333333331e-09 4.385024304272070e-17 1.124365206223608e-03 2.810913015559019e-03 5.242937732320914e-03 1.124365206223608e-16
1215 5.062499999999998e-09 4.385024355303860e-17 1.124365219308682e-03 2.810913048271705e-03 5.242937806465308e-03 1.124365219308682e-16
1216 5.066666666666665e-09 4.385024405766402e-17 1.124365232247795e-03 2.810913080619488e-03 5.242937879795539e-03 1.124365232247796e-16
1217 5.070833333333332e-09 4.385024455661638e-17 1.124365245041446e-03 2.810913112603614e-03 5.242937952289403e-03 1.124365245041446e-16
1218 5.074999999999998e-09 4.385024504994786e-17 1.124365257690971e-03 2.810913144227427e-03 5.242938023983903e-03 1.124365257690971e-16
1219 5.079166666666665e-09 4.385024553775377e-17 1.124365270198815e-03 2.810913175497037e-03 5.242938094879046e-03 1.124365270198815e-16
1220 5.083333333333332e-09 4.385024602011459e-17 1.124365282567041e-03 2.810913206417603e-03 5.242938164974827e-03 1.124365282567041e-16
1221 5.087499999999998e-09 4.385024649705956e-17 1.124365294796399e-03 2.810913236990998e-03 5.242938234286050e-03 1.124365294796399e-16
1222 5.091666666666665e-09 4.385024696865935e-17 1.124365306888701e-03 2.810913267221753e-03 5.242938302816416e-03 1.124365306888701e-16
1223 5.095833333333332e-09 4.385024743497263e-17 1.124365318845452e-03 2.810913297113631e-03 5.242938370569627e-03 1.124365318845452e-16
1224 5.099999999999999e-09 4.385024789604326e-17 1.124365330667776e-03 2.810913326669440e-03 5.242938437578988e-03 1.124365330667776e-16
1225 5.104166666666665e-09 4.385024835192544e-17 1.124365342357063e-03 2.810913355892657e-03 5.242938503840799e-03 1.124365342357063e-16
1226 5.108333333333332e-09 4.385024880269116e-17 1.124365353915158e-03 2.810913384787896e-03 5.242938569343957e-03 1.124365353915158e-16
1227 5.112499999999998e-09 4.385024924841703e-17 1.124365365344027e-03 2.810913413360066e-03 5.242938634114368e-03 1.124365365344026e-16
1228 5.116666666666665e-09 4.385024968915243e-17 1.124365376644934e-03 2.810913441612336e-03 5.242938698170536e-03 1.124365376644934e-16
1229 5.120833333333331e-09 4.385025012496290e-17 1.124365387819562e-03 2.810913469548904e-03 5.242938761512460e-03 1.124365387819562e-16
1230 5.124999999999998e-09 4.385025055587580e-17 1.124365398868610e-03 2.810913497171526e-03 5.242938824132740e-03 1.124365398868610e-16
1231 5.129166666666665e-09 4.385025098193924e-17 1.124365409793314e-03 2.810913524483285e-03 5.242938886057280e-03 1.124365409793314e-16
1232 5.133333333333331e-09 4.385025140324723e-17 1.124365420596083e-03 2.810913551490208e-03 5.242938947278677e-03 1.124365420596083e-16
1233 5.137499999999998e-09 4.385025181982049e-17 1.124365431277448e-03 2.810913578193621e-03 5.242939007808037e-03 1.124365431277449e-16
1234 5.141666666666665e-09 4.385025223171656e-17 1.124365441838886e-03 2.810913604597216e-03 5.242939067671263e-03 1.124365441838886e-16
1235 5.145833333333331e-09 4.385025263899559e-17 1.124365452281938e-03 2.810913630704846e-03 5.242939126860953e-03 1.124365452281938e-16
1236 5.149999999999998e-09 4.385025304171788e-17 1.124365462608151e-03 2.810913656520378e-03 5.242939185384509e-03 1.124365462608151e-16
1237 5.154166666666665e-09 4.385025343991862e-17 1.124365472818426e-03 2.810913682046066e-03 5.242939243249333e-03 1.124365472818426e-16
1238 5.158333333333332e-09 4.385025383364904e-17 1.124365482914078e-03 2.810913707285195e-03 5.242939300477630e-03 1.124365482914078e-16
1239 5.162499999999998e-09 4.385025422297594e-17 1.124365492896819e-03 2.810913732242048e-03 5.242939357054595e-03 1.124365492896819e-16
1240 5.166666666666665e-09 4.385025460792172e-17 1.124365502767224e-03 2.810913756918059e-03 5.242939412991333e-03 1.124365502767224e-16
1241 5.170833333333332e-09 4.385025498856150e-17 1.124365512527218e-03 2.810913781318045e-03 5.242939468298942e-03 1.124365512527218e-16
1242 5.174999999999998e-09 4.385025536492433e-17 1.124365522177547e-03 2.810913805443867e-03 5.242939522981127e-03 1.124365522177547e-16
1243 5.179166666666665e-09 4.385025573707090e-17 1.124365531719767e-03 2.810913829299417e-03 5.242939577063791e-03 1.124365531719767e-16
1244 5.183333333333332e-09 4.385025610505469e-17 1.124365541155249e-03 2.810913852888122e-03 5.242939630535832e-03 1.124365541155249e-16
1245 5.187499999999998e-09 4.385025646891252e-17 1.124365550484936e-03 2.810913876212341e-03 5.242939683415755e-03 1.124365550484937e-16
1246 5.191666666666665e-09 4.385025682868492e-17 1.124365559709870e-03 2.810913899274675e-03 5.242939735688756e-03 1.124365559709870e-16
1247 5.195833333333332e-09 4.385025718441777e-17 1.124365568831225e-03 2.810913922078063e-03 5.242939787391841e-03 1.124365568831225e-16
1248 5.199999999999999e-09 4.385025753617510e-17 1.124365577850644e-03 2.810913944626610e-03 5.242939838502810e-03 1.124365577850644e-16
1249 5.204166666666664e-09 4.385025788400408e-17 1.124365586769335e-03 2.810913966923339e-03 5.242939889047563e-03 1.124365586769335e-16
1250 5.208333333333331e-09 4.385025822791787e-17 1.124365595587638e-03 2.810913988969095e-03 5.242939939018701e-03 1.124365595587638e-16
1251 5.212499999999998e-09 4.385025856796086e-17 1.124365604306689e-03 2.810914010766722e-03 5.242939988416224e-03 1.124365604306689e-16
1252 5.216666666666665e-09 4.385025890418821e-17 1.124365612927903e-03 2.810914032319757e-03 5.242940037258635e-03 1.124365612927903e-16
1253 5.220833333333331e-09 4.385025923664911e-17 1.124365621452542e-03 2.810914053631354e-03 5.242940085568140e-03 1.124365621452542e-16
1254 5.224999999999998e-09 4.385025956538338e-17 1.124365629881625e-03 2.810914074704063e-03 5.242940133326234e-03 1.124365629881625e-16
1255 5.229166666666665e-09 4.385025989043133e-17 1.124365638216188e-03 2.810914095540470e-03 5.242940180566224e-03 1.124365638216188e-16
1256 5.233333333333331e-09 4.385026021181870e-17 1.124365646456890e-03 2.810914116142225e-03 5.242940227273307e-03 1.124365646456890e-16
1257 5.237499999999998e-09 4.385026052961634e-17 1.124365654605547e-03 2.810914136513868e-03 5.242940273451182e-03 1.124365654605547e-16
1258 5.241666666666665e-09 4.385026084383684e-17 1.124365662662483e-03 2.810914156656208e-03 5.242940319122058e-03 1.124365662662483e-16
1259 5.245833333333332e-09 4.385026115455384e-17 1.124365670629586e-03 2.810914176573965e-03 5.242940364278528e-03 1.124365670629586e-16
1260 5.249999999999998e-09 4.385026146175996e-17 1.124365678506666e-03 2.810914196266664e-03 5.242940408905794e-03 1.124365678506666e-16
1261 5.254166666666665e-09 4.385026176554010e-17 1.124365686295900e-03 2.810914215739751e-03 5.242940453048261e-03 1.124365686295900e-16
1262 5.258333333333332e-09 4.385026206591408e-17 1.124365693997797e-03 2.810914234994493e-03 5.242940496694829e-03 1.124365693997797e-16
1263 5.262499999999998e-09 4.385026236290467e-17 1.124365701612940e-03 2.810914254032351e-03 5.242940539841796e-03 1.124365701612941e-16
1264 5.266666666666665e-09 4.385026265656532e-17 1.124365709142701e-03 2.810914272856752e-03 5.242940582526171e-03 1.124365709142701e-16
1265 5.270833333333332e-09 4.385026294692491e-17 1.124365716587818e-03 2.810914291469546e-03 5.242940624710946e-03 1.124365716587818e-16
1266 5.274999999999998e-09 4.385026323402506e-17 1.124365723949361e-03 2.810914309873402e-03 5.242940666418324e-03 1.124365723949361e-16
1267 5.279166666666665e-09 4.385026351792168e-17 1.124365731228761e-03 2.810914328071903e-03 5.242940707681613e-03 1.124365731228761e-16
1268 5.283333333333332e-09 4.385026379861548e-17 1.124365738426038e-03 2.810914346065095e-03 5.242940748478608e-03 1.124365738426038e-16
1269 5.287499999999999e-09 4.385026407616014e-17 1.124365745542568e-03 2.810914363856420e-03 5.242940788816711e-03 1.124365745542568e-16
1270 5.291666666666664e-09 4.385026435060560e-17 1.124365752579631e-03 2.810914381449077e-03 5.242940828684821e-03 1.124365752579631e-16
1271 5.295833333333331e-09 4.385026462197501e-17 1.124365759537821e-03 2.810914398844552e-03 5.242940868119942e-03 1.124365759537821e-16
1272 5.299999999999998e-09 4.385026489031295e-17 1.124365766418281e-03 2.810914416045703e-03 5.242940907114675e-03 1.124365766418281e-16
1273 5.304166666666665e-09 4.385026515563443e-17 1.124365773221396e-03 2.810914433053489e-03 5.242940945661619e-03 1.124365773221396e-16
1274 5.308333333333331e-09 4.385026541797957e-17 1.124365779948194e-03 2.810914449870485e-03 5.242940983764473e-03 1.124365779948194e-16
1275 5.312499999999998e-09 4.385026567737874e-17 1.124365786599455e-03 2.810914466498637e-03 5.242941021452843e-03 1.124365786599455e-16
1276 5.316666666666665e-09 4.385026593385913e-17 1.124365793175875e-03 2.810914482939688e-03 5.242941058704527e-03 1.124365793175875e-16
1277 5.320833333333331e-09 4.385026618746534e-17 1.124365799678599e-03 2.810914499196497e-03 5.242941095567632e-03 1.124365799678598e-16
1278 5.324999999999998e-09 4.385026643825010e-17 1.124365806108977e-03 2.810914515272443e-03 5.242941132001451e-03 1.124365806108977e-16
1279 5.329166666666665e-09 4.385026668619491e-17 1.124365812466536e-03 2.810914531166341e-03 5.242941168028188e-03 1.124365812466536e-16
1280 5.333333333333331e-09 4.385026693137546e-17 1.124365818753217e-03 2.810914546883043e-03 5.242941203644143e-03 1.124365818753217e-16
1281 5.337499999999998e-09 4.385026717380745e-17 1.124365824969422e-03 2.810914562423555e-03 5.242941238875220e-03 1.124365824969422e-16
1282 5.341666666666665e-09 4.385026741350905e-17 1.124365831115617e-03 2.810914577789042e-03 5.242941273684414e-03 1.124365831115617e-16
1283 5.345833333333332e-09 4.385026765051835e-17 1.124365837192778e-03 2.810914592981946e-03 5.242941308119831e-03 1.124365837192778e-16
1284 5.349999999999998e-09 4.385026788488846e-17 1.124365843202268e-03 2.810914608005671e-03 5.242941342181472e-03 1.124365843202268e-16
1285 5.354166666666665e-09 4.385026811661162e-17 1.124365849143888e-03 2.810914622859720e-03 5.242941375850837e-03 1.124365849143888e-16
1286 5.358333333333332e-09 4.385026834572743e-17 1.124365855018652e-03 2.810914637546630e-03 5.242941409142723e-03 1.124365855018652e-16
1287 5.362499999999998e-09 4.385026857229268e-17 1.124365860828017e-03 2.810914652070044e-03 5.242941442064536e-03 1.124365860828018e-16
1288 5.366666666666665e-09 4.385026879630015e-17 1.124365866571799e-03 2.810914666429497e-03 5.242941474608875e-03 1.124365866571799e-16
1289 5.370833333333332e-09 4.385026901777855e-17 1.124365872250732e-03 2.810914680626830e-03 5.242941506790540e-03 1.124365872250732e-16
1290 5.374999999999998e-09 4.385026923679613e-17 1.124365877866567e-03 2.810914694666419e-03 5.242941538624334e-03 1.124365877866568e-16
1291 5.379166666666664e-09 4.385026945334161e-17 1.124365883419016e-03 2.810914708547540e-03 5.242941570091756e-03 1.124365883419016e-16
1292 5.383333333333331e-09 4.385026966747662e-17 1.124365888909657e-03 2.810914722274142e-03 5.242941601196504e-03 1.124365888909657e-16
1293 5.387499999999998e-09 4.385026987920134e-17 1.124365894338496e-03 2.810914735846240e-03 5.242941631975587e-03 1.124365894338496e-16
1294 5.391666666666664e-09 4.385027008854554e-17 1.124365899706296e-03 2.810914749265740e-03 5.242941662395697e-03 1.124365899706296e-16
1295 5.395833333333331e-09 4.385027029556106e-17 1.124365905014386e-03 2.810914762535966e-03 5.242941692475340e-03 1.124365905014386e-16
1296 5.399999999999998e-09 4.385027050023788e-17 1.124365910262510e-03 2.810914775656275e-03 5.242941722214515e-03 1.124365910262510e-16
1297 5.404166666666665e-09 4.385027070262266e-17 1.124365915451863e-03 2.810914788629658e-03 5.242941751605819e-03 1.124365915451863e-16
1298 5.408333333333331e-09 4.385027090273037e-17 1.124365920582830e-03 2.810914801457075e-03 5.242941780689962e-03 1.124365920582830e-16
1299 5.412499999999998e-09 4.385027110060523e-17 1.124365925656544e-03 2.810914814141361e-03 5.242941809459541e-03 1.124365925656545e-16
1300 5.416666666666665e-09 4.385027129626520e-17 1.124365930673467e-03 2.810914826683667e-03 5.242941837884950e-03 1.124365930673467e-16
1301 5.420833333333331e-09 4.385027148974710e-17 1.124365935634541e-03 2.810914839086353e-03 5.242941865999498e-03 1.124365935634541e-16
1302 5.424999999999998e-09 4.385027168104075e-17 1.124365940539507e-03 2.810914851348766e-03 5.242941893788382e-03 1.124365940539507e-16
1303 5.429166666666665e-09 4.385027187020351e-17 1.124365945389834e-03 2.810914863474584e-03 5.242941921281204e-03 1.124365945389834e-16
1304 5.433333333333332e-09 4.385027205723667e-17 1.124365950185556e-03 2.810914875463890e-03 5.242941948452062e-03 1.124365950185556e-16
1305 5.437499999999998e-09 4.385027224216690e-17 1.124365954927356e-03 2.810914887318391e-03 5.242941975323159e-03 1.124365954927356e-16
1306 5.441666666666665e-09 4.385027242499417e-17 1.124365959615235e-03 2.810914899038088e-03 5.242942001894498e-03 1.124365959615235e-16
1307 5.445833333333332e-09 4.385027260578991e-17 1.124365964251023e-03 2.810914910627558e-03 5.242942028166074e-03 1.124365964251024e-16
1308 5.449999999999998e-09 4.385027278456154e-17 1.124365968834911e-03 2.810914922087279e-03 5.242942054145294e-03 1.124365968834912e-16
1309 5.454166666666665e-09 4.385027296132848e-17 1.124365973367397e-03 2.810914933418493e-03 5.242942079824751e-03 1.124365973367397e-16
