# iT  physTime_s  Qy_m3_per_s  qy_cell_m_per_s  u_y_fluid_average_m_per_s  u_y_fluid_max_m_per_s  B_yy_m2
1188 4.949999999999998e-09 4.385022751406421e-18 1.124364808052929e-04 2.810912020132322e-04 5.242935474985843e-04 1.124364808052929e-16
1189 4.954166666666665e-09 4.385022819843530e-18 1.124364825600905e-04 2.810912064002263e-04 5.242935574387811e-04 1.124364825600905e-16
1190 4.958333333333331e-09 4.385022887509402e-18 1.124364842951129e-04 2.810912107377822e-04 5.242935672679556e-04 1.124364842951129e-16
1191 4.962499999999998e-09 4.385022954410332e-18 1.124364860105213e-04 2.810912150263034e-04 5.242935769972100e-04 1.124364860105214e-16
1192 4.966666666666665e-09 4.385023020573518e-18 1.124364877070133e-04 2.810912192675332e-04 5.242935866043401e-04 1.124364877070133e-16
1193 4.970833333333332e-09 4.385023085984342e-18 1.124364893842139e-04 2.810912234605348e-04 5.242935961152505e-04 1.124364893842139e-16
1194 4.974999999999998e-09 4.385023150652059e-18 1.124364910423605e-04 2.810912276059012e-04 5.242936055188396e-04 1.124364910423605e-16
1195 4.979166666666665e-09 4.385023214594429e-18 1.124364926819084e-04 2.810912317047711e-04 5.242936148151070e-04 1.124364926819084e-16
1196 4.983333333333332e-09 4.385023277824220e-18 1.124364943031851e-04 2.810912357579628e-04 5.242936239966514e-04 1.124364943031851e-16
1197 4.987499999999998e-09 4.385023340340323e-18 1.124364959061621e-04 2.810912397654054e-04 5.242936330893780e-04 1.124364959061622e-16
1198 4.991666666666665e-09 4.385023402170124e-18 1.124364974915416e-04 2.810912437288541e-04 5.242936420858852e-04 1.124364974915417e-16
1199 4.995833333333332e-09 4.385023463298819e-18 1.124364990589441e-04 2.810912476473602e-04 5.242936509528665e-04 1.124364990589441e-16
1200 4.999999999999998e-09 4.385023523731219e-18 1.124365006084928e-04 2.810912515212320e-04 5.242936597384313e-04 1.124365006084928e-16
1201 5.004166666666665e-09 4.385023583498040e-18 1.124365021409754e-04 2.810912553524385e-04 5.242936684203754e-04 1.124365021409754e-16
1202 5.008333333333332e-09 4.385023642578373e-18 1.124365036558557e-04 2.810912591396393e-04 5.242936770098010e-04 1.124365036558557e-16
1203 5.012499999999999e-09 4.385023701012001e-18 1.124365051541539e-04 2.810912628853847e-04 5.242936855104085e-04 1.124365051541539e-16
1204 5.016666666666665e-09 4.385023758784122e-18 1.124365066354903e-04 2.810912665887258e-04 5.242936938925924e-04 1.124365066354903e-16
1205 5.020833333333332e-09 4.385023815911203e-18 1.124365081002873e-04 2.810912702507181e-04 5.242937021970605e-04 1.124365081002873e-16
1206 5.024999999999998e-09 4.385023872406566e-18 1.124365095488863e-04 2.810912738722158e-04 5.242937104016086e-04 1.124365095488863e-16
1207 5.029166666666665e-09 4.385023928261888e-18 1.124365109810740e-04 2.810912774526851e-04 5.242937185136382e-04 1.124365109810740e-16
1208 5.033333333333331e-09 4.385023983499183e-18 1.124365123974149e-04 2.810912809935374e-04 5.242937265479522e-04 1.124365123974149e-16
1209 5.037499999999998e-09 4.385024038110684e-18 1.124365137977098e-04 2.810912844942746e-04 5.242937344823461e-04 1.124365137977098e-16
1210 5.041666666666665e-09 4.385024092088061e-18 1.124365151817452e-04 2.810912879543630e-04 5.242937423316227e-04 1.124365151817452e-16
1211 5.045833333333331e-09 4.385024145476467e-18 1.124365165506786e-04 2.810912913766966e-04 5.242937500809795e-04 1.124365165506786e-16
1212 5.049999999999998e-09 4.385024198262020e-18 1.124365179041544e-04 2.810912947603859e-04 5.242937577452191e-04 1.124365179041544e-16
1213 5.054166666666665e-09 4.385024250472479e-18 1.124365192428841e-04 2.810912981072102e-04 5.242937653428454e-04 1.124365192428841e-16
1214 5.058333333333331e-09 4.385024302103956e-18 1.124365205667681e-04 2.810913014169203e-04 5.242937728368509e-04 1.124365205667681e-16
1215 5.062499999999998e-09 4.385024353117778e-18 1.124365218748148e-04 2.810913046870371e-04 5.242937802531406e-04 1.124365218748148e-16
1216 5.066666666666665e-09 4.385024403591847e-18 1.124365231690217e-04 2.810913079225543e-04 5.242937875917148e-04 1.124365231690217e-16
1217 5.070833333333332e-09 4.385024453504329e-18 1.124365244488290e-04 2.810913111220724e-04 5.242937948525734e-04 1.124365244488290e-16
1218 5.074999999999998e-09 4.385024502840605e-18 1.124365257138617e-04 2.810913142846542e-04 5.242938020135119e-04 1.124365257138616e-16
1219 5.079166666666665e-09 4.385024551632871e-18 1.124365269649454e-04 2.810913174123636e-04 5.242938091115376e-04 1.124365269649454e-16
1220 5.083333333333332e-09 4.385024599868176e-18 1.124365282017481e-04 2.810913205043702e-04 5.242938161133443e-04 1.124365282017481e-16
1221 5.087499999999998e-09 4.385024647563912e-18 1.124365294247157e-04 2.810913235617893e-04 5.242938230448366e-04 1.124365294247157e-16
1222 5.091666666666665e-09 4.385024694720265e-18 1.124365306338529e-04 2.810913265846324e-04 5.242938298949129e-04 1.124365306338529e-16
1223 5.095833333333332e-09 4.385024741351112e-18 1.124365318295157e-04 2.810913295737893e-04 5.242938366709740e-04 1.124365318295157e-16
1224 5.099999999999999e-09 4.385024787476808e-18 1.124365330122258e-04 2.810913325305646e-04 5.242938433656189e-04 1.124365330122258e-16
1225 5.104166666666665e-09 4.385024833081810e-18 1.124365341815849e-04 2.810913354539622e-04 5.242938500047525e-04 1.124365341815849e-16
1226 5.108333333333332e-09 4.385024878158715e-18 1.124365353374030e-04 2.810913383435074e-04 5.242938565587692e-04 1.124365353374029e-16
1227 5.112499999999998e-09 4.385024922746196e-18 1.124365364806717e-04 2.810913412016793e-04 5.242938630387709e-04 1.124365364806717e-16
1228 5.116666666666665e-09 4.385024966819275e-18 1.124365376107506e-04 2.810913440268766e-04 5.242938694447577e-04 1.124365376107506e-16
1229 5.120833333333331e-09 4.385025010400710e-18 1.124365387282233e-04 2.810913468205584e-04 5.242938757767297e-04 1.124365387282233e-16
1230 5.124999999999998e-09 4.385025053501789e-18 1.124365398333792e-04 2.810913495834480e-04 5.242938820420882e-04 1.124365398333792e-16
1231 5.129166666666665e-09 4.385025096108447e-18 1.124365409258576e-04 2.810913523146441e-04 5.242938882445341e-04 1.124365409258576e-16
1232 5.133333333333331e-09 4.385025138254179e-18 1.124365420065174e-04 2.810913550162936e-04 5.242938943655639e-04 1.124365420065174e-16
1233 5.137499999999998e-09 4.385025179905121e-18 1.124365430744903e-04 2.810913576862257e-04 5.242939004236809e-04 1.124365430744903e-16
1234 5.141666666666665e-09 4.385025221103091e-18 1.124365441308485e-04 2.810913603271212e-04 5.242939064077828e-04 1.124365441308485e-16
1235 5.145833333333331e-09 4.385025261831623e-18 1.124365451751698e-04 2.810913629379246e-04 5.242939123326732e-04 1.124365451751698e-16
1236 5.149999999999998e-09 4.385025302113475e-18 1.124365462080378e-04 2.810913655200946e-04 5.242939181761471e-04 1.124365462080378e-16
1237 5.154166666666665e-09 4.385025341943650e-18 1.124365472293244e-04 2.810913680733109e-04 5.242939239752119e-04 1.124365472293244e-16
1238 5.158333333333332e-09 4.385025381312344e-18 1.124365482387781e-04 2.810913705969451e-04 5.242939296928605e-04 1.124365482387781e-16
1239 5.162499999999998e-09 4.385025420245830e-18 1.124365492370726e-04 2.810913730926815e-04 5.242939353438957e-04 1.124365492370726e-16
1240 5.166666666666665e-09 4.385025458728012e-18 1.124365502237952e-04 2.810913755594879e-04 5.242939409394197e-04 1.124365502237952e-16
1241 5.170833333333332e-09 4.385025496779795e-18 1.124365511994819e-04 2.810913779987048e-04 5.242939464646298e-04 1.124365511994819e-16
1242 5.174999999999998e-09 4.385025534427088e-18 1.124365521647971e-04 2.810913804119928e-04 5.242939519417300e-04 1.124365521647971e-16
1243 5.179166666666665e-09 4.385025571643244e-18 1.124365531190575e-04 2.810913827976439e-04 5.242939573522169e-04 1.124365531190575e-16
1244 5.183333333333332e-09 4.385025608464716e-18 1.124365540631978e-04 2.810913851579947e-04 5.242939627108933e-04 1.124365540631979e-16
1245 5.187499999999998e-09 4.385025644832106e-18 1.124365549956950e-04 2.810913874892376e-04 5.242939679881535e-04 1.124365549956950e-16
1246 5.191666666666665e-09 4.385025680806108e-18 1.124365559181053e-04 2.810913897952634e-04 5.242939732247054e-04 1.124365559181053e-16
1247 5.195833333333332e-09 4.385025716393011e-18 1.124365568305900e-04 2.810913920764751e-04 5.242939784057462e-04 1.124365568305901e-16
1248 5.199999999999999e-09 4.385025751563026e-18 1.124365577323853e-04 2.810913943309633e-04 5.242939835275749e-04 1.124365577323853e-16
1249 5.204166666666664e-09 4.385025786329291e-18 1.124365586238280e-04 2.810913965595699e-04 5.242939885790897e-04 1.124365586238280e-16
1250 5.208333333333331e-09 4.385025820738802e-18 1.124365595061231e-04 2.810913987653079e-04 5.242939935602904e-04 1.124365595061232e-16
1251 5.212499999999998e-09 4.385025854732351e-18 1.124365603777526e-04 2.810914009443815e-04 5.242939985192865e-04 1.124365603777526e-16
1252 5.216666666666665e-09 4.385025888355641e-18 1.124365612398882e-04 2.810914030997206e-04 5.242940033931656e-04 1.124365612398882e-16
1253 5.220833333333331e-09 4.385025921591462e-18 1.124365620920888e-04 2.810914052302220e-04 5.242940082263365e-04 1.124365620920888e-16
1254 5.224999999999998e-09 4.385025954470902e-18 1.124365629351513e-04 2.810914073378783e-04 5.242940130076970e-04 1.124365629351513e-16
1255 5.229166666666665e-09 4.385025986976751e-18 1.124365637686347e-04 2.810914094215867e-04 5.242940177372471e-04 1.124365637686347e-16
1256 5.233333333333331e-09 4.385026019105866e-18 1.124365645924581e-04 2.810914114811453e-04 5.242940224112861e-04 1.124365645924581e-16
1257 5.237499999999998e-09 4.385026050878414e-18 1.124365654071388e-04 2.810914135178471e-04 5.242940270224124e-04 1.124365654071388e-16
1258 5.241666666666665e-09 4.385026082295319e-18 1.124365662127005e-04 2.810914155317513e-04 5.242940315891298e-04 1.124365662127005e-16
1259 5.245833333333332e-09 4.385026113366021e-18 1.124365670093852e-04 2.810914175234629e-04 5.242940361151389e-04 1.124365670093852e-16
1260 5.249999999999998e-09 4.385026144085337e-18 1.124365677970599e-04 2.810914194926498e-04 5.242940405819362e-04 1.124365677970599e-16
1261 5.254166666666665e-09 4.385026174468811e-18 1.124365685761234e-04 2.810914214403085e-04 5.242940450006239e-04 1.124365685761234e-16
1262 5.258333333333332e-09 4.385026204504044e-18 1.124365693462576e-04 2.810914233656439e-04 5.242940493675011e-04 1.124365693462575e-16
1263 5.262499999999998e-09 4.385026234209542e-18 1.124365701079370e-04 2.810914252698425e-04 5.242940536751664e-04 1.124365701079370e-16
1264 5.266666666666665e-09 4.385026263580862e-18 1.124365708610478e-04 2.810914271526194e-04 5.242940579310214e-04 1.124365708610478e-16
1265 5.270833333333332e-09 4.385026292639284e-18 1.124365716061355e-04 2.810914290153387e-04 5.242940621498688e-04 1.124365716061355e-16
1266 5.274999999999998e-09 4.385026321328188e-18 1.124365723417484e-04 2.810914308543710e-04 5.242940663280082e-04 1.124365723417484e-16
1267 5.279166666666665e-09 4.385026349726028e-18 1.124365730698982e-04 2.810914326747454e-04 5.242940704654393e-04 1.124365730698981e-16
1268 5.283333333333332e-09 4.385026377806528e-18 1.124365737899110e-04 2.810914344747775e-04 5.242940745251547e-04 1.124365737899110e-16
1269 5.287499999999999e-09 4.385026405576166e-18 1.124365745019530e-04 2.810914362548825e-04 5.242940785552644e-04 1.124365745019530e-16
1270 5.291666666666664e-09 4.385026433036977e-18 1.124365752060763e-04 2.810914380151909e-04 5.242940825483666e-04 1.124365752060763e-16
1271 5.295833333333331e-09 4.385026460184707e-18 1.124365759021720e-04 2.810914397554300e-04 5.242940864970599e-04 1.124365759021720e-16
1272 5.299999999999998e-09 4.385026487020277e-18 1.124365765902635e-04 2.810914414756588e-04 5.242940903939426e-04 1.124365765902635e-16
1273 5.304166666666665e-09 4.385026513565709e-18 1.124365772709156e-04 2.810914431772891e-04 5.242940942612195e-04 1.124365772709156e-16
1274 5.308333333333331e-09 4.385026539800464e-18 1.124365779436017e-04 2.810914448590041e-04 5.242940980655838e-04 1.124365779436017e-16
1275 5.312499999999998e-09 4.385026565723803e-18 1.124365786083026e-04 2.810914465207566e-04 5.242941018403420e-04 1.124365786083026e-16
1276 5.316666666666665e-09 4.385026591369213e-18 1.124365792658773e-04 2.810914481646932e-04 5.242941055743920e-04 1.124365792658773e-16
1277 5.320833333333331e-09 4.385026616718012e-18 1.124365799158465e-04 2.810914497896162e-04 5.242941092603326e-04 1.124365799158464e-16
1278 5.324999999999998e-09 4.385026641819413e-18 1.124365805594721e-04 2.810914513986804e-04 5.242941129018642e-04 1.124365805594721e-16
1279 5.329166666666665e-09 4.385026666620131e-18 1.124365811953880e-04 2.810914529884699e-04 5.242941164989867e-04 1.124365811953880e-16
1280 5.333333333333331e-09 4.385026691158466e-18 1.124365818245761e-04 2.810914545614402e-04 5.242941200628026e-04 1.124365818245761e-16
1281 5.337499999999998e-09 4.385026715398335e-18 1.124365824461112e-04 2.810914561152779e-04 5.242941235933117e-04 1.124365824461112e-16
1282 5.341666666666665e-09 4.385026739372490e-18 1.124365830608331e-04 2.810914576520828e-04 5.242941270831128e-04 1.124365830608331e-16
1283 5.345833333333332e-09 4.385026763087039e-18 1.124365836688984e-04 2.810914591722461e-04 5.242941305285049e-04 1.124365836688985e-16
1284 5.349999999999998e-09 4.385026786523663e-18 1.124365842698375e-04 2.810914606745938e-04 5.242941339368897e-04 1.124365842698375e-16
1285 5.354166666666665e-09 4.385026809697163e-18 1.124365848640298e-04 2.810914621600746e-04 5.242941373045661e-04 1.124365848640298e-16
1286 5.358333333333332e-09 4.385026832602359e-18 1.124365854513425e-04 2.810914636283564e-04 5.242941406315345e-04 1.124365854513425e-16
1287 5.362499999999998e-09 4.385026855271077e-18 1.124365860325917e-04 2.810914650814793e-04 5.242941439214954e-04 1.124365860325917e-16
1288 5.366666666666665e-09 4.385026877682964e-18 1.124365866072555e-04 2.810914665181388e-04 5.242941471781496e-04 1.124365866072555e-16
1289 5.370833333333332e-09 4.385026899828583e-18 1.124365871750919e-04 2.810914679377298e-04 5.242941503940956e-04 1.124365871750919e-16
1290 5.374999999999998e-09 4.385026921722181e-18 1.124365877364662e-04 2.810914693411655e-04 5.242941535767349e-04 1.124365877364662e-16
1291 5.379166666666664e-09 4.385026943391329e-18 1.124365882920854e-04 2.810914707302135e-04 5.242941567075638e-04 1.124365882920854e-16
1292 5.383333333333331e-09 4.385026964821964e-18 1.124365888415888e-04 2.810914721039721e-04 5.242941598235898e-04 1.124365888415889e-16
1293 5.387499999999998e-09 4.385026985973933e-18 1.124365893839470e-04 2.810914734598675e-04 5.242941628989076e-04 1.124365893839470e-16
1294 5.391666666666664e-09 4.385027006906633e-18 1.124365899206829e-04 2.810914748017073e-04 5.242941659483202e-04 1.124365899206829e-16
1295 5.395833333333331e-09 4.385027027630981e-18 1.124365904520764e-04 2.810914761301911e-04 5.242941689496230e-04 1.124365904520764e-16
1296 5.399999999999998e-09 4.385027048102939e-18 1.124365909769984e-04 2.810914774424962e-04 5.242941719213200e-04 1.124365909769984e-16
1297 5.404166666666665e-09 4.385027068323617e-18 1.124365914954774e-04 2.810914787386934e-04 5.242941748597102e-04 1.124365914954774e-16
1298 5.408333333333331e-09 4.385027088341122e-18 1.124365920087467e-04 2.810914800218668e-04 5.242941777721954e-04 1.124365920087467e-16
1299 5.412499999999998e-09 4.385027108141395e-18 1.124365925164460e-04 2.810914812911151e-04 5.242941806587752e-04 1.124365925164460e-16
1300 5.416666666666665e-09 4.385027127722953e-18 1.124365930185373e-04 2.810914825463432e-04 5.242941834898440e-04 1.124365930185373e-16
1301 5.420833333333331e-09 4.385027147057487e-18 1.124365935142945e-04 2.810914837857364e-04 5.242941863061097e-04 1.124365935142946e-16
1302 5.424999999999998e-09 4.385027166187000e-18 1.124365940047949e-04 2.810914850119872e-04 5.242941890927693e-04 1.124365940047949e-16
1303 5.429166666666665e-09 4.385027185095023e-18 1.124365944896160e-04 2.810914862240400e-04 5.242941918350203e-04 1.124365944896160e-16
1304 5.433333333333332e-09 4.385027203790994e-18 1.124365949689999e-04 2.810914874224997e-04 5.242941945587676e-04 1.124365949689999e-16
1305 5.437499999999998e-09 4.385027222294155e-18 1.124365954434399e-04 2.810914886085997e-04 5.242941972418065e-04 1.124365954434399e-16
1306 5.441666666666665e-09 4.385027240589890e-18 1.124365959125613e-04 2.810914897814033e-04 5.242941999026410e-04 1.124365959125613e-16
1307 5.445833333333332e-09 4.385027258654516e-18 1.124365963757568e-04 2.810914909393921e-04 5.242942025264681e-04 1.124365963757568e-16
1308 5.449999999999998e-09 4.385027276537432e-18 1.124365968342931e-04 2.810914920857329e-04 5.242942051169884e-04 1.124365968342931e-16
1309 5.454166666666665e-09 4.385027294222360e-18 1.124365972877528e-04 2.810914932193821e-04 5.242942076779029e-04 1.124365972877528e-16
1310 5.458333333333332e-09 4.385027311714108e-18 1.124365977362592e-04 2.810914943406480e-04 5.242942102129121e-04 1.124365977362592e-16
1311 5.462499999999998e-09 4.385027328992694e-18 1.124365981792999e-04 2.810914954482497e-04 5.242942127405199e-04 1.124365981792999e-16
1312 5.466666666666664e-09 4.385027346072921e-18 1.124365986172544e-04 2.810914965431360e-04 5.242942152237186e-04 1.124365986172544e-16
1313 5.470833333333331e-09 4.385027362975141e-18 1.124365990506447e-04 2.810914976266117e-04 5.242942176773117e-04 1.124365990506447e-16
1314 5.474999999999998e-09 4.385027379676966e-18 1.124365994788966e-04 2.810914986972415e-04 5.242942201124008e-04 1.124365994788966e-16
1315 5.479166666666664e-09 4.385027396186353e-18 1.124365999022142e-04 2.810914997555355e-04 5.242942225141831e-04 1.124365999022142e-16
1316 5.483333333333331e-09 4.385027412519769e-18 1.124366003210197e-04 2.810915008025494e-04 5.242942248826591e-04 1.124366003210197e-16
1317 5.487499999999998e-09 4.385027428669998e-18 1.124366007351282e-04 2.810915018378205e-04 5.242942272363318e-04 1.124366007351282e-16
1318 5.491666666666665e-09 4.385027444637040e-18 1.124366011445395e-04 2.810915028613488e-04 5.242942295752016e-04 1.124366011445395e-16
1319 5.495833333333331e-09 4.385027460427742e-18 1.124366015494293e-04 2.810915038735733e-04 5.242942318622612e-04 1.124366015494293e-16
1320 5.499999999999998e-09 4.385027476036368e-18 1.124366019496505e-04 2.810915048741262e-04 5.242942341345176e-04 1.124366019496505e-16
1321 5.504166666666665e-09 4.385027491496040e-18 1.124366023460523e-04 2.810915058651308e-04 5.242942363697666e-04 1.124366023460523e-16
1322 5.508333333333331e-09 4.385027506779739e-18 1.124366027379420e-04 2.810915068448551e-04 5.242942385791105e-04 1.124366027379420e-16
1323 5.512499999999998e-09 4.385027521880252e-18 1.124366031251347e-04 2.810915078128367e-04 5.242942407662497e-04 1.124366031251347e-16
1324 5.516666666666665e-09 4.385027536793693e-18 1.124366035075306e-04 2.810915087688266e-04 5.242942429422870e-04 1.124366035075306e-16
1325 5.520833333333331e-09 4.385027551545781e-18 1.124366038857893e-04 2.810915097144732e-04 5.242942450850174e-04 1.124366038857892e-16
1326 5.524999999999998e-09 4.385027566136888e-18 1.124366042599202e-04 2.810915106498005e-04 5.242942472018426e-04 1.124366042599202e-16
1327 5.529166666666665e-09 4.385027580567382e-18 1.124366046299329e-04 2.810915115748322e-04 5.242942493112664e-04 1.124366046299329e-16
1328 5.533333333333332e-09 4.385027594852251e-18 1.124366049962116e-04 2.810915124905289e-04 5.242942513836826e-04 1.124366049962116e-16
1329 5.537499999999998e-09 4.385027608956339e-18 1.124366053578549e-04 2.810915133946372e-04 5.242942534338944e-04 1.124366053578549e-16
1330 5.541666666666665e-09 4.385027622907217e-18 1.124366057155697e-04 2.810915142889242e-04 5.242942554507996e-04 1.124366057155697e-16
1331 5.545833333333332e-09 4.385027636705439e-18 1.124366060693702e-04 2.810915151734256e-04 5.242942574566025e-04 1.124366060693703e-16
1332 5.549999999999998e-09 4.385027650318438e-18 1.124366064184215e-04 2.810915160460538e-04 5.242942594402010e-04 1.124366064184215e-16
1333 5.554166666666665e-09 4.385027663797286e-18 1.124366067640330e-04 2.810915169100825e-04 5.242942613978942e-04 1.124366067640330e-16
1334 5.558333333333331e-09 4.385027677133286e-18 1.124366071059817e-04 2.810915177649543e-04 5.242942633333830e-04 1.124366071059817e-16
1335 5.562499999999998e-09 4.385027690309783e-18 1.124366074438406e-04 2.810915186096015e-04 5.242942652503681e-04 1.124366074438406e-16
1336 5.566666666666664e-09 4.385027703343800e-18 1.124366077780462e-04 2.810915194451154e-04 5.242942671562511e-04 1.124366077780462e-16
1337 5.570833333333331e-09 4.385027716227198e-18 1.124366081083897e-04 2.810915202709743e-04 5.242942690140243e-04 1.124366081083897e-16
1338 5.574999999999998e-09 4.385027728966823e-18 1.124366084350467e-04 2.810915210876169e-04 5.242942708754982e-04 1.124366084350467e-16
1339 5.579166666666665e-09 4.385027741555087e-18 1.124366087578227e-04 2.810915218945569e-04 5.242942727147677e-04 1.124366087578227e-16
1340 5.583333333333331e-09 4.385027754003277e-18 1.124366090770071e-04 2.810915226925178e-04 5.242942745392344e-04 1.124366090770071e-16
1341 5.587499999999998e-09 4.385027766344516e-18 1.124366093934491e-04 2.810915234836229e-04 5.242942763229926e-04 1.124366093934491e-16
1342 5.591666666666665e-09 4.385027778519222e-18 1.124366097056211e-04 2.810915242640527e-04 5.242942780882472e-04 1.124366097056210e-16
1343 5.595833333333331e-09 4.385027790576799e-18 1.124366100147897e-04 2.810915250369744e-04 5.242942798386988e-04 1.124366100147897e-16
1344 5.599999999999998e-09 4.385027802478205e-18 1.124366103199540e-04 2.810915257998849e-04 5.242942815817489e-04 1.124366103199540e-16
1345 5.604166666666665e-09 4.385027814240648e-18 1.124366106215551e-04 2.810915265538878e-04 5.242942832803902e-04 1.124366106215551e-16
1346 5.608333333333331e-09 4.385027825876340e-18 1.124366109199062e-04 2.810915272997654e-04 5.242942849753307e-04 1.124366109199062e-16
1347 5.612499999999998e-09 4.385027837387688e-18 1.124366112150689e-04 2.810915280376723e-04 5.242942866517673e-04 1.124366112150689e-16
1348 5.616666666666665e-09 4.385027848765808e-18 1.124366115068156e-04 2.810915287670390e-04 5.242942882874960e-04 1.124366115068156e-16
1349 5.620833333333332e-09 4.385027860026430e-18 1.124366117955495e-04 2.810915294888738e-04 5.242942899343270e-04 1.124366117955495e-16
1350 5.624999999999998e-09 4.385027871149200e-18 1.124366120807487e-04 2.810915302018719e-04 5.242942915404495e-04 1.124366120807487e-16
1351 5.629166666666665e-09 4.385027882162612e-18 1.124366123631439e-04 2.810915309078598e-04 5.242942931539736e-04 1.124366123631439e-16
1352 5.633333333333332e-09 4.385027893040577e-18 1.124366126420661e-04 2.810915316051652e-04 5.242942947415926e-04 1.124366126420661e-16
1353 5.637499999999998e-09 4.385027903797344e-18 1.124366129178806e-04 2.810915322947016e-04 5.242942963070069e-04 1.124366129178806e-16
1354 5.641666666666665e-09 4.385027914429579e-18 1.124366131905020e-04 2.810915329762551e-04 5.242942978391147e-04 1.124366131905020e-16
1355 5.645833333333331e-09 4.385027924960229e-18 1.124366134605187e-04 2.810915336512968e-04 5.242942993638211e-04 1.124366134605187e-16
1356 5.649999999999998e-09 4.385027935359873e-18 1.124366137271762e-04 2.810915343179407e-04 5.242943008848265e-04 1.124366137271763e-16
1357 5.654166666666664e-09 4.385027945650531e-18 1.124366139910393e-04 2.810915349775982e-04 5.242943023762263e-04 1.124366139910393e-16
1358 5.658333333333331e-09 4.385027955818879e-18 1.124366142517661e-04 2.810915356294154e-04 5.242943038639250e-04 1.124366142517661e-16
1359 5.662499999999998e-09 4.385027965887861e-18 1.124366145099452e-04 2.810915362748630e-04 5.242943053146165e-04 1.124366145099452e-16
1360 5.666666666666664e-09 4.385027975838235e-18 1.124366147650829e-04 2.810915369127074e-04 5.242943067727094e-04 1.124366147650829e-16
1361 5.670833333333331e-09 4.385027985667595e-18 1.124366150171178e-04 2.810915375427946e-04 5.242943082011964e-04 1.124366150171178e-16
1362 5.674999999999998e-09 4.385027995397405e-18 1.124366152666001e-04 2.810915381665003e-04 5.242943096037780e-04 1.124366152666001e-16
1363 5.679166666666665e-09 4.385028005022668e-18 1.124366155134017e-04 2.810915387835044e-04 5.242943110100606e-04 1.124366155134017e-16
1364 5.683333333333331e-09 4.385028014529692e-18 1.124366157571716e-04 2.810915393929290e-04 5.242943123978394e-04 1.124366157571716e-16
1365 5.687499999999998e-09 4.385028023932171e-18 1.124366159982608e-04 2.810915399956521e-04 5.242943137523114e-04 1.124366159982608e-16
1366 5.691666666666665e-09 4.385028033224737e-18 1.124366162365317e-04 2.810915405913293e-04 5.242943151141850e-04 1.124366162365317e-16
1367 5.695833333333331e-09 4.385028042405357e-18 1.124366164719322e-04 2.810915411798306e-04 5.242943164464526e-04 1.124366164719322e-16
1368 5.699999999999998e-09 4.385028051483096e-18 1.124366167046948e-04 2.810915417617369e-04 5.242943177676180e-04 1.124366167046948e-16
1369 5.704166666666665e-09 4.385028060479602e-18 1.124366169353744e-04 2.810915423384361e-04 5.242943190739805e-04 1.124366169353744e-16
1370 5.708333333333332e-09 4.385028069369529e-18 1.124366171633213e-04 2.810915429083031e-04 5.242943203729414e-04 1.124366171633213e-16
1371 5.712499999999998e-09 4.385028078158055e-18 1.124366173886681e-04 2.810915434716702e-04 5.242943216385957e-04 1.124366173886681e-16
1372 5.716666666666665e-09 4.385028086845179e-18 1.124366176114149e-04 2.810915440285371e-04 5.242943229005493e-04 1.124366176114148e-16
1373 5.720833333333332e-09 4.385028095428869e-18 1.124366178315095e-04 2.810915445787737e-04 5.242943241588020e-04 1.124366178315095e-16
1374 5.724999999999998e-09 4.385028103930031e-18 1.124366180494880e-04 2.810915451237200e-04 5.242943253911496e-04 1.124366180494880e-16
1375 5.729166666666665e-09 4.385028112328314e-18 1.124366182648286e-04 2.810915456620714e-04 5.242943266049933e-04 1.124366182648286e-16
1376 5.733333333333332e-09 4.385028120632226e-18 1.124366184777494e-04 2.810915461943735e-04 5.242943278114357e-04 1.124366184777494e-16
1377 5.737499999999998e-09 4.385028128824562e-18 1.124366186878093e-04 2.810915467195232e-04 5.242943290067758e-04 1.124366186878093e-16
1378 5.741666666666664e-09 4.385028136920679e-18 1.124366188954020e-04 2.810915472385051e-04 5.242943301762107e-04 1.124366188954020e-16
1379 5.745833333333331e-09 4.385028144949442e-18 1.124366191012677e-04 2.810915477531693e-04 5.242943313456456e-04 1.124366191012677e-16
1380 5.749999999999998e-09 4.385028152882910e-18 1.124366193046900e-04 2.810915482617251e-04 5.242943325076791e-04 1.124366193046900e-16
1381 5.754166666666664e-09 4.385028160713683e-18 1.124366195054791e-04 2.810915487636976e-04 5.242943336438074e-04 1.124366195054790e-16
1382 5.758333333333331e-09 4.385028168469517e-18 1.124366197043466e-04 2.810915492608665e-04 5.242943347762349e-04 1.124366197043466e-16
1383 5.762499999999998e-09 4.385028176139307e-18 1.124366199010079e-04 2.810915497525197e-04 5.242943358790564e-04 1.124366199010079e-16
1384 5.766666666666665e-09 4.385028183731382e-18 1.124366200956765e-04 2.810915502391912e-04 5.242943369744763e-04 1.124366200956765e-16
1385 5.770833333333331e-09 4.385028191228718e-18 1.124366202879159e-04 2.810915507197897e-04 5.242943380550935e-04 1.124366202879159e-16
1386 5.774999999999998e-09 4.385028198649819e-18 1.124366204782005e-04 2.810915511955013e-04 5.242943391394112e-04 1.124366204782005e-16
1387 5.779166666666665e-09 4.385028205978770e-18 1.124366206661223e-04 2.810915516653058e-04 5.242943401978239e-04 1.124366206661223e-16
1388 5.783333333333331e-09 4.385028213222976e-18 1.124366208518712e-04 2.810915521296780e-04 5.242943412451343e-04 1.124366208518712e-16
