# iT  physTime_s  Qy_m3_per_s  qy_cell_m_per_s  u_y_fluid_average_m_per_s  u_y_fluid_max_m_per_s  B_yy_m2
2350 9.791666666666663e-09 4.385028850390888e-18 1.124366371895099e-04 2.810915929737749e-04 5.242944339006471e-04 1.124366371895099e-16
2351 9.795833333333329e-09 4.385028850388667e-18 1.124366371894530e-04 2.810915929736325e-04 5.242944339006471e-04 1.124366371894530e-16
2352 9.799999999999997e-09 4.385028850387372e-18 1.124366371894198e-04 2.810915929735496e-04 5.242944339006471e-04 1.124366371894198e-16
2353 9.804166666666663e-09 4.385028850378675e-18 1.124366371891968e-04 2.810915929729920e-04 5.242944338932457e-04 1.124366371891968e-16
2354 9.808333333333330e-09 4.385028850390148e-18 1.124366371894910e-04 2.810915929737275e-04 5.242944338932457e-04 1.124366371894910e-16
2355 9.812499999999996e-09 4.385028850385892e-18 1.124366371893818e-04 2.810915929734546e-04 5.242944338932457e-04 1.124366371893819e-16
2356 9.816666666666664e-09 4.385028850390518e-18 1.124366371895005e-04 2.810915929737512e-04 5.242944338932457e-04 1.124366371895005e-16
2357 9.820833333333329e-09 4.385028850382376e-18 1.124366371892917e-04 2.810915929732293e-04 5.242944338932457e-04 1.124366371892917e-16
2358 9.824999999999997e-09 4.385028850390702e-18 1.124366371895052e-04 2.810915929737630e-04 5.242944338932457e-04 1.124366371895052e-16
2359 9.829166666666663e-09 4.385028850387741e-18 1.124366371894293e-04 2.810915929735732e-04 5.242944338932457e-04 1.124366371894293e-16
2360 9.833333333333330e-09 4.385028850388852e-18 1.124366371894578e-04 2.810915929736444e-04 5.242944338932457e-04 1.124366371894578e-16
2361 9.837499999999996e-09 4.385028850386077e-18 1.124366371893866e-04 2.810915929734665e-04 5.242944338932457e-04 1.124366371893866e-16
2362 9.841666666666664e-09 4.385028850387187e-18 1.124366371894150e-04 2.810915929735376e-04 5.242944338932457e-04 1.124366371894151e-16
2363 9.845833333333330e-09 4.385028850385151e-18 1.124366371893629e-04 2.810915929734072e-04 5.242944338932457e-04 1.124366371893628e-16
2364 9.849999999999997e-09 4.385028850386446e-18 1.124366371893961e-04 2.810915929734902e-04 5.242944338932457e-04 1.124366371893960e-16
2365 9.854166666666663e-09 4.385028850379785e-18 1.124366371892253e-04 2.810915929730632e-04 5.242944338932457e-04 1.124366371892253e-16
2366 9.858333333333331e-09 4.385028850379600e-18 1.124366371892205e-04 2.810915929730513e-04 5.242944338932457e-04 1.124366371892205e-16
2367 9.862499999999996e-09 4.385028850382745e-18 1.124366371893012e-04 2.810915929732529e-04 5.242944338932457e-04 1.124366371893012e-16
2368 9.866666666666662e-09 4.385028850382561e-18 1.124366371892964e-04 2.810915929732412e-04 5.242944338932457e-04 1.124366371892965e-16
2369 9.870833333333330e-09 4.385028850382745e-18 1.124366371893012e-04 2.810915929732529e-04 5.242944338932457e-04 1.124366371893012e-16
2370 9.874999999999996e-09 4.385028850383856e-18 1.124366371893297e-04 2.810915929733242e-04 5.242944338932457e-04 1.124366371893297e-16
2371 9.879166666666663e-09 4.385028850386261e-18 1.124366371893913e-04 2.810915929734783e-04 5.242944338932457e-04 1.124366371893913e-16
2372 9.883333333333329e-09 4.385028850387372e-18 1.124366371894198e-04 2.810915929735496e-04 5.242944338932457e-04 1.124366371894198e-16
2373 9.887499999999997e-09 4.385028850390148e-18 1.124366371894910e-04 2.810915929737275e-04 5.242944338969464e-04 1.124366371894910e-16
2374 9.891666666666663e-09 4.385028850394588e-18 1.124366371896048e-04 2.810915929740121e-04 5.242944338932457e-04 1.124366371896048e-16
2375 9.895833333333330e-09 4.385028850390702e-18 1.124366371895052e-04 2.810915929737630e-04 5.242944338895450e-04 1.124366371895052e-16
2376 9.899999999999996e-09 4.385028850392738e-18 1.124366371895574e-04 2.810915929738935e-04 5.242944338821434e-04 1.124366371895574e-16
2377 9.904166666666664e-09 4.385028850390888e-18 1.124366371895099e-04 2.810915929737749e-04 5.242944338858442e-04 1.124366371895099e-16
2378 9.908333333333329e-09 4.385028850394403e-18 1.124366371896001e-04 2.810915929740002e-04 5.242944338821436e-04 1.124366371896001e-16
2379 9.912499999999997e-09 4.385028850393478e-18 1.124366371895764e-04 2.810915929739410e-04 5.242944338895450e-04 1.124366371895764e-16
2380 9.916666666666663e-09 4.385028850396623e-18 1.124366371896570e-04 2.810915929741425e-04 5.242944338895450e-04 1.124366371896570e-16
2381 9.920833333333330e-09 4.385028850400694e-18 1.124366371897614e-04 2.810915929744035e-04 5.242944338932457e-04 1.124366371897614e-16
2382 9.924999999999996e-09 4.385028850409576e-18 1.124366371899891e-04 2.810915929749729e-04 5.242944338969464e-04 1.124366371899891e-16
2383 9.929166666666664e-09 4.385028850413647e-18 1.124366371900935e-04 2.810915929752338e-04 5.242944339006471e-04 1.124366371900935e-16
2384 9.933333333333330e-09 4.385028850419013e-18 1.124366371902311e-04 2.810915929755778e-04 5.242944338969464e-04 1.124366371902311e-16
2385 9.937499999999997e-09 4.385028850432522e-18 1.124366371905775e-04 2.810915929764437e-04 5.242944338969464e-04 1.124366371905775e-16
2386 9.941666666666663e-09 4.385028850436962e-18 1.124366371906913e-04 2.810915929767283e-04 5.242944338932457e-04 1.124366371906913e-16
2387 9.945833333333331e-09 4.385028850435851e-18 1.124366371906629e-04 2.810915929766572e-04 5.242944338932457e-04 1.124366371906629e-16
2388 9.949999999999996e-09 4.385028850438072e-18 1.124366371907198e-04 2.810915929767995e-04 5.242944338932457e-04 1.124366371907198e-16
2389 9.954166666666664e-09 4.385028850442328e-18 1.124366371908289e-04 2.810915929770723e-04 5.242944338932457e-04 1.124366371908289e-16
2390 9.958333333333330e-09 4.385028850448434e-18 1.124366371909855e-04 2.810915929774638e-04 5.242944338969464e-04 1.124366371909855e-16
2391 9.962499999999996e-09 4.385028850452875e-18 1.124366371910994e-04 2.810915929777484e-04 5.242944338969464e-04 1.124366371910994e-16
2392 9.966666666666663e-09 4.385028850453615e-18 1.124366371911183e-04 2.810915929777958e-04 5.242944338969464e-04 1.124366371911184e-16
2393 9.970833333333329e-09 4.385028850460092e-18 1.124366371912844e-04 2.810915929782110e-04 5.242944338969464e-04 1.124366371912844e-16
2394 9.974999999999997e-09 4.385028850463052e-18 1.124366371913603e-04 2.810915929784008e-04 5.242944338969464e-04 1.124366371913603e-16
2395 9.979166666666663e-09 4.385028850468233e-18 1.124366371914932e-04 2.810915929787329e-04 5.242944338969464e-04 1.124366371914932e-16
2396 9.983333333333330e-09 4.385028850466013e-18 1.124366371914362e-04 2.810915929785906e-04 5.242944338932457e-04 1.124366371914362e-16
2397 9.987499999999996e-09 4.385028850467493e-18 1.124366371914742e-04 2.810915929786854e-04 5.242944338932457e-04 1.124366371914742e-16
2398 9.991666666666663e-09 4.385028850472674e-18 1.124366371916070e-04 2.810915929790176e-04 5.242944338932457e-04 1.124366371916070e-16
2399 9.995833333333329e-09 4.385028850472489e-18 1.124366371916023e-04 2.810915929790058e-04 5.242944338932457e-04 1.124366371916023e-16
2400 9.999999999999997e-09 4.385028850482851e-18 1.124366371918680e-04 2.810915929796699e-04 5.242944338932457e-04 1.124366371918680e-16
2401 1.000416666666666e-08 4.385028850487477e-18 1.124366371919866e-04 2.810915929799665e-04 5.242944338932457e-04 1.124366371919866e-16
2402 1.000833333333333e-08 4.385028850503945e-18 1.124366371924089e-04 2.810915929810222e-04 5.242944338932457e-04 1.124366371924089e-16
2403 1.001250000000000e-08 4.385028850507832e-18 1.124366371925085e-04 2.810915929812713e-04 5.242944338932457e-04 1.124366371925085e-16
2404 1.001666666666666e-08 4.385028850510052e-18 1.124366371925654e-04 2.810915929814136e-04 5.242944338932457e-04 1.124366371925654e-16
2405 1.002083333333333e-08 4.385028850515048e-18 1.124366371926935e-04 2.810915929817338e-04 5.242944338932457e-04 1.124366371926935e-16
2406 1.002500000000000e-08 4.385028850518563e-18 1.124366371927837e-04 2.810915929819592e-04 5.242944338932457e-04 1.124366371927837e-16
2407 1.002916666666666e-08 4.385028850521154e-18 1.124366371928501e-04 2.810915929821253e-04 5.242944338932457e-04 1.124366371928501e-16
2408 1.003333333333333e-08 4.385028850533181e-18 1.124366371931585e-04 2.810915929828962e-04 5.242944338969464e-04 1.124366371931585e-16
2409 1.003750000000000e-08 4.385028850538547e-18 1.124366371932961e-04 2.810915929832402e-04 5.242944339006471e-04 1.124366371932961e-16
2410 1.004166666666666e-08 4.385028850547244e-18 1.124366371935191e-04 2.810915929837977e-04 5.242944339006471e-04 1.124366371935191e-16
2411 1.004583333333333e-08 4.385028850550575e-18 1.124366371936045e-04 2.810915929840113e-04 5.242944339043478e-04 1.124366371936045e-16
2412 1.005000000000000e-08 4.385028850558530e-18 1.124366371938085e-04 2.810915929845212e-04 5.242944339043478e-04 1.124366371938085e-16
2413 1.005416666666666e-08 4.385028850555941e-18 1.124366371937421e-04 2.810915929843552e-04 5.242944339043478e-04 1.124366371937421e-16
2414 1.005833333333333e-08 4.385028850562232e-18 1.124366371939034e-04 2.810915929847585e-04 5.242944339006471e-04 1.124366371939034e-16
2415 1.006250000000000e-08 4.385028850567042e-18 1.124366371940267e-04 2.810915929850668e-04 5.242944339006471e-04 1.124366371940267e-16
2416 1.006666666666666e-08 4.385028850567413e-18 1.124366371940362e-04 2.810915929850906e-04 5.242944338932456e-04 1.124366371940362e-16
2417 1.007083333333333e-08 4.385028850570558e-18 1.124366371941169e-04 2.810915929852922e-04 5.242944338932457e-04 1.124366371941169e-16
2418 1.007500000000000e-08 4.385028850574259e-18 1.124366371942118e-04 2.810915929855295e-04 5.242944338932456e-04 1.124366371942118e-16
2419 1.007916666666666e-08 4.385028850574074e-18 1.124366371942070e-04 2.810915929855176e-04 5.242944338932456e-04 1.124366371942070e-16
2420 1.008333333333333e-08 4.385028850578146e-18 1.124366371943114e-04 2.810915929857786e-04 5.242944338969463e-04 1.124366371943114e-16
2421 1.008750000000000e-08 4.385028850583511e-18 1.124366371944490e-04 2.810915929861226e-04 5.242944338932456e-04 1.124366371944490e-16
2422 1.009166666666666e-08 4.385028850589802e-18 1.124366371946103e-04 2.810915929865258e-04 5.242944338969463e-04 1.124366371946103e-16
2423 1.009583333333333e-08 4.385028850590173e-18 1.124366371946198e-04 2.810915929865496e-04 5.242944338969464e-04 1.124366371946198e-16
2424 1.010000000000000e-08 4.385028850592022e-18 1.124366371946672e-04 2.810915929866681e-04 5.242944338969463e-04 1.124366371946672e-16
2425 1.010416666666666e-08 4.385028850597944e-18 1.124366371948191e-04 2.810915929870477e-04 5.242944338969464e-04 1.124366371948191e-16
2426 1.010833333333333e-08 4.385028850599424e-18 1.124366371948570e-04 2.810915929871426e-04 5.242944338969463e-04 1.124366371948570e-16
2427 1.011250000000000e-08 4.385028850603311e-18 1.124366371949567e-04 2.810915929873917e-04 5.242944338969464e-04 1.124366371949567e-16
2428 1.011666666666666e-08 4.385028850601645e-18 1.124366371949140e-04 2.810915929872850e-04 5.242944338969463e-04 1.124366371949140e-16
2429 1.012083333333333e-08 4.385028850607196e-18 1.124366371950563e-04 2.810915929876408e-04 5.242944338969464e-04 1.124366371950563e-16
2430 1.012500000000000e-08 4.385028850614782e-18 1.124366371952508e-04 2.810915929881271e-04 5.242944339006471e-04 1.124366371952508e-16
2431 1.012916666666666e-08 4.385028850614597e-18 1.124366371952461e-04 2.810915929881152e-04 5.242944339043478e-04 1.124366371952461e-16
2432 1.013333333333333e-08 4.385028850619592e-18 1.124366371953742e-04 2.810915929884355e-04 5.242944338969463e-04 1.124366371953742e-16
2433 1.013750000000000e-08 4.385028850623479e-18 1.124366371954738e-04 2.810915929886846e-04 5.242944339043478e-04 1.124366371954738e-16
2434 1.014166666666666e-08 4.385028850624405e-18 1.124366371954976e-04 2.810915929887440e-04 5.242944339043478e-04 1.124366371954976e-16
2435 1.014583333333333e-08 4.385028850620703e-18 1.124366371954027e-04 2.810915929885067e-04 5.242944339043478e-04 1.124366371954027e-16
2436 1.015000000000000e-08 4.385028850630140e-18 1.124366371956446e-04 2.810915929891116e-04 5.242944339080486e-04 1.124366371956446e-16
2437 1.015416666666666e-08 4.385028850625515e-18 1.124366371955260e-04 2.810915929888151e-04 5.242944339080486e-04 1.124366371955260e-16
2438 1.015833333333333e-08 4.385028850630696e-18 1.124366371956589e-04 2.810915929891472e-04 5.242944339080486e-04 1.124366371956589e-16
2439 1.016250000000000e-08 4.385028850624775e-18 1.124366371955071e-04 2.810915929887677e-04 5.242944339080486e-04 1.124366371955071e-16
2440 1.016666666666666e-08 4.385028850630696e-18 1.124366371956589e-04 2.810915929891472e-04 5.242944339080486e-04 1.124366371956589e-16
2441 1.017083333333333e-08 4.385028850624960e-18 1.124366371955118e-04 2.810915929887795e-04 5.242944339080486e-04 1.124366371955118e-16
2442 1.017500000000000e-08 4.385028850626440e-18 1.124366371955497e-04 2.810915929888744e-04 5.242944339080486e-04 1.124366371955497e-16
2443 1.017916666666666e-08 4.385028850622184e-18 1.124366371954406e-04 2.810915929886016e-04 5.242944339080486e-04 1.124366371954406e-16
2444 1.018333333333333e-08 4.385028850632546e-18 1.124366371957063e-04 2.810915929892658e-04 5.242944339080486e-04 1.124366371957063e-16
2445 1.018750000000000e-08 4.385028850631620e-18 1.124366371956826e-04 2.810915929892065e-04 5.242944339080486e-04 1.124366371956826e-16
2446 1.019166666666666e-08 4.385028850635136e-18 1.124366371957727e-04 2.810915929894318e-04 5.242944339080486e-04 1.124366371957727e-16
2447 1.019583333333333e-08 4.385028850632361e-18 1.124366371957016e-04 2.810915929892540e-04 5.242944339080486e-04 1.124366371957016e-16
2448 1.020000000000000e-08 4.385028850639022e-18 1.124366371958724e-04 2.810915929896809e-04 5.242944339080486e-04 1.124366371958724e-16
2449 1.020416666666666e-08 4.385028850633841e-18 1.124366371957395e-04 2.810915929893488e-04 5.242944339080486e-04 1.124366371957395e-16
2450 1.020833333333333e-08 4.385028850636431e-18 1.124366371958059e-04 2.810915929895149e-04 5.242944339080486e-04 1.124366371958059e-16
2451 1.021250000000000e-08 4.385028850632177e-18 1.124366371956968e-04 2.810915929892421e-04 5.242944339080486e-04 1.124366371956968e-16
2452 1.021666666666666e-08 4.385028850634767e-18 1.124366371957633e-04 2.810915929894081e-04 5.242944339080486e-04 1.124366371957633e-16
2453 1.022083333333333e-08 4.385028850630696e-18 1.124366371956589e-04 2.810915929891472e-04 5.242944339006471e-04 1.124366371956589e-16
2454 1.022500000000000e-08 4.385028850635507e-18 1.124366371957822e-04 2.810915929894556e-04 5.242944339006471e-04 1.124366371957822e-16
2455 1.022916666666666e-08 4.385028850633472e-18 1.124366371957301e-04 2.810915929893251e-04 5.242944339006471e-04 1.124366371957301e-16
2456 1.023333333333333e-08 4.385028850636431e-18 1.124366371958059e-04 2.810915929895149e-04 5.242944338969464e-04 1.124366371958059e-16
2457 1.023750000000000e-08 4.385028850637356e-18 1.124366371958297e-04 2.810915929895742e-04 5.242944339006471e-04 1.124366371958297e-16
2458 1.024166666666666e-08 4.385028850643463e-18 1.124366371959862e-04 2.810915929899656e-04 5.242944339006471e-04 1.124366371959862e-16
2459 1.024583333333333e-08 4.385028850639577e-18 1.124366371958866e-04 2.810915929897165e-04 5.242944339006471e-04 1.124366371958866e-16
2460 1.025000000000000e-08 4.385028850650494e-18 1.124366371961665e-04 2.810915929904163e-04 5.242944338969464e-04 1.124366371961665e-16
2461 1.025416666666666e-08 4.385028850653640e-18 1.124366371962472e-04 2.810915929906180e-04 5.242944339006471e-04 1.124366371962472e-16
2462 1.025833333333333e-08 4.385028850661782e-18 1.124366371964560e-04 2.810915929911399e-04 5.242944339006471e-04 1.124366371964559e-16
2463 1.026250000000000e-08 4.385028850655861e-18 1.124366371963041e-04 2.810915929907604e-04 5.242944338969463e-04 1.124366371963042e-16
2464 1.026666666666666e-08 4.385028850659747e-18 1.124366371964038e-04 2.810915929910095e-04 5.242944339006472e-04 1.124366371964038e-16
2465 1.027083333333333e-08 4.385028850662707e-18 1.124366371964797e-04 2.810915929911992e-04 5.242944338969463e-04 1.124366371964797e-16
2466 1.027500000000000e-08 4.385028850667148e-18 1.124366371965935e-04 2.810915929914838e-04 5.242944338969465e-04 1.124366371965935e-16
2467 1.027916666666666e-08 4.385028850667889e-18 1.124366371966125e-04 2.810915929915313e-04 5.242944338932456e-04 1.124366371966125e-16
2468 1.028333333333333e-08 4.385028850668627e-18 1.124366371966315e-04 2.810915929915787e-04 5.242944338932456e-04 1.124366371966315e-16
2469 1.028750000000000e-08 4.385028850673994e-18 1.124366371967691e-04 2.810915929919227e-04 5.242944338969463e-04 1.124366371967691e-16
2470 1.029166666666666e-08 4.385028850673810e-18 1.124366371967644e-04 2.810915929919109e-04 5.242944338969465e-04 1.124366371967644e-16
2471 1.029583333333333e-08 4.385028850682691e-18 1.124366371969921e-04 2.810915929924802e-04 5.242944338969463e-04 1.124366371969921e-16
2472 1.030000000000000e-08 4.385028850682691e-18 1.124366371969921e-04 2.810915929924802e-04 5.242944338932456e-04 1.124366371969921e-16
2473 1.030416666666666e-08 4.385028850692498e-18 1.124366371972435e-04 2.810915929931089e-04 5.242944338969463e-04 1.124366371972435e-16
2474 1.030833333333333e-08 4.385028850694903e-18 1.124366371973052e-04 2.810915929932631e-04 5.242944338969465e-04 1.124366371973052e-16
2475 1.031250000000000e-08 4.385028850699159e-18 1.124366371974143e-04 2.810915929935359e-04 5.242944338969463e-04 1.124366371974143e-16
2476 1.031666666666666e-08 4.385028850705821e-18 1.124366371975852e-04 2.810915929939629e-04 5.242944338969465e-04 1.124366371975852e-16
2477 1.032083333333333e-08 4.385028850711003e-18 1.124366371977180e-04 2.810915929942951e-04 5.242944338969463e-04 1.124366371977180e-16
2478 1.032500000000000e-08 4.385028850715257e-18 1.124366371978271e-04 2.810915929945678e-04 5.242944338932456e-04 1.124366371978271e-16
2479 1.032916666666666e-08 4.385028850718218e-18 1.124366371979030e-04 2.810915929947576e-04 5.242944338969463e-04 1.124366371979030e-16
2480 1.033333333333333e-08 4.385028850720069e-18 1.124366371979505e-04 2.810915929948763e-04 5.242944339043479e-04 1.124366371979505e-16
2481 1.033750000000000e-08 4.385028850723029e-18 1.124366371980264e-04 2.810915929950660e-04 5.242944338969463e-04 1.124366371980264e-16
2482 1.034166666666666e-08 4.385028850725249e-18 1.124366371980833e-04 2.810915929952083e-04 5.242944339043479e-04 1.124366371980833e-16
2483 1.034583333333333e-08 4.385028850725435e-18 1.124366371980881e-04 2.810915929952203e-04 5.242944338969463e-04 1.124366371980881e-16
2484 1.035000000000000e-08 4.385028850726915e-18 1.124366371981260e-04 2.810915929953151e-04 5.242944339043479e-04 1.124366371981261e-16
2485 1.035416666666666e-08 4.385028850728210e-18 1.124366371981592e-04 2.810915929953981e-04 5.242944338969463e-04 1.124366371981592e-16
2486 1.035833333333333e-08 4.385028850723029e-18 1.124366371980264e-04 2.810915929950660e-04 5.242944339006472e-04 1.124366371980264e-16
2487 1.036250000000000e-08 4.385028850727099e-18 1.124366371981308e-04 2.810915929953269e-04 5.242944338969463e-04 1.124366371981308e-16
2488 1.036666666666666e-08 4.385028850731357e-18 1.124366371982399e-04 2.810915929955998e-04 5.242944339006472e-04 1.124366371982399e-16
2489 1.037083333333333e-08 4.385028850735057e-18 1.124366371983348e-04 2.810915929958370e-04 5.242944338932457e-04 1.124366371983348e-16
2490 1.037500000000000e-08 4.385028850736907e-18 1.124366371983822e-04 2.810915929959556e-04 5.242944338969464e-04 1.124366371983822e-16
2491 1.037916666666666e-08 4.385028850738572e-18 1.124366371984249e-04 2.810915929960623e-04 5.242944338969464e-04 1.124366371984249e-16
2492 1.038333333333333e-08 4.385028850742643e-18 1.124366371985293e-04 2.810915929963233e-04 5.242944338969464e-04 1.124366371985293e-16
2493 1.038750000000000e-08 4.385028850741717e-18 1.124366371985056e-04 2.810915929962640e-04 5.242944339006471e-04 1.124366371985056e-16
2494 1.039166666666666e-08 4.385028850744123e-18 1.124366371985673e-04 2.810915929964182e-04 5.242944338969464e-04 1.124366371985673e-16
2495 1.039583333333333e-08 4.385028850741533e-18 1.124366371985009e-04 2.810915929962522e-04 5.242944338969464e-04 1.124366371985009e-16
2496 1.040000000000000e-08 4.385028850742458e-18 1.124366371985246e-04 2.810915929963115e-04 5.242944338969464e-04 1.124366371985246e-16
2497 1.040416666666666e-08 4.385028850743013e-18 1.124366371985388e-04 2.810915929963470e-04 5.242944338969464e-04 1.124366371985388e-16
2498 1.040833333333333e-08 4.385028850745048e-18 1.124366371985910e-04 2.810915929964775e-04 5.242944338932457e-04 1.124366371985910e-16
2499 1.041250000000000e-08 4.385028850748010e-18 1.124366371986669e-04 2.810915929966673e-04 5.242944338932457e-04 1.124366371986669e-16
2500 1.041666666666666e-08 4.385028850748564e-18 1.124366371986811e-04 2.810915929967028e-04 5.242944338932457e-04 1.124366371986811e-16
2501 1.042083333333333e-08 4.385028850751525e-18 1.124366371987570e-04 2.810915929968927e-04 5.242944338932457e-04 1.124366371987570e-16
2502 1.042500000000000e-08 4.385028850752635e-18 1.124366371987855e-04 2.810915929969638e-04 5.242944338895450e-04 1.124366371987855e-16
2503 1.042916666666666e-08 4.385028850757631e-18 1.124366371989136e-04 2.810915929972841e-04 5.242944338895448e-04 1.124366371989136e-16
2504 1.043333333333333e-08 4.385028850752080e-18 1.124366371987713e-04 2.810915929969283e-04 5.242944338821433e-04 1.124366371987713e-16
2505 1.043750000000000e-08 4.385028850754856e-18 1.124366371988425e-04 2.810915929971062e-04 5.242944338895450e-04 1.124366371988425e-16
2506 1.044166666666666e-08 4.385028850759666e-18 1.124366371989658e-04 2.810915929974145e-04 5.242944338858440e-04 1.124366371989658e-16
2507 1.044583333333333e-08 4.385028850758927e-18 1.124366371989468e-04 2.810915929973671e-04 5.242944338895450e-04 1.124366371989468e-16
2508 1.045000000000000e-08 4.385028850754486e-18 1.124366371988330e-04 2.810915929970825e-04 5.242944338858440e-04 1.124366371988330e-16
2509 1.045416666666666e-08 4.385028850751710e-18 1.124366371987618e-04 2.810915929969045e-04 5.242944338895450e-04 1.124366371987618e-16
2510 1.045833333333333e-08 4.385028850753930e-18 1.124366371988187e-04 2.810915929970468e-04 5.242944338858440e-04 1.124366371988187e-16
2511 1.046250000000000e-08 4.385028850754670e-18 1.124366371988377e-04 2.810915929970943e-04 5.242944338895450e-04 1.124366371988377e-16
2512 1.046666666666666e-08 4.385028850751155e-18 1.124366371987476e-04 2.810915929968690e-04 5.242944338858440e-04 1.124366371987476e-16
2513 1.047083333333333e-08 4.385028850751155e-18 1.124366371987476e-04 2.810915929968690e-04 5.242944338895450e-04 1.124366371987476e-16
2514 1.047500000000000e-08 4.385028850749120e-18 1.124366371986954e-04 2.810915929967385e-04 5.242944338858440e-04 1.124366371986954e-16
2515 1.047916666666666e-08 4.385028850754115e-18 1.124366371988235e-04 2.810915929970587e-04 5.242944338895450e-04 1.124366371988235e-16
2516 1.048333333333333e-08 4.385028850760037e-18 1.124366371989753e-04 2.810915929974383e-04 5.242944338858440e-04 1.124366371989753e-16
2517 1.048750000000000e-08 4.385028850759666e-18 1.124366371989658e-04 2.810915929974145e-04 5.242944338969464e-04 1.124366371989658e-16
2518 1.049166666666666e-08 4.385028850760406e-18 1.124366371989848e-04 2.810915929974620e-04 5.242944339006471e-04 1.124366371989848e-16
2519 1.049583333333333e-08 4.385028850763922e-18 1.124366371990749e-04 2.810915929976874e-04 5.242944339006471e-04 1.124366371990749e-16
2520 1.050000000000000e-08 4.385028850763922e-18 1.124366371990749e-04 2.810915929976874e-04 5.242944339006471e-04 1.124366371990749e-16
2521 1.050416666666666e-08 4.385028850767623e-18 1.124366371991698e-04 2.810915929979246e-04 5.242944339006471e-04 1.124366371991698e-16
2522 1.050833333333333e-08 4.385028850770029e-18 1.124366371992315e-04 2.810915929980788e-04 5.242944339043478e-04 1.124366371992315e-16
2523 1.051250000000000e-08 4.385028850772065e-18 1.124366371992837e-04 2.810915929982093e-04 5.242944339043478e-04 1.124366371992837e-16
2524 1.051666666666666e-08 4.385028850770029e-18 1.124366371992315e-04 2.810915929980788e-04 5.242944339043478e-04 1.124366371992315e-16
2525 1.052083333333333e-08 4.385028850769103e-18 1.124366371992078e-04 2.810915929980195e-04 5.242944339043478e-04 1.124366371992078e-16
2526 1.052500000000000e-08 4.385028850770768e-18 1.124366371992505e-04 2.810915929981262e-04 5.242944339043478e-04 1.124366371992505e-16
2527 1.052916666666666e-08 4.385028850769844e-18 1.124366371992268e-04 2.810915929980669e-04 5.242944339043478e-04 1.124366371992268e-16
2528 1.053333333333333e-08 4.385028850771879e-18 1.124366371992790e-04 2.810915929981974e-04 5.242944339080486e-04 1.124366371992790e-16
2529 1.053750000000000e-08 4.385028850775950e-18 1.124366371993834e-04 2.810915929984584e-04 5.242944339043478e-04 1.124366371993833e-16
2530 1.054166666666666e-08 4.385028850775024e-18 1.124366371993596e-04 2.810915929983991e-04 5.242944339080486e-04 1.124366371993596e-16
2531 1.054583333333333e-08 4.385028850779280e-18 1.124366371994687e-04 2.810915929986718e-04 5.242944339043478e-04 1.124366371994687e-16
2532 1.055000000000000e-08 4.385028850773360e-18 1.124366371993169e-04 2.810915929982923e-04 5.242944339117493e-04 1.124366371993169e-16
2533 1.055416666666666e-08 4.385028850769474e-18 1.124366371992173e-04 2.810915929980432e-04 5.242944339080486e-04 1.124366371992173e-16
2534 1.055833333333333e-08 4.385028850771879e-18 1.124366371992790e-04 2.810915929981974e-04 5.242944339043478e-04 1.124366371992790e-16
2535 1.056250000000000e-08 4.385028850777986e-18 1.124366371994355e-04 2.810915929985888e-04 5.242944339117493e-04 1.124366371994355e-16
2536 1.056666666666666e-08 4.385028850768733e-18 1.124366371991983e-04 2.810915929979958e-04 5.242944339080486e-04 1.124366371991983e-16
2537 1.057083333333333e-08 4.385028850769474e-18 1.124366371992173e-04 2.810915929980432e-04 5.242944339080486e-04 1.124366371992173e-16
2538 1.057500000000000e-08 4.385028850768364e-18 1.124366371991888e-04 2.810915929979721e-04 5.242944339080486e-04 1.124366371991888e-16
2539 1.057916666666666e-08 4.385028850770213e-18 1.124366371992362e-04 2.810915929980907e-04 5.242944339117493e-04 1.124366371992363e-16
2540 1.058333333333333e-08 4.385028850767808e-18 1.124366371991746e-04 2.810915929979365e-04 5.242944339043478e-04 1.124366371991746e-16
2541 1.058750000000000e-08 4.385028850773914e-18 1.124366371993311e-04 2.810915929983279e-04 5.242944339080486e-04 1.124366371993311e-16
2542 1.059166666666666e-08 4.385028850775396e-18 1.124366371993691e-04 2.810915929984228e-04 5.242944339043478e-04 1.124366371993691e-16
2543 1.059583333333333e-08 4.385028850775765e-18 1.124366371993786e-04 2.810915929984465e-04 5.242944339043478e-04 1.124366371993786e-16
2544 1.060000000000000e-08 4.385028850769288e-18 1.124366371992125e-04 2.810915929980313e-04 5.242944339043478e-04 1.124366371992125e-16
2545 1.060416666666666e-08 4.385028850771693e-18 1.124366371992742e-04 2.810915929981855e-04 5.242944339043478e-04 1.124366371992742e-16
2546 1.060833333333333e-08 4.385028850771324e-18 1.124366371992647e-04 2.810915929981618e-04 5.242944339043478e-04 1.124366371992647e-16
2547 1.061250000000000e-08 4.385028850778911e-18 1.124366371994593e-04 2.810915929986481e-04 5.242944339043478e-04 1.124366371994593e-16
2548 1.061666666666666e-08 4.385028850777800e-18 1.124366371994308e-04 2.810915929985770e-04 5.242944339043478e-04 1.124366371994308e-16
2549 1.062083333333333e-08 4.385028850779096e-18 1.124366371994640e-04 2.810915929986600e-04 5.242944339043478e-04 1.124366371994640e-16
2550 1.062500000000000e-08 4.385028850778540e-18 1.124366371994498e-04 2.810915929986244e-04 5.242944339043478e-04 1.124366371994498e-16
