# iT  physTime_s  Qy_m3_per_s  qy_cell_m_per_s  u_y_fluid_average_m_per_s  u_y_fluid_max_m_per_s  B_yy_m2
17592 4.581249999999998e-09 3.807035854722307e-18 9.761630396723865e-05 2.440407599180967e-04 4.830251656435721e-04 9.761630396723866e-17
17593 4.581510416666665e-09 3.807035858660778e-18 9.761630406822509e-05 2.440407601705628e-04 4.830251662949029e-04 9.761630406822508e-17
17594 4.581770833333332e-09 3.807035862585648e-18 9.761630416886278e-05 2.440407604221570e-04 4.830251669166278e-04 9.761630416886278e-17
17595 4.582031249999998e-09 3.807035866534434e-18 9.761630427011370e-05 2.440407606752843e-04 4.830251675531557e-04 9.761630427011369e-17
17596 4.582291666666665e-09 3.807035870464993e-18 9.761630437089726e-05 2.440407609272431e-04 4.830251681452745e-04 9.761630437089727e-17
17597 4.582552083333332e-09 3.807035874392777e-18 9.761630447160968e-05 2.440407611790242e-04 4.830251687669995e-04 9.761630447160967e-17
17598 4.582812499999999e-09 3.807035878305018e-18 9.761630457192354e-05 2.440407614298089e-04 4.830251694035274e-04 9.761630457192355e-17
17599 4.583072916666665e-09 3.807035882212679e-18 9.761630467211998e-05 2.440407616803000e-04 4.830251700400553e-04 9.761630467211998e-17
17600 4.583333333333331e-09 3.807035886133154e-18 9.761630477264497e-05 2.440407619316124e-04 4.830251705877653e-04 9.761630477264497e-17
17601 4.583593749999999e-09 3.807035890045257e-18 9.761630487295530e-05 2.440407621823883e-04 4.830251712094902e-04 9.761630487295530e-17
17602 4.583854166666665e-09 3.807035893953056e-18 9.761630497315530e-05 2.440407624328883e-04 4.830251717868062e-04 9.761630497315531e-17
17603 4.584114583333331e-09 3.807035897883199e-18 9.761630507392819e-05 2.440407626848205e-04 4.830251724233340e-04 9.761630507392819e-17
17604 4.584374999999999e-09 3.807035901784985e-18 9.761630517397399e-05 2.440407629349350e-04 4.830251730302559e-04 9.761630517397399e-17
17605 4.584635416666665e-09 3.807035905680434e-18 9.761630527385729e-05 2.440407631846433e-04 4.830251735927689e-04 9.761630527385729e-17
17606 4.584895833333331e-09 3.807035909587726e-18 9.761630537404426e-05 2.440407634351106e-04 4.830251741848880e-04 9.761630537404426e-17
17607 4.585156249999999e-09 3.807035913484470e-18 9.761630547396076e-05 2.440407636849019e-04 4.830251747770068e-04 9.761630547396077e-17
17608 4.585416666666665e-09 3.807035917374599e-18 9.761630557370766e-05 2.440407639342692e-04 4.830251753987318e-04 9.761630557370767e-17
17609 4.585677083333332e-09 3.807035921256308e-18 9.761630567323867e-05 2.440407641830967e-04 4.830251759612447e-04 9.761630567323868e-17
17610 4.585937499999999e-09 3.807035925140748e-18 9.761630577283969e-05 2.440407644320992e-04 4.830251765829696e-04 9.761630577283969e-17
17611 4.586197916666665e-09 3.807035929024956e-18 9.761630587243477e-05 2.440407646810869e-04 4.830251772046945e-04 9.761630587243477e-17
17612 4.586458333333332e-09 3.807035932903057e-18 9.761630597187327e-05 2.440407649296832e-04 4.830251778116164e-04 9.761630597187327e-17
17613 4.586718749999998e-09 3.807035936786340e-18 9.761630607144462e-05 2.440407651786116e-04 4.830251784185383e-04 9.761630607144462e-17
17614 4.586979166666665e-09 3.807035940669946e-18 9.761630617102427e-05 2.440407654275607e-04 4.830251790254603e-04 9.761630617102427e-17
17615 4.587239583333332e-09 3.807035944543653e-18 9.761630627035009e-05 2.440407656758752e-04 4.830251796323822e-04 9.761630627035009e-17
17616 4.587499999999998e-09 3.807035948410514e-18 9.761630636950035e-05 2.440407659237509e-04 4.830251802393042e-04 9.761630636950036e-17
17617 4.587760416666665e-09 3.807035952276263e-18 9.761630646862214e-05 2.440407661715554e-04 4.830251808166201e-04 9.761630646862213e-17
17618 4.588020833333332e-09 3.807035956138220e-18 9.761630656764668e-05 2.440407664191167e-04 4.830251814087390e-04 9.761630656764668e-17
17619 4.588281249999998e-09 3.807035960000225e-18 9.761630666667242e-05 2.440407666666811e-04 4.830251820156609e-04 9.761630666667243e-17
17620 4.588541666666665e-09 3.807035963848813e-18 9.761630676535418e-05 2.440407669133855e-04 4.830251826077798e-04 9.761630676535417e-17
17621 4.588802083333332e-09 3.807035967704756e-18 9.761630686422451e-05 2.440407671605613e-04 4.830251831850959e-04 9.761630686422451e-17
17622 4.589062499999998e-09 3.807035971546544e-18 9.761630696273189e-05 2.440407674068298e-04 4.830251837772149e-04 9.761630696273189e-17
17623 4.589322916666665e-09 3.807035975410766e-18 9.761630706181453e-05 2.440407676545363e-04 4.830251843841367e-04 9.761630706181452e-17
17624 4.589583333333332e-09 3.807035979274620e-18 9.761630716088770e-05 2.440407679022193e-04 4.830251849762557e-04 9.761630716088771e-17
17625 4.589843749999998e-09 3.807035983111875e-18 9.761630725927886e-05 2.440407681481972e-04 4.830251855387687e-04 9.761630725927886e-17
17626 4.590104166666665e-09 3.807035986936456e-18 9.761630735734503e-05 2.440407683933626e-04 4.830251861456905e-04 9.761630735734504e-17
17627 4.590364583333332e-09 3.807035990754003e-18 9.761630745523085e-05 2.440407686380772e-04 4.830251867378095e-04 9.761630745523085e-17
17628 4.590624999999998e-09 3.807035994572338e-18 9.761630755313688e-05 2.440407688828422e-04 4.830251873299285e-04 9.761630755313689e-17
17629 4.590885416666665e-09 3.807035998408945e-18 9.761630765151140e-05 2.440407691287785e-04 4.830251879368504e-04 9.761630765151139e-17
17630 4.591145833333332e-09 3.807036002235328e-18 9.761630774962381e-05 2.440407693740595e-04 4.830251885289693e-04 9.761630774962381e-17
17631 4.591406249999998e-09 3.807036006060139e-18 9.761630784769587e-05 2.440407696192397e-04 4.830251890914824e-04 9.761630784769588e-17
17632 4.591666666666665e-09 3.807036009901141e-18 9.761630794618312e-05 2.440407698654578e-04 4.830251896984043e-04 9.761630794618313e-17
17633 4.591927083333332e-09 3.807036013730022e-18 9.761630804435955e-05 2.440407701108989e-04 4.830251902905232e-04 9.761630804435955e-17
17634 4.592187499999998e-09 3.807036017557424e-18 9.761630814249804e-05 2.440407703562451e-04 4.830251908826421e-04 9.761630814249804e-17
17635 4.592447916666665e-09 3.807036021378303e-18 9.761630824046932e-05 2.440407706011733e-04 4.830251915043670e-04 9.761630824046931e-17
17636 4.592708333333332e-09 3.807036025182066e-18 9.761630833800169e-05 2.440407708450042e-04 4.830251920964861e-04 9.761630833800170e-17
17637 4.592968749999998e-09 3.807036028993368e-18 9.761630843572741e-05 2.440407710893185e-04 4.830251926589990e-04 9.761630843572740e-17
17638 4.593229166666665e-09 3.807036032814525e-18 9.761630853370578e-05 2.440407713342645e-04 4.830251932659211e-04 9.761630853370579e-17
17639 4.593489583333332e-09 3.807036036620693e-18 9.761630863129982e-05 2.440407715782496e-04 4.830251938580399e-04 9.761630863129982e-17
17640 4.593749999999999e-09 3.807036040435374e-18 9.761630872911215e-05 2.440407718227804e-04 4.830251944353559e-04 9.761630872911215e-17
17641 4.594010416666665e-09 3.807036044238072e-18 9.761630882661724e-05 2.440407720665431e-04 4.830251950422777e-04 9.761630882661724e-17
17642 4.594270833333331e-09 3.807036048045489e-18 9.761630892424332e-05 2.440407723106083e-04 4.830251956343967e-04 9.761630892424332e-17
17643 4.594531249999999e-09 3.807036051831536e-18 9.761630902132144e-05 2.440407725533036e-04 4.830251962117127e-04 9.761630902132143e-17
17644 4.594791666666665e-09 3.807036055634095e-18 9.761630911882295e-05 2.440407727970574e-04 4.830251968186345e-04 9.761630911882296e-17
17645 4.595052083333331e-09 3.807036059406124e-18 9.761630921554165e-05 2.440407730388541e-04 4.830251973959505e-04 9.761630921554166e-17
17646 4.595312499999999e-09 3.807036063189348e-18 9.761630931254739e-05 2.440407732813685e-04 4.830251979880696e-04 9.761630931254739e-17
17647 4.595572916666665e-09 3.807036066964939e-18 9.761630940935742e-05 2.440407735233936e-04 4.830251985949914e-04 9.761630940935743e-17
17648 4.595833333333331e-09 3.807036070737662e-18 9.761630950609390e-05 2.440407737652348e-04 4.830251991871103e-04 9.761630950609390e-17
17649 4.596093749999999e-09 3.807036074493315e-18 9.761630960239270e-05 2.440407740059818e-04 4.830251997644263e-04 9.761630960239269e-17
17650 4.596354166666665e-09 3.807036078255815e-18 9.761630969886705e-05 2.440407742471676e-04 4.830252003713482e-04 9.761630969886705e-17
17651 4.596614583333332e-09 3.807036082010404e-18 9.761630979513858e-05 2.440407744878464e-04 4.830252009338613e-04 9.761630979513859e-17
17652 4.596874999999999e-09 3.807036085773967e-18 9.761630989164019e-05 2.440407747291005e-04 4.830252015555863e-04 9.761630989164019e-17
17653 4.597135416666665e-09 3.807036089550298e-18 9.761630998846919e-05 2.440407749711730e-04 4.830252021180992e-04 9.761630998846919e-17
17654 4.597395833333332e-09 3.807036093308495e-18 9.761631008483323e-05 2.440407752120831e-04 4.830252027102182e-04 9.761631008483322e-17
17655 4.597656249999998e-09 3.807036097074927e-18 9.761631018140840e-05 2.440407754535210e-04 4.830252033023371e-04 9.761631018140840e-17
17656 4.597916666666665e-09 3.807036100818507e-18 9.761631027739761e-05 2.440407756934941e-04 4.830252038944561e-04 9.761631027739762e-17
17657 4.598177083333332e-09 3.807036104575502e-18 9.761631037373081e-05 2.440407759343270e-04 4.830252044717719e-04 9.761631037373081e-17
17658 4.598437499999998e-09 3.807036108329258e-18 9.761631046998099e-05 2.440407761749525e-04 4.830252050490879e-04 9.761631046998099e-17
17659 4.598697916666665e-09 3.807036112079129e-18 9.761631056613154e-05 2.440407764153288e-04 4.830252056412069e-04 9.761631056613153e-17
17660 4.598958333333332e-09 3.807036115832654e-18 9.761631066237574e-05 2.440407766559394e-04 4.830252062333259e-04 9.761631066237574e-17
17661 4.599218749999998e-09 3.807036119566103e-18 9.761631075810521e-05 2.440407768952630e-04 4.830252068254448e-04 9.761631075810521e-17
17662 4.599479166666665e-09 3.807036123288172e-18 9.761631085354288e-05 2.440407771338572e-04 4.830252073879578e-04 9.761631085354287e-17
17663 4.599739583333332e-09 3.807036126987990e-18 9.761631094841001e-05 2.440407773710251e-04 4.830252079800767e-04 9.761631094841002e-17
17664 4.599999999999998e-09 3.807036130705572e-18 9.761631104373262e-05 2.440407776093316e-04 4.830252085425897e-04 9.761631104373263e-17
17665 4.600260416666665e-09 3.807036134430925e-18 9.761631113925451e-05 2.440407778481363e-04 4.830252091199057e-04 9.761631113925451e-17
17666 4.600520833333332e-09 3.807036138154196e-18 9.761631123472299e-05 2.440407780868075e-04 4.830252096824187e-04 9.761631123472299e-17
17667 4.600781249999998e-09 3.807036141857901e-18 9.761631132968977e-05 2.440407783242244e-04 4.830252102597346e-04 9.761631132968977e-17
17668 4.601041666666665e-09 3.807036145562438e-18 9.761631142467790e-05 2.440407785616948e-04 4.830252108666566e-04 9.761631142467790e-17
17669 4.601302083333332e-09 3.807036149252727e-18 9.761631151930069e-05 2.440407787982517e-04 4.830252114439726e-04 9.761631151930070e-17
17670 4.601562499999998e-09 3.807036152963230e-18 9.761631161444181e-05 2.440407790361045e-04 4.830252119916826e-04 9.761631161444181e-17
17671 4.601822916666665e-09 3.807036156657776e-18 9.761631170917374e-05 2.440407792729344e-04 4.830252125393926e-04 9.761631170917374e-17
17672 4.602083333333332e-09 3.807036160353430e-18 9.761631180393411e-05 2.440407795098353e-04 4.830252131019056e-04 9.761631180393410e-17
17673 4.602343749999998e-09 3.807036164050195e-18 9.761631189872295e-05 2.440407797468074e-04 4.830252137088275e-04 9.761631189872295e-17
17674 4.602604166666665e-09 3.807036167761625e-18 9.761631199388782e-05 2.440407799847196e-04 4.830252143157496e-04 9.761631199388782e-17
17675 4.602864583333332e-09 3.807036171457973e-18 9.761631208866598e-05 2.440407802216650e-04 4.830252148930654e-04 9.761631208866598e-17
17676 4.603124999999998e-09 3.807036175144192e-18 9.761631218318441e-05 2.440407804579610e-04 4.830252154851844e-04 9.761631218318441e-17
17677 4.603385416666665e-09 3.807036178826107e-18 9.761631227759251e-05 2.440407806939813e-04 4.830252160476974e-04 9.761631227759251e-17
17678 4.603645833333332e-09 3.807036182502380e-18 9.761631237185589e-05 2.440407809296397e-04 4.830252165954073e-04 9.761631237185589e-17
17679 4.603906249999998e-09 3.807036186183046e-18 9.761631246623195e-05 2.440407811655799e-04 4.830252171579203e-04 9.761631246623194e-17
17680 4.604166666666665e-09 3.807036189879534e-18 9.761631256101370e-05 2.440407814025343e-04 4.830252177204334e-04 9.761631256101370e-17
17681 4.604427083333332e-09 3.807036193560848e-18 9.761631265540637e-05 2.440407816385159e-04 4.830252182829464e-04 9.761631265540638e-17
17682 4.604687499999999e-09 3.807036197245448e-18 9.761631274988329e-05 2.440407818747082e-04 4.830252188454595e-04 9.761631274988330e-17
17683 4.604947916666665e-09 3.807036200911913e-18 9.761631284389522e-05 2.440407821097381e-04 4.830252194227754e-04 9.761631284389522e-17
17684 4.605208333333331e-09 3.807036204569358e-18 9.761631293767586e-05 2.440407823441896e-04 4.830252200000913e-04 9.761631293767586e-17
17685 4.605468749999999e-09 3.807036208238135e-18 9.761631303174707e-05 2.440407825793677e-04 4.830252205626044e-04 9.761631303174707e-17
17686 4.605729166666665e-09 3.807036211887670e-18 9.761631312532489e-05 2.440407828133122e-04 4.830252211695262e-04 9.761631312532489e-17
17687 4.605989583333331e-09 3.807036215556171e-18 9.761631321938899e-05 2.440407830484725e-04 4.830252217320393e-04 9.761631321938900e-17
17688 4.606249999999999e-09 3.807036219211395e-18 9.761631331311269e-05 2.440407832827817e-04 4.830252222649464e-04 9.761631331311269e-17
17689 4.606510416666665e-09 3.807036222864954e-18 9.761631340679369e-05 2.440407835169843e-04 4.830252228422622e-04 9.761631340679370e-17
17690 4.606770833333331e-09 3.807036226529800e-18 9.761631350076411e-05 2.440407837519103e-04 4.830252234047754e-04 9.761631350076411e-17
17691 4.607031249999999e-09 3.807036230170684e-18 9.761631359412011e-05 2.440407839853003e-04 4.830252239672883e-04 9.761631359412011e-17
17692 4.607291666666665e-09 3.807036233834466e-18 9.761631368806325e-05 2.440407842201581e-04 4.830252245298013e-04 9.761631368806325e-17
17693 4.607552083333332e-09 3.807036237458650e-18 9.761631378099104e-05 2.440407844524776e-04 4.830252250923144e-04 9.761631378099105e-17
17694 4.607812499999999e-09 3.807036241112071e-18 9.761631387466849e-05 2.440407846866712e-04 4.830252256548272e-04 9.761631387466850e-17
17695 4.608072916666665e-09 3.807036244736949e-18 9.761631396761408e-05 2.440407849190352e-04 4.830252262173402e-04 9.761631396761408e-17
17696 4.608333333333332e-09 3.807036248376399e-18 9.761631406093331e-05 2.440407851523333e-04 4.830252268390653e-04 9.761631406093332e-17
17697 4.608593749999998e-09 3.807036252031392e-18 9.761631415465107e-05 2.440407853866277e-04 4.830252273867753e-04 9.761631415465106e-17
17698 4.608854166666665e-09 3.807036255666632e-18 9.761631424786236e-05 2.440407856196559e-04 4.830252279640911e-04 9.761631424786236e-17
17699 4.609114583333332e-09 3.807036259292574e-18 9.761631434083523e-05 2.440407858520881e-04 4.830252284821953e-04 9.761631434083524e-17
17700 4.609374999999998e-09 3.807036262928508e-18 9.761631443406432e-05 2.440407860851608e-04 4.830252290595111e-04 9.761631443406433e-17
17701 4.609635416666665e-09 3.807036266544597e-18 9.761631452678454e-05 2.440407863169614e-04 4.830252296368272e-04 9.761631452678454e-17
17702 4.609895833333332e-09 3.807036270167532e-18 9.761631461968032e-05 2.440407865492008e-04 4.830252301993402e-04 9.761631461968033e-17
17703 4.610156249999998e-09 3.807036273785888e-18 9.761631471245868e-05 2.440407867811467e-04 4.830252307470503e-04 9.761631471245869e-17
17704 4.610416666666665e-09 3.807036277401376e-18 9.761631480516349e-05 2.440407870129087e-04 4.830252312651543e-04 9.761631480516349e-17
17705 4.610677083333332e-09 3.807036281012746e-18 9.761631489776271e-05 2.440407872444068e-04 4.830252318424702e-04 9.761631489776271e-17
17706 4.610937499999998e-09 3.807036284621850e-18 9.761631499030384e-05 2.440407874757596e-04 4.830252323753773e-04 9.761631499030383e-17
17707 4.611197916666665e-09 3.807036288232850e-18 9.761631508289361e-05 2.440407877072340e-04 4.830252329674963e-04 9.761631508289361e-17
17708 4.611458333333332e-09 3.807036291835571e-18 9.761631517527105e-05 2.440407879381776e-04 4.830252335004033e-04 9.761631517527105e-17
17709 4.611718749999998e-09 3.807036295444998e-18 9.761631526782047e-05 2.440407881695512e-04 4.830252340481133e-04 9.761631526782048e-17
17710 4.611979166666665e-09 3.807036299055397e-18 9.761631536039480e-05 2.440407884009870e-04 4.830252346402323e-04 9.761631536039481e-17
17711 4.612239583333332e-09 3.807036302637439e-18 9.761631545224203e-05 2.440407886306051e-04 4.830252351287304e-04 9.761631545224203e-17
17712 4.612499999999998e-09 3.807036306237753e-18 9.761631554455778e-05 2.440407888613945e-04 4.830252357208494e-04 9.761631554455778e-17
17713 4.612760416666665e-09 3.807036309806750e-18 9.761631563607053e-05 2.440407890901763e-04 4.830252362537565e-04 9.761631563607052e-17
17714 4.613020833333332e-09 3.807036313388052e-18 9.761631572789879e-05 2.440407893197470e-04 4.830252368162695e-04 9.761631572789879e-17
17715 4.613281249999998e-09 3.807036316973287e-18 9.761631581982787e-05 2.440407895495697e-04 4.830252373639794e-04 9.761631581982787e-17
17716 4.613541666666665e-09 3.807036320550841e-18 9.761631591156002e-05 2.440407897789001e-04 4.830252379264925e-04 9.761631591156002e-17
17717 4.613802083333332e-09 3.807036324120393e-18 9.761631600308701e-05 2.440407900077176e-04 4.830252384593996e-04 9.761631600308701e-17
17718 4.614062499999998e-09 3.807036327688326e-18 9.761631609457248e-05 2.440407902364312e-04 4.830252390071096e-04 9.761631609457248e-17
17719 4.614322916666665e-09 3.807036331260006e-18 9.761631618615401e-05 2.440407904653850e-04 4.830252395844255e-04 9.761631618615401e-17
17720 4.614583333333332e-09 3.807036334817438e-18 9.761631627737021e-05 2.440407906934256e-04 4.830252401173325e-04 9.761631627737021e-17
17721 4.614843749999998e-09 3.807036338367006e-18 9.761631636838479e-05 2.440407909209620e-04 4.830252406946485e-04 9.761631636838479e-17
17722 4.615104166666665e-09 3.807036341946551e-18 9.761631646016796e-05 2.440407911504199e-04 4.830252412127527e-04 9.761631646016796e-17
17723 4.615364583333332e-09 3.807036345505879e-18 9.761631655143281e-05 2.440407913785821e-04 4.830252417900686e-04 9.761631655143281e-17
17724 4.615624999999999e-09 3.807036349068723e-18 9.761631664278779e-05 2.440407916069695e-04 4.830252422785667e-04 9.761631664278779e-17
17725 4.615885416666665e-09 3.807036352617783e-18 9.761631673378932e-05 2.440407918344733e-04 4.830252428558827e-04 9.761631673378933e-17
17726 4.616145833333331e-09 3.807036356169710e-18 9.761631682486437e-05 2.440407920621610e-04 4.830252433739868e-04 9.761631682486437e-17
17727 4.616406249999999e-09 3.807036359729270e-18 9.761631691613513e-05 2.440407922903379e-04 4.830252439513027e-04 9.761631691613513e-17
17728 4.616666666666665e-09 3.807036363278237e-18 9.761631700713428e-05 2.440407925178357e-04 4.830252444694069e-04 9.761631700713428e-17
17729 4.616927083333331e-09 3.807036366830350e-18 9.761631709821410e-05 2.440407927455353e-04 4.830252450467228e-04 9.761631709821409e-17
17730 4.617187499999999e-09 3.807036370391852e-18 9.761631718953467e-05 2.440407929738367e-04 4.830252455944328e-04 9.761631718953468e-17
17731 4.617447916666665e-09 3.807036373939801e-18 9.761631728050772e-05 2.440407932012693e-04 4.830252461273399e-04 9.761631728050772e-17
17732 4.617708333333331e-09 3.807036377486317e-18 9.761631737144402e-05 2.440407934286101e-04 4.830252466898528e-04 9.761631737144403e-17
17733 4.617968749999999e-09 3.807036381019277e-18 9.761631746203276e-05 2.440407936550819e-04 4.830252472375629e-04 9.761631746203276e-17
17734 4.618229166666665e-09 3.807036384565792e-18 9.761631755296904e-05 2.440407938824226e-04 4.830252477852730e-04 9.761631755296903e-17
17735 4.618489583333332e-09 3.807036388116100e-18 9.761631764400258e-05 2.440407941100065e-04 4.830252482885740e-04 9.761631764400258e-17
17736 4.618749999999999e-09 3.807036391638838e-18 9.761631773432919e-05 2.440407943358230e-04 4.830252488510870e-04 9.761631773432918e-17
17737 4.619010416666665e-09 3.807036395151583e-18 9.761631782439958e-05 2.440407945609989e-04 4.830252493543883e-04 9.761631782439958e-17
17738 4.619270833333332e-09 3.807036398674691e-18 9.761631791473567e-05 2.440407947868392e-04 4.830252499169011e-04 9.761631791473568e-17
17739 4.619531249999998e-09 3.807036402197845e-18 9.761631800507295e-05 2.440407950126824e-04 4.830252504202022e-04 9.761631800507296e-17
17740 4.619791666666665e-09 3.807036405724052e-18 9.761631809548852e-05 2.440407952387213e-04 4.830252509975183e-04 9.761631809548852e-17
17741 4.620052083333332e-09 3.807036409250398e-18 9.761631818590764e-05 2.440407954647691e-04 4.830252515156223e-04 9.761631818590765e-17
17742 4.620312499999998e-09 3.807036412747832e-18 9.761631827558545e-05 2.440407956889636e-04 4.830252520633323e-04 9.761631827558544e-17
17743 4.620572916666665e-09 3.807036416266869e-18 9.761631836581716e-05 2.440407959145429e-04 4.830252526110424e-04 9.761631836581715e-17
17744 4.620833333333332e-09 3.807036419781511e-18 9.761631845593618e-05 2.440407961398405e-04 4.830252531587523e-04 9.761631845593618e-17
17745 4.621093749999998e-09 3.807036423288521e-18 9.761631854585951e-05 2.440407963646488e-04 4.830252536768564e-04 9.761631854585951e-17
17746 4.621354166666665e-09 3.807036426796317e-18 9.761631863580300e-05 2.440407965895075e-04 4.830252542245665e-04 9.761631863580300e-17
17747 4.621614583333332e-09 3.807036430295555e-18 9.761631872552705e-05 2.440407968138176e-04 4.830252547426705e-04 9.761631872552704e-17
17748 4.621874999999998e-09 3.807036433792433e-18 9.761631881519061e-05 2.440407970379765e-04 4.830252552903806e-04 9.761631881519061e-17
17749 4.622135416666665e-09 3.807036437299813e-18 9.761631890512341e-05 2.440407972628085e-04 4.830252558084847e-04 9.761631890512341e-17
17750 4.622395833333332e-09 3.807036440791279e-18 9.761631899464818e-05 2.440407974866205e-04 4.830252563561946e-04 9.761631899464818e-17
17751 4.622656249999998e-09 3.807036444260263e-18 9.761631908359649e-05 2.440407977089913e-04 4.830252568742987e-04 9.761631908359650e-17
17752 4.622916666666665e-09 3.807036447742154e-18 9.761631917287575e-05 2.440407979321894e-04 4.830252574220088e-04 9.761631917287575e-17
17753 4.623177083333332e-09 3.807036451225849e-18 9.761631926220125e-05 2.440407981555031e-04 4.830252579401128e-04 9.761631926220125e-17
17754 4.623437499999998e-09 3.807036454698904e-18 9.761631935125396e-05 2.440407983781349e-04 4.830252584878229e-04 9.761631935125396e-17
17755 4.623697916666665e-09 3.807036458175336e-18 9.761631944039324e-05 2.440407986009831e-04 4.830252590059270e-04 9.761631944039325e-17
17756 4.623958333333332e-09 3.807036461648993e-18 9.761631952946136e-05 2.440407988236534e-04 4.830252595536369e-04 9.761631952946135e-17
17757 4.624218749999998e-09 3.807036465122603e-18 9.761631961852829e-05 2.440407990463208e-04 4.830252600717410e-04 9.761631961852829e-17
17758 4.624479166666665e-09 3.807036468582520e-18 9.761631970724411e-05 2.440407992681103e-04 4.830252606194511e-04 9.761631970724412e-17
17759 4.624739583333332e-09 3.807036472055900e-18 9.761631979630514e-05 2.440407994907629e-04 4.830252611375551e-04 9.761631979630515e-17
17760 4.624999999999998e-09 3.807036475531175e-18 9.761631988541476e-05 2.440407997135369e-04 4.830252616852652e-04 9.761631988541475e-17
17761 4.625260416666665e-09 3.807036479006081e-18 9.761631997451490e-05 2.440407999362873e-04 4.830252622033694e-04 9.761631997451489e-17
17762 4.625520833333332e-09 3.807036482478396e-18 9.761632006354862e-05 2.440408001588716e-04 4.830252627510792e-04 9.761632006354862e-17
17763 4.625781249999998e-09 3.807036485941228e-18 9.761632015233919e-05 2.440408003808480e-04 4.830252632691834e-04 9.761632015233919e-17
17764 4.626041666666665e-09 3.807036489379820e-18 9.761632024050821e-05 2.440408006012705e-04 4.830252638168934e-04 9.761632024050820e-17
17765 4.626302083333332e-09 3.807036492829792e-18 9.761632032896902e-05 2.440408008224226e-04 4.830252643349975e-04 9.761632032896902e-17
17766 4.626562499999999e-09 3.807036496281336e-18 9.761632041747015e-05 2.440408010436754e-04 4.830252648827075e-04 9.761632041747015e-17
17767 4.626822916666665e-09 3.807036499737506e-18 9.761632050608991e-05 2.440408012652248e-04 4.830252654008117e-04 9.761632050608992e-17
17768 4.627083333333331e-09 3.807036503191781e-18 9.761632059466106e-05 2.440408014866527e-04 4.830252659485215e-04 9.761632059466106e-17
17769 4.627343749999999e-09 3.807036506639625e-18 9.761632068306731e-05 2.440408017076683e-04 4.830252664666257e-04 9.761632068306732e-17
17770 4.627604166666665e-09 3.807036510069335e-18 9.761632077100859e-05 2.440408019275215e-04 4.830252670143357e-04 9.761632077100859e-17
17771 4.627864583333331e-09 3.807036513508343e-18 9.761632085918828e-05 2.440408021479707e-04 4.830252675472428e-04 9.761632085918828e-17
17772 4.628124999999999e-09 3.807036516940597e-18 9.761632094719481e-05 2.440408023679870e-04 4.830252680801498e-04 9.761632094719482e-17
17773 4.628385416666665e-09 3.807036520370585e-18 9.761632103514322e-05 2.440408025878581e-04 4.830252686130569e-04 9.761632103514321e-17
17774 4.628645833333331e-09 3.807036523805569e-18 9.761632112321971e-05 2.440408028080493e-04 4.830252691755697e-04 9.761632112321972e-17
17775 4.628906249999999e-09 3.807036527232272e-18 9.761632121108392e-05 2.440408030277098e-04 4.830252696788710e-04 9.761632121108392e-17
17776 4.629166666666665e-09 3.807036530648521e-18 9.761632129868003e-05 2.440408032467001e-04 4.830252702413839e-04 9.761632129868002e-17
17777 4.629427083333332e-09 3.807036534064030e-18 9.761632138625717e-05 2.440408034656430e-04 4.830252707446851e-04 9.761632138625718e-17
17778 4.629687499999999e-09 3.807036537478336e-18 9.761632147380349e-05 2.440408036845088e-04 4.830252712923951e-04 9.761632147380349e-17
17779 4.629947916666665e-09 3.807036540888987e-18 9.761632156125608e-05 2.440408039031402e-04 4.830252718104992e-04 9.761632156125608e-17
17780 4.630208333333332e-09 3.807036544301582e-18 9.761632164875851e-05 2.440408041218963e-04 4.830252723730120e-04 9.761632164875852e-17
17781 4.630468749999998e-09 3.807036547709781e-18 9.761632173614824e-05 2.440408043403706e-04 4.830252728763133e-04 9.761632173614823e-17
17782 4.630729166666665e-09 3.807036551109608e-18 9.761632182332329e-05 2.440408045583083e-04 4.830252734388263e-04 9.761632182332329e-17
17783 4.630989583333332e-09 3.807036554511562e-18 9.761632191055288e-05 2.440408047763823e-04 4.830252739421274e-04 9.761632191055288e-17
17784 4.631249999999998e-09 3.807036557911528e-18 9.761632199773148e-05 2.440408049943287e-04 4.830252744898374e-04 9.761632199773148e-17
17785 4.631510416666665e-09 3.807036561293545e-18 9.761632208444986e-05 2.440408052111247e-04 4.830252750079415e-04 9.761632208444986e-17
17786 4.631770833333332e-09 3.807036564691290e-18 9.761632217157155e-05 2.440408054289289e-04 4.830252755704544e-04 9.761632217157155e-17
17787 4.632031249999998e-09 3.807036568079922e-18 9.761632225845954e-05 2.440408056461489e-04 4.830252760885586e-04 9.761632225845954e-17
17788 4.632291666666665e-09 3.807036571474798e-18 9.761632234550765e-05 2.440408058637692e-04 4.830252766362686e-04 9.761632234550765e-17
17789 4.632552083333332e-09 3.807036574863940e-18 9.761632243240872e-05 2.440408060810218e-04 4.830252771543726e-04 9.761632243240871e-17
17790 4.632812499999998e-09 3.807036578254375e-18 9.761632251934296e-05 2.440408062983574e-04 4.830252776872797e-04 9.761632251934296e-17
17791 4.633072916666665e-09 3.807036581650825e-18 9.761632260643142e-05 2.440408065160786e-04 4.830252782201867e-04 9.761632260643142e-17
17792 4.633333333333332e-09 3.807036585046488e-18 9.761632269349971e-05 2.440408067337493e-04 4.830252787530938e-04 9.761632269349971e-17
