# iT  physTime_s  Qx_m3_per_s  qx_cell_m_per_s  max_abs_ux_m_per_s
2863 1.192916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2864 1.193333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2865 1.193750000000000e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2866 1.194166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2867 1.194583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2868 1.195000000000000e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2869 1.195416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2870 1.195833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2871 1.196250000000000e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2872 1.196666666666666e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2873 1.197083333333333e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2874 1.197500000000000e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2875 1.197916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2876 1.198333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2877 1.198750000000000e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2878 1.199166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2879 1.199583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2880 1.199999999999999e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2881 1.200416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2882 1.200833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2883 1.201250000000000e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2884 1.201666666666666e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2885 1.202083333333333e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2886 1.202500000000000e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2887 1.202916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2888 1.203333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2889 1.203750000000000e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2890 1.204166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2891 1.204583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2892 1.205000000000000e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2893 1.205416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2894 1.205833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2895 1.206250000000000e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2896 1.206666666666666e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2897 1.207083333333333e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2898 1.207500000000000e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2899 1.207916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2900 1.208333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2901 1.208750000000000e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2902 1.209166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2903 1.209583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2904 1.210000000000000e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2905 1.210416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2906 1.210833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2907 1.211250000000000e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2908 1.211666666666666e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2909 1.212083333333333e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2910 1.212500000000000e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2911 1.212916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2912 1.213333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2913 1.213750000000000e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2914 1.214166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2915 1.214583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2916 1.215000000000000e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2917 1.215416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2918 1.215833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2919 1.216250000000000e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2920 1.216666666666666e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2921 1.217083333333333e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2922 1.217500000000000e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2923 1.217916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2924 1.218333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2925 1.218750000000000e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2926 1.219166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2927 1.219583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2928 1.220000000000000e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2929 1.220416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2930 1.220833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2931 1.221250000000000e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2932 1.221666666666666e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2933 1.222083333333333e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2934 1.222500000000000e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2935 1.222916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2936 1.223333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2937 1.223750000000000e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2938 1.224166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2939 1.224583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2940 1.225000000000000e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2941 1.225416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2942 1.225833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2943 1.226250000000000e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2944 1.226666666666666e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2945 1.227083333333333e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2946 1.227500000000000e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2947 1.227916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2948 1.228333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2949 1.228750000000000e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2950 1.229166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2951 1.229583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2952 1.230000000000000e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2953 1.230416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2954 1.230833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2955 1.231250000000000e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2956 1.231666666666666e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2957 1.232083333333333e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2958 1.232500000000000e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2959 1.232916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2960 1.233333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2961 1.233750000000000e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2962 1.234166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2963 1.234583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2964 1.235000000000000e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2965 1.235416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2966 1.235833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2967 1.236250000000000e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2968 1.236666666666666e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2969 1.237083333333333e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2970 1.237500000000000e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2971 1.237916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2972 1.238333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2973 1.238750000000000e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2974 1.239166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2975 1.239583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2976 1.240000000000000e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2977 1.240416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2978 1.240833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2979 1.241250000000000e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2980 1.241666666666666e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2981 1.242083333333333e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2982 1.242500000000000e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2983 1.242916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2984 1.243333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2985 1.243750000000000e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2986 1.244166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2987 1.244583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2988 1.245000000000000e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2989 1.245416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2990 1.245833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2991 1.246249999999999e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2992 1.246666666666666e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2993 1.247083333333333e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2994 1.247500000000000e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2995 1.247916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
2996 1.248333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
2997 1.248750000000000e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
2998 1.249166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
2999 1.249583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
3000 1.250000000000000e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
3001 1.250416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
3002 1.250833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
3003 1.251250000000000e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
3004 1.251666666666666e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
3005 1.252083333333333e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
3006 1.252500000000000e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
3007 1.252916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
3008 1.253333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
3009 1.253750000000000e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
3010 1.254166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
3011 1.254583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
3012 1.254999999999999e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
3013 1.255416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
3014 1.255833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
3015 1.256250000000000e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
3016 1.256666666666666e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
3017 1.257083333333333e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
3018 1.257500000000000e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
3019 1.257916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
3020 1.258333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
3021 1.258750000000000e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
3022 1.259166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
3023 1.259583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
3024 1.260000000000000e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
3025 1.260416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
3026 1.260833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
3027 1.261250000000000e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
3028 1.261666666666666e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
3029 1.262083333333333e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
3030 1.262500000000000e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
3031 1.262916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
3032 1.263333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
3033 1.263749999999999e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
3034 1.264166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
3035 1.264583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
3036 1.265000000000000e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
3037 1.265416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
3038 1.265833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
3039 1.266250000000000e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
3040 1.266666666666666e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
3041 1.267083333333333e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
3042 1.267500000000000e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
3043 1.267916666666666e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
3044 1.268333333333333e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
3045 1.268750000000000e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
3046 1.269166666666666e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
3047 1.269583333333333e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
3048 1.270000000000000e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
3049 1.270416666666666e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
3050 1.270833333333333e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
