source_version,source_cpp_sha256,executable_sha256,original_case_h_sha256,diagnostic_csv_sha256,dx_nm,dt_s,tau,body_accel_x_m_s2,body_accel_y_applied_m_s2,body_accel_z_applied_m_s2,lattice_force_x,lattice_force_y,lattice_force_z,density_kg_m3,kinematic_viscosity_m2_s,wall_width_nm,groove_width_nm,num_grooves,domain_Lx_nm,domain_Ly_nm,channel_height_nm,exit_code,end_reason,short_test_read_only_equivalence,run_id,completed_steps,final_step,final_time_s,fluid_nodes,fluid_volume_m3,max_fluid_mass_abs_relative_drift_all_steps,max_density_deviation_all_steps,nonfinite_count_all_steps,last_window_start_step,last_window_end_step,max_abs_ux_min_last5000_m_s,max_abs_ux_max_last5000_m_s,max_abs_ux_slope_last5000_m_s_per_step,volume_mean_ux_min_last5000_m_s,volume_mean_ux_max_last5000_m_s,qx_legacy_min_last5000_m_s,qx_legacy_max_last5000_m_s,qx_legacy_slope_last5000_m_s_per_step,Bxx_residual_min_last5000_m2,Bxx_residual_max_last5000_m2,Bxx_residual_slope_last5000_m2_per_step,plane1_flux_min_last5000_m3_s,plane1_flux_max_last5000_m3_s,plane2_flux_min_last5000_m3_s,plane2_flux_max_last5000_m3_s,fluid_mass_abs_drift_min_last5000,fluid_mass_abs_drift_max_last5000,qx_threshold_m_s,qx_threshold_pass_every_step_last5000,final_volume_mean_ux_m_s,final_max_abs_ux_m_s,final_Qx_legacy_m3_s,final_qx_legacy_m_s,final_Bxx_numerical_residual_m2,final_Qx_plane_groove1_m3_s,final_Qx_plane_groove2_m3_s
5953d8a-dirty,a43f80d52d0a111a2cc2470c6e0fcbb5bb15e251f79174b74966e0a6cf820207,88d2357a0d54586b07ae50834b754acca9a97c2d6c88000895425dce10f5dd9f,e6b723cdeb0d2bbe85c2a5931b21722eb70cb3385b4902b25c475a2cef9df2f2,2cd3d7a288884b74a68c6f7547440a0581a72149f6c864082ab75075170149a8,5.0,4.166666666666666e-12,1.0,1000000.0,0.0,0.0,3.4722222222222205e-09,0.0,0.0,1000.0,1e-06,120.0,120.0,2,600.0,240.0,65.0,0,fixed_step_limit_completed,True,stage2_bxx_formal_20260906,20000,19999,8.332916666666664e-08,32928,4.115999999999998e-21,8.502915196653466e-13,1.8951697389191224e-07,0,15000,19999,9.179159432244885e-14,1.0889603982646792e-13,2.052533542591314e-21,1.3872630609221659e-14,1.4335223492327934e-14,5.9759024162800975e-15,6.1751731966951074e-15,8.540182635082274e-24,5.9759024162800976e-27,6.175173196695108e-27,8.540182634032554e-36,-2.2652389660045167e-28,-2.176421123372754e-28,-2.2652389660045167e-28,-2.176421123372754e-28,6.270034318465576e-13,6.270034318465576e-13,1e-13,True,1.4136969475322651e-14,1.0889603982646792e-13,2.3750108718542045e-28,6.089771466292833e-15,6.089771466292833e-27,-2.2208300446886365e-28,-2.2208300446886365e-28
