run_id,gap_nm,mode,source_vti,fluid_nodes,recess_nodes,junction_nodes,arm_nodes,max_speed_m_s,mean_speed_fluid_m_s,mean_speed_gap_m_s,mean_speed_recess_m_s,mean_speed_junction_m_s,mean_speed_arms_m_s,max_abs_cross_velocity_m_s,max_abs_vertical_velocity_m_s,pressure_min_Pa,pressure_max_Pa,pressure_disturbance_Pa,applied_pressure_gradient_Pa_m,local_pressure_gradient_rms_Pa_m,local_pressure_gradient_max_Pa_m,gradient_max_x_nm,gradient_max_y_nm,gradient_max_z_nm,recess_min_speed_m_s,recess_min_speed_x_nm,recess_min_speed_y_nm,recess_min_speed_z_nm,mass_drift,Mach_max,low_speed_fraction_below_01pct_umax,low_speed_fraction_below_01pct_umax_recess,low_speed_fraction_below_01pct_umax_junction,low_speed_fraction_below_01pct_umax_arms,low_speed_fraction_below_05pct_umax,low_speed_fraction_below_05pct_umax_recess,low_speed_fraction_below_05pct_umax_junction,low_speed_fraction_below_05pct_umax_arms,low_speed_fraction_below_10pct_umax,low_speed_fraction_below_10pct_umax_recess,low_speed_fraction_below_10pct_umax_junction,low_speed_fraction_below_10pct_umax_arms,section_Q_mean_m3_s,section_Q_relative_span,recess_Q_fraction_mean,recess_Q_fraction_min,recess_Q_fraction_max
sim_ec1xt240_right_angle_h75_dx5_a1e5_x_20260909,75,x,/home/dell/yuanyuanxu/SIM240/grooveDNS/stage3_ex240_local/right_angle_groove/output/sim_ec1xt240_right_angle_h75_dx5_a1e5_x_20260909/vtkData/data/sim_ec1xt240_right_angle_h75_x_iT0002551iC00000.vti,69120,34560,11520,23040,0.00020366266421553052,8.419632432963614e-05,9.480097546922615e-05,7.359167319004614e-05,9.786570096159148e-05,6.145465930427346e-05,3.5107226722175255e-05,3.3149754017358646e-05,-11.974278450012207,11.97428035736084,23.948558807373047,100000000.0,76869772.8014754,738655357.0218933,177.5,62.5,82.5,6.459296786442005e-08,177.5,2.5,172.50000000000003,2.2665342215886152e-13,7.055081879016345e-07,0.030266203703703705,0.06053240740740741,0.0,0.09079861111111111,0.08304398148148148,0.16064814814814815,0.024305555555555556,0.22881944444444444,0.16516203703703702,0.2553240740740741,0.06284722222222222,0.3515625,2.9987864314825915e-18,4.570564666490297e-08,0.4342257734302359,0.40500322072591033,0.4859476733252884
sim_ec1xt240_right_angle_h75_dx5_a1e5_y_20260909,75,y,/home/dell/yuanyuanxu/SIM240/grooveDNS/stage3_ex240_local/right_angle_groove/output/sim_ec1xt240_right_angle_h75_dx5_a1e5_y_20260909/vtkData/data/sim_ec1xt240_right_angle_h75_y_iT0002551iC00000.vti,69120,34560,11520,23040,0.00020366266421553185,8.419632433093638e-05,9.480097547118819e-05,7.359167319068459e-05,9.78657009600193e-05,6.145465930601724e-05,3.5107226722175255e-05,3.3149754017358646e-05,-11.974278450012207,11.97428035736084,23.948558807373047,100000000.0,76869772.89894573,738655357.0218933,62.5,177.5,82.5,6.459296838357709e-08,237.5,177.5,172.50000000000003,2.683819042872436e-13,7.055081878855537e-07,0.030266203703703705,0.06053240740740741,0.0,0.09079861111111111,0.08304398148148148,0.16064814814814815,0.024305555555555556,0.22881944444444444,0.16516203703703702,0.2553240740740741,0.06284722222222222,0.3515625,2.9987864315240884e-18,4.562588192507785e-08,0.43422577342568514,0.4050032207620014,0.48594767332741995
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,/home/dell/yuanyuanxu/SIM240/grooveDNS/stage3_ex240_local/right_angle_groove/output/sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909/vtkData/data/sim_ec1xt240_right_angle_h65_x_iT0002406iC00000.vti,64512,34560,11520,23040,0.00018707193318444733,7.347267454604557e-05,7.803295774963379e-05,6.95204291029358e-05,9.225170822802245e-05,5.8154789540392456e-05,3.30564180330839e-05,2.8610846129595302e-05,-10.995702743530273,10.995704650878906,21.99140739440918,100000000.0,76045383.07088397,670784900.2485006,177.5,62.5,72.50000000000001,4.532651474237775e-08,117.5,222.5,162.5,2.4761956427839344e-13,6.480361651183098e-07,0.030257936507936508,0.05648148148148148,0.0,0.08472222222222223,0.08699156746031746,0.1542824074074074,0.019097222222222224,0.221875,0.17299107142857142,0.24756944444444445,0.059722222222222225,0.34149305555555554,2.4394406144629675e-18,5.167201253058744e-08,0.5042594033240163,0.4743671993203773,0.5582923296071877
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,/home/dell/yuanyuanxu/SIM240/grooveDNS/stage3_ex240_local/right_angle_groove/output/sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909/vtkData/data/sim_ec1xt240_right_angle_h65_y_iT0002406iC00000.vti,64512,34560,11520,23040,0.00018707193318442882,7.347267455073556e-05,7.803295775522631e-05,6.952042910684358e-05,9.225170823374844e-05,5.815478954339114e-05,3.30564180330839e-05,2.8610846129595302e-05,-10.995702743530273,10.995704650878906,21.99140739440918,100000000.0,76045383.075664,670784900.2485006,62.5,177.5,72.50000000000001,4.5326514631301434e-08,222.5,117.5,162.5,1.7100270835583498e-13,6.480361651031895e-07,0.030257936507936508,0.05648148148148148,0.0,0.08472222222222223,0.08699156746031746,0.1542824074074074,0.019097222222222224,0.221875,0.17299107142857142,0.24756944444444445,0.059722222222222225,0.34149305555555554,2.439440614620503e-18,5.176552239319191e-08,0.504259403320114,0.4743671993203773,0.5582923297386425
