run_id,gap_nm,mode,coordinate_nm,fluid_area_m2,pressure_section_mean_Pa,Q_total_m3_s,Q_gap_m3_s,Q_recess_m3_s,recess_fraction_of_Q,periodic_section_pressure_gradient_Pa_m
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,122.5,3.96e-14,0.17289607502012092,2.4394406085841592e-18,1.0775196282793332e-18,1.361920980304826e-18,0.5582923296071877,69116677.08655575
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,127.5,3.96e-14,0.5182728485364203,2.4394406018664497e-18,1.080514935233623e-18,1.3589256666328264e-18,0.5570644620709738,68951475.7834864
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,132.5,3.96e-14,0.862410832854985,2.439440601844467e-18,1.0864817319770736e-18,1.3529588698673933e-18,0.5546184927988891,68622255.38928701
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,137.5,3.96e-14,1.2044954024292904,2.4394405892179452e-18,1.0953690876931433e-18,1.3440715015248018e-18,0.5509752963304159,68131194.03980295
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,142.5,3.96e-14,1.5437227732530145,2.439440581639119e-18,1.1070936654050456e-18,1.332346916234073e-18,0.5461690382058155,67481239.54831049
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,147.5,3.96e-14,1.8793077979123953,2.4394405732175107e-18,1.1215279048428783e-18,1.3179126683746322e-18,0.5402520081218316,66677628.02481049
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,152.5,3.96e-14,2.2104990535011195,2.4394405695663316e-18,1.1384881194771879e-18,1.3009524500891435e-18,0.533299505763495,65728755.295276664
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,157.5,3.96e-14,2.536595350865162,2.4394405608354043e-18,1.1577048265280609e-18,1.2817357343073433e-18,0.5254219983406374,64647771.59871478
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,162.5,3.96e-14,2.8569767694882673,2.4394405588714754e-18,1.1788004920617824e-18,1.2606400668096928e-18,0.5167742506474047,63454109.979699336
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,167.5,3.96e-14,3.1711364506621553,2.4394405518844643e-18,1.2012069287720807e-18,1.2382336231123838e-18,0.5075891774267055,62177476.64436546
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,172.5,3.96e-14,3.478751535931922,2.4394405589609957e-18,1.224127724299251e-18,1.2153128346617442e-18,0.49819325590756314,60860735.43387229
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,177.5,3.96e-14,3.7797438050008783,2.4394405564009653e-18,1.246282287456779e-18,1.193158268944186e-18,0.4891114341004952,-186607590.86433107
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,182.5,2.7600000000000004e-14,1.6126756272886111,2.4394405758812355e-18,1.2617977704394435e-18,1.177642805441792e-18,0.48275117544782764,-234248637.31754443
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,187.5,2.7600000000000004e-14,1.4372574318254339,2.4394405710836512e-18,1.2662046680361527e-18,1.1732359030474981e-18,0.4809446546698704,-33572686.65795743
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,192.5,2.7600000000000004e-14,1.2769487607090368,2.4394405729708522e-18,1.2698458789600408e-18,1.1695946940108116e-18,0.4794520132894365,-31196130.898551665
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,197.5,2.7600000000000004e-14,1.1252961228399172,2.43944058327088e-18,1.2728305875498336e-18,1.1666099957210464e-18,0.4782284937462254,-29498597.39105769
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,202.5,2.7600000000000004e-14,0.9819627867984599,2.439440587579611e-18,1.2752607607581013e-18,1.16417982682151e-18,0.47723229364507613,-28164289.718952715
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,207.5,2.7600000000000004e-14,0.84365322565039,2.439440587528452e-18,1.2772228705216548e-18,1.1622177170067971e-18,0.4764279658822565,-27262024.3438776
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,212.5,2.7600000000000004e-14,0.7093425433596839,2.4394405956741142e-18,1.2787873725756071e-18,1.1606532230985067e-18,0.4757866312287765,-26607757.137305498
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,217.5,2.7600000000000004e-14,0.577575654277335,2.43944059458272e-18,1.280011284734428e-18,1.1594293098482922e-18,0.4752849126242482,-26165894.38116205
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,222.5,2.7600000000000004e-14,0.4476835995480634,2.439440600051057e-18,1.2809396414013465e-18,1.1585009586497109e-18,0.474904352508302,-25857767.412789922
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,227.5,2.7600000000000004e-14,0.3189979801494358,2.4394406021087887e-18,1.2816069802283894e-18,1.1578336218803997e-18,0.4746307907146842,-25656283.005694114
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,232.5,2.7600000000000004e-14,0.19112076949112225,2.4394406111127866e-18,1.2820383341022536e-18,1.157402277010533e-18,0.4744539677408121,-25534097.85740887
sim_ec1xt240_right_angle_h65_dx5_a1e5_x_20260909,65,x,237.5,2.7600000000000004e-14,0.0636570015753471,2.4394406143528614e-18,1.282250002213914e-18,1.1571906121389474e-18,0.4743671993203773,-25478150.825475108
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,2.5,2.7600000000000004e-14,-0.06366071064511071,2.4394406152509872e-18,1.2822500014408433e-18,1.157190613810144e-18,0.47436719983080383,-25478149.923509445
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,7.5,2.7600000000000004e-14,-0.1911244686908912,2.4394406254145906e-18,1.2820383407415646e-18,1.157402284673026e-18,0.47445396810029833,-25534094.932178658
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,12.5,2.7600000000000004e-14,-0.3190016599668973,2.4394406278361205e-18,1.2816069918244467e-18,1.1578336360116738e-18,0.4746307915018689,-25656277.937409665
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,17.5,2.7600000000000004e-14,-0.4476872480649879,2.4394406279384386e-18,1.2809396499505967e-18,1.1585009779878419e-18,0.4749043550065354,-25857759.94196318
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,22.5,2.7600000000000004e-14,-0.5775792593865291,2.4394406263922974e-18,1.2800112984223233e-18,1.1594293279699741e-18,0.4752849138552967,-26165883.88016258
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,27.5,2.7600000000000004e-14,-0.7093460868666137,2.439440628882039e-18,1.2787873783963733e-18,1.160653250485666e-18,0.47578663597874765,-26607742.830031157
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,32.5,2.7600000000000004e-14,-0.8436566876868407,2.4394406383180466e-18,1.2772228901212657e-18,1.162217748196781e-18,0.47642796874865156,-27262005.361093998
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,37.5,2.7600000000000004e-14,-0.9819661404775537,2.439440638170254e-18,1.2752607740821987e-18,1.1641798640880553e-18,0.47723229902461134,-28164264.76490671
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,42.5,2.7600000000000004e-14,-1.1252993353359078,2.4394406517217248e-18,1.272830610969322e-18,1.1666100407524027e-18,0.478228498786812,-29498564.592306152
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,47.5,2.7600000000000004e-14,-1.2769517864006152,2.439440653188285e-18,1.2698459049261147e-18,1.1695947482621704e-18,0.47945201976262086,-31196087.874148205
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,52.5,2.7600000000000004e-14,-1.4372602140773898,2.4394406533019722e-18,1.2662046980494779e-18,1.1732359552524942e-18,0.48094465986062346,-33572631.01615768
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,57.5,2.7600000000000004e-14,-1.612678096562192,2.439440651005498e-18,1.2617977999525465e-18,1.1776428510529513e-18,0.4827511792785555,-234248373.03020266
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,62.5,3.96e-14,-3.7797439443794163,2.4394406733479147e-18,1.2462823356599983e-18,1.1931583376879163e-18,0.48911143883258,-186607318.62381354
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,67.5,3.96e-14,-3.4787512828003275,2.4394406722884606e-18,1.2241277823704878e-18,1.215312889917973e-18,0.4981932554145198,60860812.1447491
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,72.5,3.96e-14,-3.1711358229319253,2.4394406779585655e-18,1.201207000622162e-18,1.2382336773364034e-18,0.5075891734217589,62177547.3458598
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,77.5,3.96e-14,-2.8569758093417295,2.4394406672870016e-18,1.1788005651169444e-18,1.2606401021700576e-18,0.5167742421757957,63454172.28612029
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,82.5,3.96e-14,-2.5365941000707224,2.439440668264098e-18,1.1577049006518792e-18,1.2817357676122189e-18,0.5254219888546419,64647825.826147586
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,87.5,3.96e-14,-2.2104975510802536,2.4394406597328946e-18,1.1384881938738546e-18,1.30095246585904e-18,0.5332994925162423,65728800.672322825
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,92.5,3.96e-14,-1.879306093347494,2.4394406567301634e-18,1.1215279729185569e-18,1.3179126838116061e-18,0.5402519959547374,66677664.54770712
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,97.5,3.96e-14,-1.5437209056031824,2.439440649806324e-18,1.1070937252043222e-18,1.3323469246020016e-18,0.5461690263740507,67481268.60369337
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,102.5,3.96e-14,-1.2044934073105604,2.439440644329949e-18,1.095369134009161e-18,1.3440715103207879e-18,0.5509752874884847,68131215.92117982
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,107.5,3.96e-14,-0.8624087463913843,2.439440636205603e-18,1.0864817686979223e-18,1.352958867507681e-18,0.5546184840194036,68622270.9865883
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,112.5,3.96e-14,-0.5182706974446774,2.4394406282176152e-18,1.0805149587213237e-18,1.3589256694962915e-18,0.557064457227309,68951485.19689989
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,117.5,3.96e-14,-0.17289389442238542,2.4394406174352957e-18,1.0775196372833307e-18,1.3619209801519652e-18,0.5582923275188473,69116680.0329217
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,122.5,3.96e-14,0.17289610288453974,2.439440609310151e-18,1.0775196282793332e-18,1.3619209810308176e-18,0.5582923297386425,69116677.15758085
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,127.5,3.96e-14,0.5182728771534231,2.4394406023685593e-18,1.0805149356428957e-18,1.3589256667256634e-18,0.55706446199437,68951475.86438918
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,132.5,3.96e-14,0.8624108615284315,2.4394406022871352e-18,1.0864817323408716e-18,1.3529588699462634e-18,0.5546184927305776,68622255.46266393
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,137.5,3.96e-14,1.2044954317800625,2.439440589294151e-18,1.0953690876931433e-18,1.3440715016010075e-18,0.5509752963444431,68131193.61835599
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,142.5,3.96e-14,1.5437227977119914,2.4394405819272878e-18,1.1070936654050456e-18,1.3323469165222425e-18,0.5461690382594265,67481239.20588483
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,147.5,3.96e-14,1.8793078238389107,2.4394405731567153e-18,1.1215279048428783e-18,1.3179126683138366e-18,0.5402520081103738,66677628.16027558
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,152.5,3.96e-14,2.210499079314747,2.4394405696617606e-18,1.1384881195681374e-18,1.3009524500936232e-18,0.5332995057444692,65728755.09584191
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,157.5,3.96e-14,2.5365953747973298,2.4394405610513762e-18,1.15770482670996e-18,1.281735734341416e-18,0.5254219983080874,64647771.681499
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,162.5,3.96e-14,2.856976796129737,2.4394405589161786e-18,1.1788004920617824e-18,1.260640066854396e-18,0.5167742506562598,63454110.19042286
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,167.5,3.96e-14,3.1711364767015584,2.4394405516796478e-18,1.2012069287720807e-18,1.2382336229075669e-18,0.5075891773853624,62177476.74596432
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,172.5,3.96e-14,3.4787515635893804,2.4394405589923187e-18,1.224127724299251e-18,1.2153128346930678e-18,0.4981932559140067,60860735.373665564
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,177.5,3.96e-14,3.779743830438214,2.439440556400005e-18,1.246282287456779e-18,1.1931582689432257e-18,0.48911143410029406,-186607591.1411511
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,182.5,2.7600000000000004e-14,1.6126756521778693,2.4394405763359826e-18,1.2617977708941908e-18,1.177642805441792e-18,0.48275117535783585,-234248636.8756468
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,187.5,2.7600000000000004e-14,1.437257461681746,2.4394405714474486e-18,1.2662046683999507e-18,1.1732359030474981e-18,0.48094465459814645,-33572686.62556356
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,192.5,2.7600000000000004e-14,1.2769487859222337,2.4394405729708522e-18,1.2698458789600408e-18,1.1695946940108116e-18,0.4794520132894365,-31196131.01732903
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,197.5,2.7600000000000004e-14,1.1252961515084556,2.43944058327088e-18,1.2728305875498336e-18,1.1666099957210464e-18,0.4782284937462254,-29498597.31007315
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,202.5,2.7600000000000004e-14,0.9819628128215022,2.439440587579611e-18,1.2752607607581013e-18,1.16417982682151e-18,0.47723229364507613,-28164289.789139353
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,207.5,2.7600000000000004e-14,0.8436532536170621,2.4394405882503634e-18,1.2772228712492507e-18,1.1622177170011127e-18,0.4764279657389355,-27262024.084726967
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,212.5,2.7600000000000004e-14,0.7093425719742326,2.43944059544674e-18,1.2787873723027589e-18,1.1606532231439814e-18,0.47578663129176485,-26607757.088714756
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,217.5,2.7600000000000004e-14,0.5775756827299146,2.43944059458272e-18,1.280011284734428e-18,1.1594293098482922e-18,0.4752849126242482,-26165894.38386153
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,222.5,2.7600000000000004e-14,0.44768362813561724,2.439440600051057e-18,1.2809396414013465e-18,1.1585009586497109e-18,0.474904352508302,-25857767.379046347
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,227.5,2.7600000000000004e-14,0.31899800893945107,2.4394406021315262e-18,1.2816069802283894e-18,1.157833621903137e-18,0.474630790719581,-25656283.074531004
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,232.5,2.7600000000000004e-14,0.1911207973903072,2.4394406112946853e-18,1.2820383342841525e-18,1.157402277010533e-18,0.4744539677054341,-25534097.839524783
sim_ec1xt240_right_angle_h65_dx5_a1e5_y_20260909,65,y,237.5,2.7600000000000004e-14,0.06365703054420326,2.4394406143528614e-18,1.282250002213914e-18,1.1571906121389474e-18,0.4743671993203773,-25478150.803541794
